 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Masc
Período:2020
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"D64   Outr anemias";-;-;-;-;-;-;-;1;1;1;2;2;1;4;6;5;13;13;15;14;60;1;139
"D65   Coagulacao intravascular disseminada";-;-;5;-;1;-;1;-;1;-;-;-;-;2;-;3;-;2;2;2;2;-;21
"D68   Outr defeitos da coagulacao";-;-;3;-;-;-;-;-;-;1;2;1;5;4;1;8;12;7;6;11;27;-;88
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;1;-;-;-;3;3;-;3;3;4;3;1;5;7;8;11;-;52
"D70   Agranulocitose";-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;-;1;1;2;2;1;-;13
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"D72   Outr transt dos globulos brancos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;2;1;1;-;9
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;3;1;-;7
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;1;1;3;2;2;-;13
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;1;-;-;-;-;1;-;6
"D81   Defic imunitarias combinadas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D82   Imunodeficiencia assoc c/outr defeitos major";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"D84   Outr imunodeficiencias";-;-;1;-;-;-;1;-;-;1;-;-;1;-;2;1;1;-;2;1;-;-;11
"D86   Sarcoidose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;-;-;-;-;5
"D89   Outr transt q comprom mecanismo imunit NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;3;3;4;3;7;32;-;56
"E04   Outr bocios nao-toxicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E05   Tireotoxicose";-;-;-;-;-;-;-;-;-;-;1;2;1;1;1;1;4;-;1;1;1;-;14
"E07   Outr transt da tireoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;1;-;1;6;9;11;10;16;30;39;48;73;91;98;72;114;-;619
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;1;-;-;-;-;1;1;2;1;4;14;26;49;67;103;132;134;143;230;-;908
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;3;3;3;2;5;13;-;34
"E13   Outr tipos espec de diabetes mellitus";-;-;-;-;-;-;-;1;2;-;1;-;1;-;1;1;-;4;4;-;7;-;22
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;3;18;24;36;53;92;180;288;492;603;765;748;696;1252;1;5251
"E15   Coma hipoglicemico nao-diabetico";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;3
"E16   Outr transt da secrecao pancreatica interna";-;-;-;-;-;-;-;-;1;-;1;2;3;3;4;5;9;8;2;4;11;-;53
"E22   Hiperfuncao da hipofise";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E23   Hipofuncao e outr transt da hipofise";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;4
"E24   Sindr de Cushing";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E26   Hiperaldosteronismo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E27   Outr transt da gland supra-renal";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;4;-;-;-;8
"E31   Disfuncao poliglandular";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E32   Doenc do timo";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"E34   Outr transt endocrinos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"E40   Kwashiorkor";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2
"E41   Marasmo nutricional";-;-;-;-;1;-;-;-;-;1;-;-;2;1;1;3;3;2;2;5;20;-;41
"E43   Desnutric proteico-calorica grave NE";-;-;-;-;-;1;-;1;-;1;-;1;2;3;4;3;5;9;10;12;47;-;99
"E44   Desnutric proteico-calorica grau moder leve";-;-;-;-;-;-;-;-;-;-;-;1;2;4;1;2;2;3;5;4;23;-;47
"E46   Desnutric proteico-calorica NE";-;-;-;-;1;-;1;-;1;-;1;1;2;3;9;3;14;12;17;19;94;1;179
"E51   Defic de tiamina";-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;-;-;-;-;-;-;-;6
"E52   Defic de niacina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E53   Defic de outr vitaminas do grupo B";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"E55   Defic de vitamina D";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E56   Outr defic vitaminicas";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E64   Sequelas desnutric e outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;1;2;-;1;1;-;11
"E66   Obesidade";-;-;-;-;-;-;-;-;6;16;31;44;45;42;50;55;57;40;23;11;11;-;431
"E70   Disturbios metabolism aminoacidos aromaticos";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"E71   Dist metab aminoacidos cad ramif e acid grax";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"E72   Outr disturbios metabolismo de aminoacidos";-;-;-;-;2;-;-;1;-;1;-;1;-;1;1;-;-;2;-;-;3;-;12
"E73   Intolerancia a lactose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E74   Outr disturbios do metabolismo carboidratos";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"E75   Disturb metab esfingolip e outr depos lipid";-;-;-;-;-;1;2;1;1;1;-;1;1;-;-;-;2;-;-;-;-;-;10
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;3;1;4;2;5;9;14;13;30;30;23;29;61;-;224
"E79   Disturbios metabolismo purina e pirimidina";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;4
"E83   Disturbios do metabolismo de minerais";-;-;-;-;1;-;-;-;2;-;-;-;1;1;1;2;1;2;2;4;2;-;19
"E84   Fibrose cistica";-;-;-;-;-;-;1;-;1;-;1;1;-;-;-;1;2;1;3;6;4;-;21
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;6;3;3;4;5;-;26
"E86   Deplecao de volume";-;-;-;-;-;-;1;-;-;1;-;-;1;3;7;4;8;9;15;16;83;1;149
"E87   Outr transt equil hidroeletr e acido-basic";1;-;2;-;2;-;-;-;-;2;2;5;5;6;8;18;19;18;21;30;104;-;243
"E88   Outr disturbios metabolicos";-;1;5;-;1;-;-;-;-;-;-;1;4;6;6;11;10;6;11;12;27;-;101
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;5;7;27;-;43
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4;12;21;36;288;-;365
"F05   Delirium nao induz alcool outr subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;6;-;2;5;-;15
"F06   Outr transt ment lesao disf cereb doenc fis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"F09   Transt mental organico ou sintomatico NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;2;4;12;32;53;98;155;182;193;147;95;68;27;26;1;1095
"F12   Transt mentais comport dev uso canabinoides";-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;1;-;-;-;-;4
"F14   Transt mentais e comport dev uso da cocaina";-;-;-;-;-;-;-;1;3;8;7;4;4;2;3;4;2;2;-;-;-;-;40
"F15   Transt ment comp uso outr estim incl cafeina";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;2;3;3;11;19;27;30;52;35;26;18;24;-;250
"F18   Transt mentais comport dev uso solv volateis";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;10;12;13;16;18;18;11;9;5;3;2;-;-;-;-;117
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;1;1;2;4;6;8;7;19;10;14;4;6;9;-;91
"F23   Transt psicoticos agudos e transitorios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"F31   Transt afetivo bipolar";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;2
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;-;2;-;-;4;1;1;2;4;3;3;5;12;-;37
"F33   Transt depressivo recorrente";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;1;-;5
"F41   Outr transt ansiosos";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;3;-;6
"F42   Transt obsessivo-compulsivo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"F44   Transt dissociativos";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2
"F45   Transt somatoformes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"F54   Fat psicolog comport assoc doenc transt COP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"F71   Retardo mental moderado";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;3
"F72   Retardo mental grave";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;-;1;-;-;-;-;5
"F79   Retardo mental NE";-;-;-;-;-;-;-;-;-;-;-;3;1;-;2;-;-;-;-;-;-;-;6
"F80   Transt especificos desenvolv fala linguagem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"F84   Transt globais do desenvolv";-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;3
"F90   Transt hipercineticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"F99   Transt mental NE em outr parte";-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;3;1;-;1;-;-;8
"G00   Meningite bacter NCOP";-;1;8;-;1;-;2;2;4;4;4;1;7;6;7;4;9;6;11;3;6;3;89
"G03   Meningite dev outr causas e a causas NE";-;-;1;-;1;-;1;1;-;1;1;1;2;1;2;1;1;4;3;1;1;-;23
"G04   Encefalite mielite e encefalomielite";-;-;1;-;3;2;1;-;4;3;-;6;1;4;4;4;6;2;6;2;6;-;55
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;-;-;1;-;-;1;-;1;2;2;-;2;3;3;7;-;2;-;24
"G08   Flebite tromboflebite intracran intra-raquid";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;-;-;2;-;-;1;1;1;1;2;2;2;1;1;1;3;1;-;19
"G10   Doenc de Huntington";-;-;-;-;-;-;-;-;1;-;-;1;1;2;6;2;-;2;2;1;-;-;18
"G11   Ataxia hereditaria";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;-;-;1;-;-;6
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;2;2;1;-;2;1;1;5;7;9;16;34;45;43;38;23;16;-;245
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;8;23;34;85;114;352;-;620
"G21   Parkinsonismo secund";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;1;-;-;1;-;6
"G23   Outr doenc degenerativas dos ganglios base";-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;1;-;-;2;-;-;6
"G25   Outr doenc extrapiramidais transt movimentos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;3
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;13;40;80;186;313;1574;-;2207
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;1;-;-;-;-;1;2;-;-;2;5;4;7;9;9;21;19;36;160;-;276
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;1;1;-;5;2;1;2;8;5;2;2;1;-;30
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;3
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;3;1;-;3;2;-;11
"G40   Epilepsia";-;-;2;-;7;1;7;7;15;15;21;28;36;40;40;42;38;27;29;22;32;-;409
"G41   Estado de mal epileptico";-;-;2;-;-;1;1;2;3;1;2;2;2;6;2;10;4;4;4;3;7;-;56
"G45   Acid vasc cerebr isquemicos trans sindr corr";-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;4;2;2;6;-;18
"G47   Disturbios do sono";-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;1;-;4
"G60   Neuropatia hereditaria e idiopatica";-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;4
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;2;-;1;-;5;-;2;3;3;3;1;5;2;4;-;31
"G62   Outr polineuropatias";-;-;-;-;-;-;1;-;-;-;-;1;2;3;1;4;5;2;5;3;3;-;30
"G64   Outr transt do sist nervoso periferico";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"G70   Miastenia gravis outr transt neuromusculares";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;2;2;3;6;-;16
"G71   Transt prim dos musculos";-;-;-;-;2;-;4;11;12;10;3;6;-;2;3;3;1;1;2;-;2;-;62
"G72   Outr miopatias";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;-;4
"G80   Paralisia cerebral";-;-;2;-;3;7;15;16;24;9;14;9;13;5;5;6;4;2;2;1;1;-;138
"G82   Paraplegia e tetraplegia";-;-;-;-;-;-;-;-;-;1;3;3;4;3;1;4;3;3;2;-;1;-;28
"G83   Outr sindr paraliticas";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;4
"G90   Transt do sist nervoso autonomo";-;-;-;-;-;-;-;-;-;-;1;3;1;2;3;1;4;2;-;1;7;-;25
"G91   Hidrocefalia";-;-;4;-;6;1;3;1;2;5;-;-;2;4;12;5;8;8;4;8;18;-;91
"G92   Encefalopatia toxica";-;-;1;-;-;-;-;-;-;-;-;-;1;1;1;-;3;1;-;-;-;-;8
"G93   Outr transt do encefalo";-;-;7;-;6;2;3;12;12;10;8;6;20;17;12;23;26;42;25;20;39;-;290
"G95   Outr doenc da medula espinal";-;-;-;-;-;-;-;-;-;-;-;-;4;-;2;-;1;4;-;4;1;-;16
"G96   Outr transt do sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;2;2;3;-;11
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;1;1;3;-;9
"H05   Transt da orbita";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"H60   Otite externa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"H65   Otite media nao-supurativa";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;1;-;-;4
"H66   Otite media supurativa e as NE";-;-;1;-;-;-;-;-;1;-;1;-;-;1;1;-;-;1;-;-;1;-;7
"H70   Mastoidite e afeccoes correlatas";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;3;2;1;2;-;11
"I01   Febre reumatica c/compr do coracao";-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;-;1;-;1;-;-;6
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;-;4;2;4;5;2;4;5;7;7;10;5;-;55
"I06   Doenc reumaticas da valva aortica";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;3;1;2;-;-;-;8
"I07   Doenc reumaticas da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;3
"I08   Doenc de mult valvas";-;-;-;-;-;1;-;-;-;-;-;-;4;-;5;6;9;3;8;9;3;-;48
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;3
"I10   Hipertensao essencial";-;-;-;-;-;-;-;1;-;4;7;39;52;105;179;243;314;380;357;340;859;-;2880
"I11   Doenc cardiaca hipertensiva";-;-;1;-;-;1;-;-;2;3;5;16;40;59;87;132;205;217;256;248;653;-;1925
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;3;4;3;10;9;18;29;35;46;56;76;72;214;-;575
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;-;-;6;1;7;15;20;35;32;52;47;140;-;355
"I15   Hipertensao secund";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;-;-;3;3;3;4;8;5;9;6;12;-;53
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;1;46;71;94;120;242;426;645;1045;1401;1821;1812;1696;1414;2422;17;13273
"I22   Infarto do miocardio recorrente";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;1;2;1;3;-;12
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;1;2;-;4;7;12;33;44;60;85;82;55;136;-;521
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;9;10;17;14;33;62;84;116;212;278;338;346;342;637;5;2503
"I26   Embolia pulmonar";-;-;-;-;-;-;2;-;6;20;23;28;36;37;51;68;70;81;94;89;190;3;798
"I27   Outr form de doenc cardiaca pulmonar";-;-;7;-;-;-;-;-;-;-;1;6;2;5;2;8;8;12;8;13;32;-;104
"I28   Outr doenc dos vasos pulmonares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;3
"I30   Pericardite aguda";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;3;-;-;2;-;10
"I31   Outr doenc do pericardio";-;-;1;-;-;-;-;-;-;1;2;2;4;4;2;8;3;10;6;10;11;-;64
"I33   Endocardite aguda e subaguda";-;-;2;-;1;-;-;1;1;3;3;3;1;8;8;7;20;20;11;16;17;-;122
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;1;-;-;-;1;-;-;2;6;4;4;9;14;17;15;14;25;-;112
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;1;1;1;1;2;2;3;6;8;22;24;37;39;42;112;-;301
"I36   Transt nao-reumaticos da valva tricuspide";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;1;2;-;7
"I37   Transt da valva pulmonar";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"I38   Endocardite de valva NE";-;-;-;-;-;-;-;-;-;1;2;-;3;5;4;11;14;12;14;18;22;-;106
"I40   Miocardite aguda";-;-;3;-;2;-;-;2;-;1;4;-;-;-;2;1;2;-;1;1;1;-;20
"I42   Cardiomiopatias";1;-;7;-;4;3;4;19;33;29;49;61;77;109;160;189;194;184;184;163;391;4;1865
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;5;10;13;18;26;71;-;147
"I45   Outr transt de conducao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;3;4;-;12
"I46   Parada cardiaca";-;-;-;-;-;-;-;-;-;1;4;4;8;15;12;28;28;20;31;29;54;-;234
"I47   Taquicardia paroxistica";-;-;-;-;-;-;-;-;-;-;2;-;2;1;2;4;9;5;7;6;16;-;54
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;2;3;3;5;9;13;21;32;55;63;82;191;-;479
"I49   Outr arritmias cardiacas";-;-;-;-;1;-;1;4;6;8;7;9;6;27;28;35;53;69;62;68;303;-;687
"I50   Insuf cardiaca";-;-;3;-;-;-;1;4;7;10;24;24;48;67;117;209;254;320;393;466;1230;-;3177
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;3;-;1;1;2;7;3;10;9;18;18;20;28;37;54;58;60;70;145;-;544
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;5;4;3;6;13;14;19;39;62;50;64;61;48;36;50;-;474
"I61   Hemorragia intracerebral";-;-;-;-;-;1;5;5;4;9;23;60;98;145;182;204;245;258;203;205;359;1;2007
"I62   Outr hemorragias intracranianas nao-traum";-;-;2;-;-;-;1;-;-;1;2;4;7;11;10;11;19;30;24;32;97;-;251
"I63   Infarto cerebral";-;-;-;-;-;2;-;-;-;2;10;15;25;28;101;136;171;277;247;268;523;3;1808
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;1;-;2;3;5;10;16;35;57;137;206;301;386;437;483;1144;-;3223
"I67   Outr doenc cerebrovasculares";-;-;1;-;-;1;-;-;-;5;6;5;10;21;51;74;130;155;167;165;354;-;1145
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;1;1;3;2;-;2;6;4;23;55;86;164;254;330;338;733;-;2002
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;1;2;-;4;7;7;14;18;15;40;-;108
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;1;-;1;4;5;8;18;26;47;61;110;126;160;168;179;258;1;1173
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;1;-;2;3;3;12;4;10;9;7;14;-;65
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;1;-;-;1;-;2;4;3;9;44;48;27;37;98;-;274
"I74   Embolia e trombose arteriais";-;1;-;-;-;-;-;-;2;-;1;-;4;4;14;19;25;31;28;33;91;-;253
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;1;-;1;4;1;5;4;6;4;8;16;26;-;76
"I78   Doenc dos capilares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;4
"I80   Flebite e tromboflebite";-;-;-;-;-;-;-;-;1;-;1;5;5;7;13;15;18;25;18;18;42;-;168
"I81   Trombose da veia porta";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;-;-;1;1;-;7
"I82   Outr embolia e trombose venosas";-;-;-;-;-;1;-;-;-;-;1;1;3;-;5;5;8;5;6;7;7;-;49
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;1;-;-;-;1;1;3;4;5;5;5;7;8;-;40
"I84   Hemorroidas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;1;-;2;2;4;8;11;8;18;13;13;5;7;-;92
"I86   Varizes de outr localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;-;-;-;-;5
"I87   Outr transt das veias";-;-;-;-;-;-;-;-;2;1;-;1;1;-;-;3;5;8;2;8;13;-;44
"I88   Linfadenite inespecifica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;1;-;1;-;2;-;8
"I95   Hipotensao";-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;1;-;4;-;-;-;9
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;3;1;7;-;15
"J01   Sinusite aguda";-;-;-;-;-;-;-;-;2;1;-;-;1;1;-;-;-;1;-;-;-;-;6
"J03   Amigdalite aguda";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"J04   Laringite e traqueite agudas";-;-;1;-;1;1;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;6
"J05   Laringite obstrutiva aguda e epiglotite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"J06   Infecc agudas vias aereas super loc mult NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;2;-;2;11;-;18
"J09   Influenza A (H1N1)";-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;1;1;1;2;-;8
"J10   Influenza dev outro virus influenza ident";-;-;-;-;-;-;-;1;-;-;-;1;2;2;1;2;1;2;2;3;6;-;23
"J11   Influenza dev virus nao identificado";-;-;-;-;2;-;-;-;-;4;1;2;4;7;12;8;12;10;11;11;41;-;125
"J12   Pneumonia viral NCOP";-;1;-;-;1;-;-;1;2;-;2;5;18;13;19;21;39;36;42;47;91;-;338
"J13   Pneumonia dev Streptococcus pneumoniae";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;2;-;5
"J15   Pneumonia bacter NCOP";-;-;10;-;2;1;1;2;5;12;15;19;34;51;61;100;140;198;228;291;798;1;1969
"J16   Pneumonia dev out microorg infecc espec NCOP";-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;-;2;2;2;-;10
"J18   Pneumonia p/microorg NE";-;3;19;-;7;6;8;14;28;49;74;104;143;195;226;350;433;590;669;725;2444;10;6097
"J20   Bronquite aguda";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"J21   Bronquiolite aguda";-;-;11;-;-;-;-;-;-;1;1;-;1;1;2;2;1;1;-;-;7;-;28
