 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Masc
Período:2010
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;3
"D61   Outr anemias aplasticas";-;-;-;-;-;4;6;3;5;6;3;2;-;9;3;5;14;5;10;11;11;-;97
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;1;-;5;3;2;1;1;3;-;2;-;2;2;5;3;30
"D64   Outr anemias";-;-;2;-;-;-;-;2;3;2;5;10;7;7;6;14;10;12;19;20;59;1;179
"D65   Coagulacao intravascular disseminada";-;-;3;-;2;1;-;-;-;1;-;4;2;-;3;1;-;-;-;5;1;-;23
"D66   Defic hereditaria do fator VIII";-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;4
"D68   Outr defeitos da coagulacao";-;1;-;-;3;-;-;-;2;-;-;6;2;6;9;7;8;4;7;5;10;-;70
"D69   Purpura e outr afeccoes hemorragicas";-;-;1;-;-;-;2;1;3;1;2;2;5;3;4;6;-;1;7;1;5;-;44
"D70   Agranulocitose";-;-;1;-;-;-;-;-;2;-;1;-;-;-;3;3;3;2;2;4;5;-;26
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;3
"D72   Outr transt dos globulos brancos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;3;1;-;-;-;2;-;9
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;2;1;3;-;1;-;-;11
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;4
"D80   Imunodefic c/predom defeitos anticorpos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D84   Outr imunodeficiencias";-;-;-;-;1;-;-;2;-;-;-;1;1;1;-;2;3;1;3;3;2;-;20
"D86   Sarcoidose";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;3
"D89   Outr transt q comprom mecanismo imunit NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;3
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;-;4;7;-;15
"E04   Outr bocios nao-toxicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;3
"E05   Tireotoxicose";-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;-;-;2;2;1;2;-;12
"E06   Tireoidite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;1;-;-;4;2;5;4;9;8;12;23;24;21;14;24;-;151
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;1;1;-;-;3;14;23;27;31;31;42;41;71;-;285
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;2;2;6;2;8;-;26
"E13   Outr tipos espec de diabetes mellitus";-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;2;3;4;3;-;15
"E14   Diabetes mellitus NE";-;-;-;-;-;3;2;-;7;17;25;42;73;145;286;388;478;559;609;555;818;-;4007
"E15   Coma hipoglicemico nao-diabetico";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;3
"E16   Outr transt da secrecao pancreatica interna";-;-;1;-;-;-;-;-;-;-;-;-;3;4;4;7;3;2;3;2;9;-;38
"E22   Hiperfuncao da hipofise";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"E23   Hipofuncao e outr transt da hipofise";-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;2;-;-;-;1;1;-;7
"E24   Sindr de Cushing";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E25   Transt adrenogenitais";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E26   Hiperaldosteronismo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E27   Outr transt da gland supra-renal";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;1;-;-;1;-;7
"E32   Doenc do timo";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"E34   Outr transt endocrinos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;1;-;5
"E40   Kwashiorkor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;3
"E41   Marasmo nutricional";-;-;1;-;-;-;-;-;-;1;-;-;2;1;1;5;3;6;3;8;15;4;50
"E43   Desnutric proteico-calorica grave NE";-;-;2;-;1;-;1;1;-;2;2;3;2;5;6;7;6;4;12;18;48;-;120
"E44   Desnutric proteico-calorica grau moder leve";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;1;-;4;6;-;15
"E46   Desnutric proteico-calorica NE";-;-;7;-;4;1;1;2;5;4;6;6;10;10;17;20;28;31;51;55;166;2;426
"E51   Defic de tiamina";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;4
"E63   Outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"E64   Sequelas desnutric e outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;3
"E66   Obesidade";-;-;-;-;-;-;-;1;2;7;12;15;17;27;28;25;18;18;9;12;9;-;200
"E67   Outr form de hiperalimentacao";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E71   Dist metab aminoacidos cad ramif e acid grax";-;-;-;-;-;1;2;-;1;-;-;1;1;-;1;-;-;-;-;-;-;-;7
"E72   Outr disturbios metabolismo de aminoacidos";-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;8
"E74   Outr disturbios do metabolismo carboidratos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;3;-;1;-;-;-;6
"E75   Disturb metab esfingolip e outr depos lipid";-;-;-;-;1;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"E77   Disturbios do metabolismo de glicoproteinas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;4;1;7
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;1;-;-;-;-;1;-;-;1;3;4;7;16;17;24;24;28;19;38;-;183
"E79   Disturbios metabolismo purina e pirimidina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2
"E80   Disturbios metab porfirina e bilirrubina";-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;3
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;2;-;1;1;-;-;1;-;-;1;2;3;2;2;1;-;16
"E84   Fibrose cistica";1;1;1;-;-;2;-;2;1;1;-;2;-;-;-;-;-;4;2;3;-;-;20
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;2;5;-;-;-;10
"E86   Deplecao de volume";-;-;-;-;1;1;-;-;-;-;1;1;2;2;2;8;7;13;22;30;108;2;200
"E87   Outr transt equil hidroeletr e acido-basic";1;-;1;-;2;-;-;1;-;-;-;1;2;4;6;7;9;12;10;11;32;-;99
"E88   Outr disturbios metabolicos";-;2;2;-;2;-;1;-;1;2;-;2;1;4;5;6;5;5;5;5;15;-;63
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;2;9;8;21;-;45
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;5;5;6;25;48;257;-;351
"F05   Delirium nao induz alcool outr subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;6;-;11
"F06   Outr transt ment lesao disf cereb doenc fis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"F07   Transt pers comport dev doen lesao disf cer";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"F09   Transt mental organico ou sintomatico NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;2;22;36;85;120;151;159;138;86;57;22;15;12;3;908
"F11   Transt mentais e comport dev uso de opiaceos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"F14   Transt mentais e comport dev uso da cocaina";-;-;-;-;-;-;-;1;1;3;1;2;-;4;1;-;-;-;-;-;-;-;13
"F15   Transt ment comp uso outr estim incl cafeina";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"F16   Transt mentais comport dev uso alucinogenos";-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;3
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;3;2;2;5;4;7;16;12;11;9;4;14;1;90
"F18   Transt mentais comport dev uso solv volateis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;1;2;3;3;6;7;2;2;1;-;-;-;-;-;1;28
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;2;1;-;2;2;4;4;3;2;1;1;1;2;-;25
"F21   Transt esquizotipico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F23   Transt psicoticos agudos e transitorios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"F31   Transt afetivo bipolar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;3
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;4;3;1;-;1;3;-;16
"F33   Transt depressivo recorrente";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2
"F40   Transt fobico-ansiosos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"F41   Outr transt ansiosos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;1;1;5
"F43   Reacoes ao stress grave e transt adaptacao";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2
"F44   Transt dissociativos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"F50   Transt da alimentacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F60   Transt especificos da personalidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"F63   Transt dos habitos e dos impulsos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F70   Retardo mental leve";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F72   Retardo mental grave";-;-;-;-;-;-;-;-;-;1;2;1;1;-;-;-;-;-;-;-;-;-;5
"F73   Retardo mental profundo";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"F79   Retardo mental NE";-;-;-;-;-;1;-;-;-;1;1;1;1;-;1;-;-;-;1;-;1;-;8
"F84   Transt globais do desenvolv";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"F88   Outr transt do desenvolv psicologico";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"F89   Transt do desenvolv psicologico NE";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"F90   Transt hipercineticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F99   Transt mental NE em outr parte";-;-;-;-;-;-;-;-;-;1;2;2;1;-;1;1;-;4;1;-;3;-;16
"G00   Meningite bacter NCOP";-;1;13;-;12;5;4;5;3;9;11;14;18;13;20;19;7;6;6;2;7;1;176
"G03   Meningite dev outr causas e a causas NE";-;6;4;-;3;1;2;1;2;1;3;4;2;3;3;3;1;8;-;2;2;-;51
"G04   Encefalite mielite e encefalomielite";-;-;2;-;4;2;-;1;1;4;7;3;-;3;3;2;2;3;2;1;4;-;44
"G06   Abscesso granuloma intracran intra-raquid";-;-;1;-;-;1;-;1;-;3;1;2;3;5;1;4;2;1;2;-;4;-;31
"G08   Flebite tromboflebite intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;1;1;2;-;2;-;2;-;1;-;1;-;-;-;-;1;1;1;13
"G10   Doenc de Huntington";-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;2;1;1;-;-;-;9
"G11   Ataxia hereditaria";-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;3;1;-;-;-;-;-;7
"G12   Atrofia muscular espinal e sindr correlatas";-;-;1;-;1;-;1;2;-;1;2;-;4;10;11;30;9;23;18;12;12;-;137
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6;12;32;44;83;185;-;363
"G21   Parkinsonismo secund";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"G23   Outr doenc degenerativas dos ganglios base";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"G25   Outr doenc extrapiramidais transt movimentos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;14;22;41;111;227;811;-;1228
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;1;-;-;1;1;-;2;2;4;4;3;9;2;5;3;9;5;9;14;-;74
"G35   Esclerose mult";-;-;-;-;-;-;-;1;-;-;1;1;5;6;4;4;5;1;2;4;1;-;35
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2;1;2;-;7
"G40   Epilepsia";-;-;1;-;7;2;4;10;8;12;14;18;33;28;23;15;17;14;10;16;11;1;244
"G41   Estado de mal epileptico";-;-;-;-;3;1;1;2;-;-;1;1;3;4;2;-;-;3;1;2;-;-;24
"G45   Acid vasc cerebr isquemicos trans sindr corr";-;-;-;-;-;-;-;-;-;-;-;2;1;1;2;2;3;2;6;4;4;-;27
"G47   Disturbios do sono";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2
"G52   Transt de outr nervos cranianos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G58   Outr mononeuropatias";-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;1;-;-;-;4
"G60   Neuropatia hereditaria e idiopatica";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;1;-;-;1;3;-;2;4;-;-;2;1;4;-;18
"G62   Outr polineuropatias";-;-;-;-;3;1;1;-;1;-;-;-;3;3;2;3;2;3;2;3;7;-;34
"G70   Miastenia gravis outr transt neuromusculares";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;3;1;2;2;4;-;14
"G71   Transt prim dos musculos";-;-;-;-;1;-;4;11;9;3;2;3;3;2;2;3;2;1;2;1;1;-;50
"G72   Outr miopatias";-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;-;-;-;-;1;3;-;8
"G80   Paralisia cerebral";-;-;2;-;15;13;24;23;30;21;4;4;1;5;5;2;1;2;-;-;1;-;153
"G82   Paraplegia e tetraplegia";-;-;1;-;-;-;1;1;2;4;2;5;2;2;3;3;-;-;2;3;3;-;34
"G83   Outr sindr paraliticas";-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;-;-;1;-;3;4;-;12
"G90   Transt do sist nervoso autonomo";-;-;1;-;1;-;-;-;-;1;-;-;-;2;-;1;1;3;-;1;-;-;11
"G91   Hidrocefalia";-;-;3;-;5;2;5;5;1;4;4;4;9;2;5;2;3;6;4;9;7;-;80
"G92   Encefalopatia toxica";-;-;-;-;-;-;-;-;-;1;-;1;1;2;1;2;-;-;1;1;-;-;10
"G93   Outr transt do encefalo";-;-;11;-;18;13;11;17;17;12;13;9;25;28;37;38;28;32;20;26;41;-;396
"G95   Outr doenc da medula espinal";-;-;-;-;-;-;-;2;-;-;-;-;1;1;1;3;1;3;1;3;2;-;18
"G96   Outr transt do sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;2;1;-;1;-;-;9
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;1;-;3;1;-;4;-;12
"H57   Outr transt do olho e anexos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"H66   Otite media supurativa e as NE";-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;-;-;-;1;-;1;-;6
"H70   Mastoidite e afeccoes correlatas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"H71   Colesteatoma do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"H74   Outr transt do ouvido medio e da mastoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"H83   Outr transt do ouvido interno";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I00   Febre reumatica s/mencao de compr do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;3
"I01   Febre reumatica c/compr do coracao";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;-;-;4
"I05   Doenc reumaticas da valva mitral";-;-;-;-;1;-;-;-;1;4;2;7;5;7;7;19;13;12;11;7;13;-;109
"I06   Doenc reumaticas da valva aortica";-;-;-;-;-;-;1;1;-;1;-;1;1;-;2;-;2;4;1;4;3;-;21
"I07   Doenc reumaticas da valva tricuspide";-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;1;2;1;1;-;-;-;8
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;2;-;3;4;4;6;5;4;6;10;9;10;-;63
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;1;-;-;2;-;1;-;2;1;-;1;-;-;-;-;8
"I10   Hipertensao essencial";-;-;-;-;-;-;1;-;1;2;9;15;37;80;87;137;165;176;183;202;369;-;1464
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;2;5;3;11;32;42;64;117;151;175;167;223;208;418;1;1619
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;1;3;4;1;10;11;20;36;35;49;55;49;64;132;1;471
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;1;1;1;3;3;3;15;8;25;27;38;37;59;-;221
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;1;-;-;1;7;4;5;7;7;13;10;13;-;68
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;1;10;21;46;102;198;400;787;1142;1405;1530;1507;1435;1294;2012;30;11920
"I22   Infarto do miocardio recorrente";-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;6;2;4;3;5;-;23
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;3;1;4;7;6;13;44;63;91;87;115;124;161;-;719
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;1;-;6;8;19;65;118;206;282;332;359;449;460;764;4;3073
"I26   Embolia pulmonar";-;-;-;-;1;-;-;3;8;15;31;30;36;58;54;60;64;84;96;103;187;6;836
"I27   Outr form de doenc cardiaca pulmonar";2;-;3;-;2;1;-;1;1;2;4;7;1;6;9;9;17;15;15;17;35;-;147
"I28   Outr doenc dos vasos pulmonares";-;-;-;-;-;-;-;-;-;-;-;1;2;1;3;3;4;1;1;-;-;-;16
"I30   Pericardite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;6;5;-;3;1;-;19
"I31   Outr doenc do pericardio";1;-;1;-;-;-;-;-;1;1;-;1;3;6;7;6;6;4;10;5;8;-;60
"I33   Endocardite aguda e subaguda";-;-;2;-;3;-;2;-;1;5;2;1;8;5;16;16;11;14;17;12;13;-;128
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;1;-;3;2;4;4;2;13;10;8;15;19;22;-;103
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;1;-;2;-;-;2;2;5;2;8;13;21;31;33;39;48;70;-;277
"I36   Transt nao-reumaticos da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;4
"I37   Transt da valva pulmonar";-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;2;-;6
"I38   Endocardite de valva NE";-;-;-;-;1;-;-;-;3;2;-;1;3;2;9;6;17;11;12;17;10;-;94
"I40   Miocardite aguda";-;-;1;-;2;-;-;-;1;-;1;3;2;4;-;1;-;-;1;-;-;-;16
"I42   Cardiomiopatias";5;2;9;-;6;1;5;11;20;30;51;78;98;144;198;228;235;241;269;282;459;15;2387
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;10;4;7;6;28;-;58
"I45   Outr transt de conducao";-;-;-;-;1;-;-;2;-;-;1;-;-;1;1;-;1;-;-;1;3;-;11
"I47   Taquicardia paroxistica";-;-;-;-;-;1;-;1;1;-;-;-;-;1;2;5;-;2;7;2;4;-;26
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;3;-;3;6;10;25;38;40;57;126;-;308
"I49   Outr arritmias cardiacas";1;-;-;-;2;-;1;1;3;6;4;6;11;16;23;36;44;47;70;100;230;-;601
"I50   Insuf cardiaca";-;-;2;-;-;-;2;1;12;16;19;33;43;84;116;162;223;274;362;423;1028;3;2803
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;2;-;2;1;1;5;4;7;8;15;24;28;35;29;42;46;56;55;97;2;459
"I60   Hemorragia subaracnoide";-;-;-;-;1;-;1;4;7;13;9;26;38;65;65;79;61;50;34;21;27;3;504
"I61   Hemorragia intracerebral";-;-;1;-;3;2;1;8;14;15;34;57;118;162;243;246;228;199;220;183;267;6;2007
"I62   Outr hemorragias intracranianas nao-traum";-;-;3;-;1;-;-;1;-;1;3;3;6;7;10;8;16;12;15;17;40;-;143
"I63   Infarto cerebral";-;-;-;-;-;-;2;1;2;3;7;5;11;31;61;75;130;145;166;171;301;2;1113
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;1;-;1;-;-;4;7;13;10;17;49;85;154;267;353;460;566;610;1168;7;3772
"I67   Outr doenc cerebrovasculares";-;-;-;-;3;-;1;1;1;2;5;12;16;39;73;135;132;182;223;237;444;-;1506
"I69   Sequelas de doenc cerebrovasculares";-;-;1;-;-;-;-;-;-;3;2;3;10;26;51;93;166;225;332;360;726;2;2000
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;1;6;6;8;25;20;30;33;103;-;232
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;2;-;7;6;15;21;33;61;91;146;165;210;242;213;305;-;1517
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;1;-;3;1;6;2;1;2;5;11;6;13;-;51
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;1;-;-;-;-;-;2;3;3;9;12;25;20;28;29;47;-;179
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;3;1;4;3;12;14;20;22;26;30;65;1;201
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;-;1;2;1;4;3;8;6;6;23;21;17;26;-;118
"I78   Doenc dos capilares";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;1;-;-;5
"I80   Flebite e tromboflebite";-;-;1;-;-;1;-;-;2;1;4;3;9;6;8;13;20;18;26;30;47;-;189
"I81   Trombose da veia porta";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;1;3;-;1;-;9
"I82   Outr embolia e trombose venosas";-;-;1;-;-;1;-;1;1;-;-;2;1;-;1;1;3;1;-;4;5;-;22
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;6;4;4;7;4;9;-;36
"I84   Hemorroidas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3
"I85   Varizes esofagianas";-;-;-;-;1;1;-;-;-;2;-;7;5;8;12;11;8;7;8;6;5;-;81
"I86   Varizes de outr localiz";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2
"I87   Outr transt das veias";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;3;-;2;2;6;-;16
"I88   Linfadenite inespecifica";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;2;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;-;-;3;-;10
"I95   Hipotensao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;-;1;3;-;10
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;2;3;4;5;1;7;-;27
"J01   Sinusite aguda";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"J03   Amigdalite aguda";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J04   Laringite e traqueite agudas";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;3
"J06   Infecc agudas vias aereas super loc mult NE";1;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;6
"J10   Influenza dev outro virus influenza ident";-;-;-;-;-;1;-;-;1;-;3;-;2;-;-;-;1;1;1;1;-;-;11
"J11   Influenza dev virus nao identificado";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;1;3;1;-;8
