Sistema de Informação de Mortalidade - Óbitos não fetais - Campinas
Resid Campinas por Causa (CID10 3C) e Faixa Etária (5-5)
Sexo: Masculino
Período:2018
"Causa (CID10 3C)";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85-89";"90-94";"95-99";"100e+";"Ign";"Total"
"K70   Doenc alcoolica do figado";0;0;0;0;0;2;3;1;6;4;12;13;4;8;5;4;0;0;0;0;0;0;62
"K71   Doenc hepatica toxica";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
"K72   Insuf hepatica NCOP";0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;4
"K74   Fibrose e cirrose hepaticas";0;0;0;0;0;0;1;0;1;1;5;9;13;4;8;2;1;3;0;0;0;0;48
"K75   Outr doenc inflam do figado";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"K76   Outr doenc do figado";0;0;0;0;0;0;0;2;0;1;1;2;0;0;1;1;0;0;0;0;0;0;8
"K80   Colelitiase";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"K81   Colecistite";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4
"K82   Outr doenc da vesicula biliar";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"K83   Outr doenc das vias biliares";0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;4
"K85   Pancreatite aguda";0;0;0;0;0;1;1;0;0;2;5;0;2;0;1;1;0;0;0;0;0;0;13
"K86   Outr doenc do pancreas";0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;4
"K92   Outr doenc do aparelho digestivo";0;0;0;0;0;0;0;1;0;0;3;2;0;0;0;1;1;1;3;0;0;0;12
"L02   Abscesso cutaneo furunculo e antraz";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"L03   Celulite";0;0;0;0;0;0;0;0;0;0;1;2;0;3;1;1;3;0;0;0;0;0;11
"L08   Outr infecc localiz pele e tec subcutaneo";0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;1;0;0;0;0;0;6
"L89   Ulcera de decubito";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"L98   Outr afeccoes da pele e tec subcutaneo NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
"M06   Outr artrites reumatoides";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
"M16   Coxartrose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"M17   Gonartrose";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"M30   Poliarterite nodosa e afeccoes correlatas";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
"M32   Lupus eritematoso disseminado";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"M46   Outr espondilopatias inflam";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"M47   Espondilose";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"M50   Transt dos discos cervicais";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"M62   Outr transt musculares";0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;0;1;0;6
"M80   Osteoporose c/frat patologica";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"M86   Osteomielite";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;3
"N10   Nefrite tubulo-intersticial aguda";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2
"N11   Nefrite tubulo-intersticial cronica";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"N12   Nefrite tubulo-intersticial NE aguda cronica";0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;0;0;3;0;0;0;0;8
"N17   Insuf renal aguda";0;0;0;0;0;0;0;1;0;0;0;0;2;0;3;1;1;2;1;1;0;0;12
"N18   Insuf renal cronica";1;0;0;0;0;0;0;0;0;0;1;0;1;2;3;3;6;4;0;0;0;0;21
"N19   Insuf renal NE";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;4
"N28   Outr transt do rim e do ureter NCOP";0;0;0;0;0;0;1;0;1;0;1;1;1;0;1;0;0;1;1;0;0;0;8
"N32   Outr transt da bexiga";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
"N35   Estenose da uretra";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"N39   Outr transt do trato urinario";0;0;0;0;0;0;0;0;0;0;1;0;2;7;5;9;13;10;8;1;0;0;56
"N40   Hiperplasia da prostata";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;6
"N49   Transt inflam orgaos genitais masc NCOP";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;3
"P00   Fet rec-nasc afet afec mat n obr rel grav at";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"P01   Fet rec-nasc afet complic maternas gravidez";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
"P02   Fet rec-nasc afet compl plac cord umb membr";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
"P15   Outr traum de parto";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"P21   Asfixia ao nascer";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"P22   Desconforto respirat do recem-nascido";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
"P28   Outr afeccoes respirat orig per perinatal";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
"P29   Transt cardiovasc orig periodo perinatal";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"P35   Doenc virais congen";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"P36   Septicemia bacter do recem-nascido";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"P39   Outr infecc especificas do periodo perinatal";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"P52   Hemorragia intracran nao-traum feto rec-nasc";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"P54   Outr hemorragias neonatais";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"P60   Coagulacao intravasc dissem feto rec-nasc";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"P61   Outr transt hematologicos perinatais";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"P77   Enterocolite necrotizante do feto e rec-nasc";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"P78   Outr transt ap digestivo periodo perinatal";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"P96   Outr afeccoes originadas periodo perinatal";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
"Q00   Anencefalia e malformacoes similares";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Q04   Outr malformacoes congen do cerebro";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Q05   Espinha bifida";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Q20   Malform congen camaras e comunicacoes card";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Q21   Malformacoes congen dos septos cardiacos";3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
"Q22   Malform congen valvas pulmonar tricuspide";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Q23   Malformacoes congen valvas aortica e mitral";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Q24   Outr malformacoes congen do coracao";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"Q25   Malformacoes congen das grandes arterias";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"Q33   Malformacoes congen do pulmao";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
"Q43   Outr malformacoes congen do intestino";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"Q54   Hipospadias";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Q61   Doenc cisticas do rim";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
"Q79   Malformacoes congen sist osteomuscular NCOP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Q89   Outr malformacoes congen NCOP";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"Q90   Sindr de Down";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2
"Q91   Sindr de Edwards e sindr de Patau";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
"Q93   Monossomias e delecoes dos autossomos NCOP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"Q99   Outr anomalias dos cromossomos NCOP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R54   Senilidade";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;0;0;5
"R57   Choque NCOP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"R98   Morte s/assist";0;0;0;1;1;4;1;1;2;1;2;0;6;5;7;3;1;2;0;0;0;1;38
"R99   Outr causas mal definidas e NE mortalidade";0;0;0;2;2;0;2;1;2;0;2;5;3;1;0;1;0;0;1;0;0;0;22
"V04   Pedestre traum colis veic transp pesado onib";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"V05   Pedestre traum colis trem veic ferroviario";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"V09   Pedestre traum outr acid transp e NE";0;0;0;0;0;1;3;0;1;2;5;5;1;1;2;0;0;2;0;0;0;0;23
"V12   Ciclista traum colis veic motor 2 3 rodas";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"V19   Ciclista traum acid transp e NE";0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;3
"V22   Motocicl traum colis veic motor 2 3 rodas";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"V23   Motocicl traum colis automov pickup caminhon";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"V24   Motocicl traum colis veic transp pesado onib";0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"V27   Motocicl traum colis objeto fixo parado";0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4
"V28   Motociclista traum acid transp s/colis";0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3
"V29   Motociclista traum outr acid transp e NE";0;0;0;3;9;5;4;3;3;0;0;2;0;0;0;0;0;0;0;0;0;0;29
"V40   Ocup automovel traum colis pedestre animal";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"V42   Ocup autotraum colis outr veic mot 2 3 rodas";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"V44   Ocup autom traum colis veic trans pesad onib";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"V47   Ocup automovel traum colis obj fixo parado";0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3
"V48   Ocup automovel traum acid transp s/colis";0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4
"V49   Ocup automovel traum outr acid transp e NE";0;0;0;5;2;2;2;0;3;0;2;0;0;4;0;1;0;0;0;0;0;0;21
"V58   Ocup caminhonete traum acid transp s/colis";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"V64   Ocup v tr pes tr col outr veic tr pes onib";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"V89   Acid veic mot n-mot tipos de veic NE";0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;3
"V95   Acid de aeronave mot causando traum ao ocup";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"W10   Queda em ou de escadas ou degraus";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2
"W13   Queda de ou p/fora edificios outr estruturas";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2
"W17   Outr quedas de um nivel a outr";0;0;0;0;0;0;1;0;1;0;1;1;0;1;3;3;2;0;0;0;0;0;13
"W18   Outr quedas no mesmo nivel";0;0;0;0;0;0;0;0;0;2;2;0;5;4;2;4;5;4;3;0;0;0;31
"W19   Queda s/especificacao";0;0;0;0;0;0;1;1;0;2;0;4;0;4;4;5;10;11;3;0;0;0;45
"W25   Contato c/vidro cortante";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"W31   Contato c/outr maquinas e c/as NE";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"W45   Penetracao corpo objeto estranho pele";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"W57   Morded picadas inseto outr artrop n-venen";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"W69   Afogamento e submersao em aguas naturais";0;0;1;1;0;0;3;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;10
"W74   Afogamento e submersao NE";0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4
"W78   Inalacao do conteudo gastrico";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"W79   Inalacao ingest aliment caus obstr trat resp";3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;6
"W80   Inalac ingest outr obj caus obstr trat resp";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"W84   Riscos NE a respiracao";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"W87   Exposicao a corrente eletrica NE";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"X09   Exposicao a tipo NE de fumaca fogo chamas";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"X23   Contato c/abelhas vespas e vespoes";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"X59   Exposicao a fatores NE";0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
"X64   Auto-int intenc out drog med subst biolog NE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"X70   Lesao autoprov intenc enforc estrang sufoc";0;0;0;1;3;5;7;3;3;5;2;3;3;1;1;0;0;1;0;0;0;0;38
"X74   Lesao autopr intenc disp outr arma fogo e NE";0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4
"X79   Lesao autoprov intenc p/objeto contundente";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"X80   Lesao autoprov intenc precip lugar elevado";0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;4
"X81   Lesao autoprov intenc precip perm obj movim";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"X82   Lesao autoprov intenc impacto veic a motor";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"X84   Lesao autoprov intenc p/meios NE";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3
"X91   Agressao enforc estrangulamento sufocacao";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2
"X93   Agressao disparo de arma de fogo de mao";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"X95   Agressao disparo outr arma de fogo ou NE";0;0;0;9;20;13;21;13;8;5;2;2;2;1;0;1;0;0;0;0;0;0;97
"X97   Agressao p/meio de fumaca fogo e chamas";0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;3
"X99   Agressao objeto cortante ou penetrante";0;0;0;1;3;3;1;0;2;3;1;1;1;0;1;1;0;0;0;0;0;0;18
"Y00   Agressao p/meio de um objeto contundente";0;0;0;1;1;0;4;2;2;4;2;0;0;0;0;0;0;0;0;0;0;0;16
"Y04   Agressao p/meio de forca corporal";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"Y09   Agressao p/meios NE";0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4
"Y23   Disparo arma fogo maior calibre intenc n det";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"Y24   Disparo outr arma fogo e NE intenc nao det";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"Y26   Exposicao fumaca fogo chamas intenc n det";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"Y29   Contato obj contundente intenc n det";0;0;0;0;1;1;0;0;1;2;0;1;0;2;0;0;0;0;0;0;0;0;8
"Y34   Fatos ou eventos NE e intenc nao determinada";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"Y35   Intervencao legal";0;0;0;0;0;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7
"Y83   Reac anorm compl tard interv cirurg s/acid";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"Y87   Seq lesao autopr inten agress fato int indet";0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;3
"Total";92;2;5;37;63;72;92;78;115;146;212;274;351;399;438;442;444;330;175;58;9;1;3835
