 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Período:2011
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"J44   Outr doenc pulmonares obstrutivas cronicas";-;-;-;-;-;-;-;-;-;1;-;1;1;9;5;28;33;38;35;107;258
"J45   Asma";-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;2;-;2;-;2;9
"J46   Estado de mal asmatico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;4
"J62   Pneumoconiose dev poeira que cont silica";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"J64   Pneumoconiose NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"J69   Pneumonite dev solidos e liquidos";-;-;-;-;-;-;-;-;-;2;1;-;-;2;1;-;1;1;4;11;23
"J80   Sindr do desconforto respirat do adulto";-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;3
"J81   Edema pulmonar NE de outr form";-;-;-;-;-;-;-;3;-;1;-;6;6;4;5;4;3;6;5;10;53
"J84   Outr doenc pulmonares intersticiais";-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;2;3;1;4;7;21
"J85   Abscesso do pulmao e do mediastino";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
"J86   Piotorax";-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;-;2;-;2;8
"J90   Derrame pleural NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"J93   Pneumotorax";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
"J96   Insuf respirat NCOP";-;-;2;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;-;3;9
"J98   Outr transt respirat";-;-;-;-;-;-;-;-;-;1;1;1;2;-;3;8;4;3;7;27;57
"K22   Outr doenc do esofago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2
"K25   Ulcera gastrica";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;3;1;2;1;10
"K26   Ulcera duodenal";-;-;-;-;-;-;-;-;1;-;1;-;-;2;2;1;2;1;1;3;14
"K27   Ulcera peptica de localiz NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;2;5
"K29   Gastrite e duodenite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;4
"K31   Outr doenc do estomago e do duodeno";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;3
"K35   Apendicite aguda";-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;3
"K37   Apendicite SOE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2
"K40   Hernia inguinal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;2;6
"K41   Hernia femoral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"K42   Hernia umbilical";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;3
"K43   Hernia ventral";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"K44   Hernia diafragmatica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"K45   Outr hernias abdominais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"K46   Hernia abdominal NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3
"K50   Doenc de Crohn";-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;3
"K51   Colite ulcerativa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"K52   Outr gastroenterites e colites nao-infecc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K55   Transt vasculares do intestino";-;-;-;-;-;-;-;-;-;-;2;-;2;-;1;4;5;2;6;9;31
"K56   Ileo paralitico e obstr intestinal s/hernia";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;-;4;16;25
"K57   Doenc diverticular do intestino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;5;11
"K59   Outr transt funcionais do intestino";-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;3
"K63   Outr doenc do intestino";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;2;3;1;1;11
"K65   Peritonite";-;-;-;-;-;-;-;-;1;2;1;1;1;1;1;1;-;1;1;3;14
"K66   Outr transt do peritonio";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;4
"K70   Doenc alcoolica do figado";-;-;-;-;-;-;-;-;-;-;8;7;12;6;7;7;7;-;1;-;55
"K71   Doenc hepatica toxica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"K72   Insuf hepatica NCOP";-;-;1;-;-;-;-;-;-;1;-;-;2;2;2;-;-;2;1;2;13
"K74   Fibrose e cirrose hepaticas";-;-;-;-;-;-;-;-;-;-;2;2;5;8;12;10;6;6;3;6;60
"K75   Outr doenc inflam do figado";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2;-;4
"K76   Outr doenc do figado";-;-;-;-;-;-;-;-;-;1;-;-;2;3;-;3;1;-;-;1;11
"K80   Colelitiase";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;2;-;2;3;10
"K81   Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;2;4;10
"K83   Outr doenc das vias biliares";-;-;-;-;-;-;-;-;-;1;-;1;2;1;-;-;-;2;-;5;12
"K85   Pancreatite aguda";-;-;-;-;-;-;-;-;1;1;1;3;4;2;1;3;1;2;-;1;20
"K86   Outr doenc do pancreas";-;-;-;-;-;-;-;-;-;-;1;2;-;1;1;3;-;-;-;-;8
"K92   Outr doenc do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;4;2;3;5;17
"L02   Abscesso cutaneo furunculo e antraz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2
"L03   Celulite";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;3;-;-;4;9
"L04   Linfadenite aguda";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
"L08   Outr infecc localiz pele e tec subcutaneo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;3
"L10   Penfigo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"L51   Eritema polimorfo";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"L88   Piodermite gangrenosa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"L89   Ulcera de decubito";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4;2;9;16
"L97   Ulcera dos membros infer NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"M00   Artrite piogenica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"M06   Outr artrites reumatoides";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;-;4
"M13   Outr artrites";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"M15   Poliartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"M16   Coxartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"M17   Gonartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"M19   Outr artroses";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"M31   Outr vasculopatias necrotizantes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"M32   Lupus eritematoso disseminado";-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;3
"M35   Outr afeccoes sistemicas do tec conjuntivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"M60   Miosite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"M62   Outr transt musculares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2
"M80   Osteoporose c/frat patologica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;3;6
"M86   Osteomielite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;2;6
"N10   Nefrite tubulo-intersticial aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;3
"N12   Nefrite tubulo-intersticial NE aguda cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;2;8;14
"N15   Outr doenc renais tubulo-intersticiais";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2
"N17   Insuf renal aguda";-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;3;2;3;7;19
"N18   Insuf renal cronica";-;-;-;-;-;-;-;-;-;1;-;-;3;2;6;1;2;4;4;8;31
"N19   Insuf renal NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;1;5;10
"N20   Calculose do rim e do ureter";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"N31   Disfuncoes neuromusculares da bexiga NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"N32   Outr transt da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"N39   Outr transt do trato urinario";-;-;-;-;-;-;-;1;-;-;-;1;2;3;3;1;5;6;17;72;111
"N41   Doenc inflam da prostata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"N42   Outr afeccoes da prostata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"N45   Orquite e epididimite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"N49   Transt inflam orgaos genitais masc NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"N71   Doenc inflam do utero exceto o colo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"N81   Prolapso genital femin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"O23   Infecc do trato geniturinario na gravidez";-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"O26   Assist materna outr complic lig predom grav";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"O96   Morte qq caus obst mais 42d menos 1a parto";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"O99   Outr doenc mat COP compl grav parto puerp";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2
"P00   Fet rec-nasc afet afec mat n obr rel grav at";3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"P01   Fet rec-nasc afet complic maternas gravidez";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P02   Fet rec-nasc afet compl plac cord umb membr";6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"P05   Crescimento fetal retard e desnutric fetal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P07   Transt rel gest curt dur peso baix nasc NCOP";6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"P15   Outr traum de parto";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"P20   Hipoxia intra-uterina";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P21   Asfixia ao nascer";6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"P22   Desconforto respirat do recem-nascido";4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"P23   Pneumonia congen";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P28   Outr afeccoes respirat orig per perinatal";6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"P29   Transt cardiovasc orig periodo perinatal";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P36   Septicemia bacter do recem-nascido";2;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"P37   Outr doenc infecc e parasit congen";1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P39   Outr infecc especificas do periodo perinatal";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P52   Hemorragia intracran nao-traum feto rec-nasc";3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"P60   Coagulacao intravasc dissem feto rec-nasc";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P77   Enterocolite necrotizante do feto e rec-nasc";-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P78   Outr transt ap digestivo periodo perinatal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P96   Outr afeccoes originadas periodo perinatal";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"Q00   Anencefalia e malformacoes similares";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q01   Encefalocele";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q02   Microcefalia";-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"Q03   Hidrocefalia congen";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"Q04   Outr malformacoes congen do cerebro";-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"Q05   Espinha bifida";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q07   Outr malformacoes congen do sist nervoso";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"Q20   Malform congen camaras e comunicacoes card";1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"Q21   Malformacoes congen dos septos cardiacos";-;1;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;6
"Q24   Outr malformacoes congen do coracao";2;-;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"Q25   Malformacoes congen das grandes arterias";1;1;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"Q27   Outr malformacoes congen sist vasc perif";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2
"Q33   Malformacoes congen do pulmao";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q34   Outr malformacoes congen aparelho respirat";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q60   Agenesia renal e outr defeitos reducao rim";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"Q61   Doenc cisticas do rim";1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;3
"Q76   Malform congen coluna vertebral ossos torax";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q79   Malformacoes congen sist osteomuscular NCOP";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q89   Outr malformacoes congen NCOP";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"Q90   Sindr de Down";-;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;5
"Q91   Sindr de Edwards e sindr de Patau";1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"Q99   Outr anomalias dos cromossomos NCOP";1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"R04   Hemorragia das vias respirat";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"R09   Outr sint sinais relat ap circulat respirat";-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;1;4
"R10   Dor abdominal e pelvica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;4
"R54   Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;5;31;39
"R57   Choque NCOP";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;3
"R68   Outr sint e sinais gerais";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;4;6
"R98   Morte s/assist";-;-;-;-;-;-;1;-;2;-;1;3;1;3;2;5;1;2;2;-;23
"R99   Outr causas mal definidas e NE mortalidade";-;-;2;3;1;1;3;2;6;7;8;2;7;3;2;5;2;3;-;1;58
"V02   Pedestre traum colis veic motor 2 3 rodas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"V04   Pedestre traum colis veic transp pesado onib";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;3
"V05   Pedestre traum colis trem veic ferroviario";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2
"V09   Pedestre traum outr acid transp e NE";-;-;-;1;1;2;1;5;2;2;4;2;8;7;5;4;7;3;4;4;62
"V13   Ciclista traum colis automov pickup caminhon";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"V14   Ciclis traum colis veic transp pesado onibus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"V18   Ciclista traum acid transp s/colis";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"V19   Ciclista traum acid transp e NE";-;-;-;-;-;-;2;-;1;-;-;1;-;1;-;-;-;1;-;-;6
"V20   Motociclista traum colis pedestre animal";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"V22   Motocicl traum colis veic motor 2 3 rodas";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2
"V23   Motocicl traum colis automov pickup caminhon";-;-;-;-;-;-;1;1;1;1;1;-;-;-;-;-;-;-;-;-;5
"V24   Motocicl traum colis veic transp pesado onib";-;-;-;-;-;-;1;-;2;1;1;1;-;-;-;-;-;-;-;-;6
"V27   Motocicl traum colis objeto fixo parado";-;-;-;-;-;1;1;4;3;1;-;-;-;-;-;-;-;-;-;-;10
"V28   Motociclista traum acid transp s/colis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"V29   Motociclista traum outr acid transp e NE";-;-;-;-;-;1;7;22;8;5;3;5;3;1;1;-;-;-;-;-;56
"V43   Ocup automov traum col auto pickup caminhon";-;-;-;1;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;1;5
"V44   Ocup autom traum colis veic trans pesad onib";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"V48   Ocup automovel traum acid transp s/colis";-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;1;1;1;-;-;6
"V49   Ocup automovel traum outr acid transp e NE";-;-;-;1;-;-;-;1;1;1;-;3;-;-;-;3;-;-;-;-;10
"V68   Ocup veic tr pesado traum ac transp s/colis";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;3
"V69   Ocup veic tr pesado traum outr ac transp NE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"V76   Ocup onibus traum colis outr veic n-motor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"V89   Acid veic mot n-mot tipos de veic NE";-;-;-;-;1;1;-;9;5;4;7;5;3;1;2;-;1;-;1;-;40
"V90   Acid embarcacao caus afogamento submersao";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"V95   Acid de aeronave mot causando traum ao ocup";-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;3
"V97   Outr acid espec de transporte aereo";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"V99   Acid transp NE";-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;3
"W07   Queda de uma cadeira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"W10   Queda em ou de escadas ou degraus";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"W12   Queda em ou de um andaime";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;2
"W13   Queda de ou p/fora edificios outr estruturas";-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;1;-;-;-;5
"W17   Outr quedas de um nivel a outr";-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;4
"W18   Outr quedas no mesmo nivel";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;1;1;4;8;18
"W19   Queda s/especificacao";-;-;-;-;-;-;-;-;-;1;1;2;3;4;6;-;2;14;9;50;92
"W22   Impacto acid ativo passivo caus outr objetos";-;-;-;-;-;2;2;1;-;-;-;-;-;1;-;-;-;-;-;-;6
"W36   Explosao ou ruptura de cilindro de gas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"W54   Mordedura ou golpe provocado p/cao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"W67   Afogamento e submersao em piscina";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"W69   Afogamento e submersao em aguas naturais";-;-;-;-;-;-;-;1;-;2;-;-;2;-;-;-;-;-;-;-;5
"W74   Afogamento e submersao NE";-;-;-;2;1;1;1;-;1;1;-;1;1;-;-;-;-;-;-;-;9
"W78   Inalacao do conteudo gastrico";-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"W79   Inalacao ingest aliment caus obstr trat resp";-;2;2;-;-;-;-;-;1;-;-;-;-;1;-;-;-;3;-;1;10
"W80   Inalac ingest outr obj caus obstr trat resp";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"W84   Riscos NE a respiracao";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"W87   Exposicao a corrente eletrica NE";-;-;-;-;-;-;-;-;-;2;-;-;1;-;1;-;-;-;-;1;5
"X04   Exposicao combustao subst muito inflamavel";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"X09   Exposicao a tipo NE de fumaca fogo chamas";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;3
"X12   Contato c/outr liquidos quentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"X23   Contato c/abelhas vespas e vespoes";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"X42   Envenen acid narcot psicodislepticos NCOP";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"X45   Envenen acid p/e exposicao ao alcool";-;-;-;-;-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;4
"X59   Exposicao a fatores NE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"X61   Auto-int int a-conv sed hip a-park psic NCOP";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"X64   Auto-int intenc out drog med subst biolog NE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"X65   Auto-intox voluntaria p/alcool";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"X68   Auto-intox intenc a pesticidas";-;-;-;-;-;-;-;-;2;2;-;1;-;-;-;-;-;-;-;-;5
"X69   Auto-int intenc outr prod quim subst noc NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"X70   Lesao autoprov intenc enforc estrang sufoc";-;-;-;-;-;-;1;3;4;5;7;1;2;-;-;2;2;1;-;1;29
"X74   Lesao autopr intenc disp outr arma fogo e NE";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;3;-;-;-;-;5
"X76   Lesao autoprov intenc fumaca fogo e chamas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"X78   Lesao autoprov intenc obj cortante  penetr";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2
"X79   Lesao autoprov intenc p/objeto contundente";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"X80   Lesao autoprov intenc precip lugar elevado";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;3
"X84   Lesao autoprov intenc p/meios NE";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
"X91   Agressao enforc estrangulamento sufocacao";-;-;-;-;-;-;1;1;1;-;2;-;1;-;-;-;-;-;-;-;6
"X93   Agressao disparo de arma de fogo de mao";-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;3
"X94   Agressao disparo arma fogo de maior calibre";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"X95   Agressao disparo outr arma de fogo ou NE";-;-;-;-;-;-;11;21;17;14;16;8;8;2;-;-;2;-;-;-;99
"X97   Agressao p/meio de fumaca fogo e chamas";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2
"X99   Agressao objeto cortante ou penetrante";-;-;-;-;-;-;1;-;3;6;1;4;1;3;1;1;1;-;-;-;22
"Y00   Agressao p/meio de um objeto contundente";-;-;-;-;-;-;-;2;3;3;1;5;2;3;-;1;-;-;-;-;20
"Y04   Agressao p/meio de forca corporal";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;3
"Y08   Agressao p/outr meios espec";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2
"Y09   Agressao p/meios NE";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;3
"Y19   Env out prod quim subst noc e NE int n det";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"Y20   Enforc estrang sufoc intenc nao determinada";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"Y21   Afogamento submersao intenc nao determinada";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"Y24   Disparo outr arma fogo e NE intenc nao det";-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;4
"Y29   Contato obj contundente intenc n det";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2
