 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Fem
Período:2012
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"D69   Purpura e outr afeccoes hemorragicas";-;-;1;-;1;-;-;2;5;-;2;2;5;2;2;2;2;4;7;3;8;-;48
"D70   Agranulocitose";-;-;1;-;-;-;-;-;-;-;-;-;2;1;1;1;1;2;4;2;5;-;20
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2
"D72   Outr transt dos globulos brancos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;2;-;1;-;2;-;9
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;-;1;-;1;1;-;2;-;-;1;1;3;1;3;-;14
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"D80   Imunodefic c/predom defeitos anticorpos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2
"D81   Defic imunitarias combinadas";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2
"D82   Imunodeficiencia assoc c/outr defeitos major";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"D84   Outr imunodeficiencias";-;-;2;-;1;-;-;1;1;1;1;1;-;1;1;2;2;1;1;-;2;-;18
"D86   Sarcoidose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;2;-;6
"E01   Transt tireoid e afecc assoc rel defic iodo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E03   Outr hipotireoidismos";-;-;1;-;-;-;-;-;-;-;-;1;1;1;1;5;2;2;8;10;38;-;70
"E04   Outr bocios nao-toxicos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;2;1;-;6
"E05   Tireotoxicose";-;-;-;-;-;-;-;-;-;1;4;-;1;1;4;3;-;-;-;4;2;-;20
"E06   Tireoidite";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;1;-;-;4
"E07   Outr transt da tireoide";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;3;-;5
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;-;1;3;1;7;3;5;7;9;11;14;22;21;29;45;-;178
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;2;1;1;2;1;8;10;19;23;32;26;51;122;-;298
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;2;4;1;3;7;-;21
"E13   Outr tipos espec de diabetes mellitus";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;5;4;4;1;9;-;27
"E14   Diabetes mellitus NE";-;-;-;-;-;-;1;-;10;16;16;21;63;93;186;307;397;539;628;719;1789;1;4786
"E15   Coma hipoglicemico nao-diabetico";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2
"E16   Outr transt da secrecao pancreatica interna";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;2;3;4;1;11;-;25
"E21   Hiperparatireoid e out transt gland paratir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E22   Hiperfuncao da hipofise";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E23   Hipofuncao e outr transt da hipofise";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"E24   Sindr de Cushing";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
"E25   Transt adrenogenitais";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"E26   Hiperaldosteronismo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"E27   Outr transt da gland supra-renal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;-;4
"E30   Transt da puberdade NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E34   Outr transt endocrinos";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2;-;4
"E40   Kwashiorkor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"E41   Marasmo nutricional";-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;3;2;2;3;5;37;-;55
"E42   Kwashiorkor marasmatico";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E43   Desnutric proteico-calorica grave NE";-;-;2;-;1;-;-;-;-;-;1;1;1;4;-;3;3;5;3;5;60;-;89
"E44   Desnutric proteico-calorica grau moder leve";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;10;-;12
"E45   Atraso desenv dev desnutric proteico-caloric";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"E46   Desnutric proteico-calorica NE";-;2;3;-;3;3;-;1;-;1;-;1;2;1;8;11;13;13;19;39;255;4;379
"E59   Defic de selenio da dieta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E64   Sequelas desnutric e outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;7;-;9
"E66   Obesidade";-;-;-;-;-;-;-;2;4;11;20;22;20;36;36;53;50;39;40;33;43;-;409
"E68   Sequelas de hiperalimentacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E70   Disturbios metabolism aminoacidos aromaticos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E72   Outr disturbios metabolismo de aminoacidos";-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2;-;5
"E74   Outr disturbios do metabolismo carboidratos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"E75   Disturb metab esfingolip e outr depos lipid";-;-;2;-;5;2;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;11
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E77   Disturbios do metabolismo de glicoproteinas";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;5
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;2;1;3;4;5;13;9;16;22;56;-;131
"E79   Disturbios metabolismo purina e pirimidina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"E80   Disturbios metab porfirina e bilirrubina";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;2;1;-;1;1;1;-;9
"E84   Fibrose cistica";1;-;2;-;-;-;2;-;1;1;-;-;2;-;-;1;-;1;1;1;2;-;15
"E85   Amiloidose";-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;2;1;1;4;-;-;-;12
"E86   Deplecao de volume";-;-;1;-;-;-;-;-;-;-;-;1;-;2;1;5;6;8;22;21;171;-;238
"E87   Outr transt equil hidroeletr e acido-basic";-;-;1;-;-;-;1;-;-;1;-;4;1;1;3;9;4;14;10;9;95;-;153
"E88   Outr disturbios metabolicos";2;-;4;-;-;-;-;-;-;1;-;2;1;1;-;5;2;-;10;16;40;-;84
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;9;47;-;61
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;4;8;21;66;458;-;564
"F05   Delirium nao induz alcool outr subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;8;-;9
"F06   Outr transt ment lesao disf cereb doenc fis";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;1;-;2;3;5;8;14;14;8;10;5;6;5;7;-;88
"F14   Transt mentais e comport dev uso da cocaina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;1;1;2;2;3;4;3;7;2;1;12;-;38
"F18   Transt mentais comport dev uso solv volateis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;1;1;1;-;2;2;1;-;-;-;-;-;-;1;-;9
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;-;-;1;2;1;1;3;4;1;5;3;5;4;-;30
"F23   Transt psicoticos agudos e transitorios";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"F31   Transt afetivo bipolar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;-;-;-;-;6
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;1;1;1;-;-;-;4;6;3;3;3;4;10;-;36
"F33   Transt depressivo recorrente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;-;4
"F34   Transt de humor persistentes";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"F41   Outr transt ansiosos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;4;-;6
"F44   Transt dissociativos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"F50   Transt da alimentacao";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;3
"F54   Fat psicolog comport assoc doenc transt COP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;4
"F55   Abuso de subst que nao produzem dependencia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"F70   Retardo mental leve";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"F72   Retardo mental grave";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"F73   Retardo mental profundo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"F79   Retardo mental NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;3
"F84   Transt globais do desenvolv";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"F89   Transt do desenvolv psicologico NE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"F99   Transt mental NE em outr parte";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;-;1;-;3;-;10
"G00   Meningite bacter NCOP";-;-;9;-;3;2;-;3;3;4;6;2;3;4;4;8;8;15;8;4;7;-;93
"G03   Meningite dev outr causas e a causas NE";1;2;2;-;2;1;1;3;-;1;3;1;3;1;4;6;3;1;3;2;4;-;44
"G04   Encefalite mielite e encefalomielite";-;-;1;-;2;2;-;1;-;1;1;1;-;1;4;2;1;-;-;2;6;-;25
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;1;1;-;-;-;-;1;4;2;-;1;-;-;-;3;1;3;-;17
"G08   Flebite tromboflebite intracran intra-raquid";-;-;-;-;-;-;-;1;-;-;-;1;1;2;-;-;-;-;-;-;-;-;5
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;1;-;3;4;-;-;-;1;3;1;-;-;1;-;-;1;2;-;17
"G10   Doenc de Huntington";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;1;-;-;5
"G11   Ataxia hereditaria";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;2;-;-;-;-;-;5
"G12   Atrofia muscular espinal e sindr correlatas";-;-;1;-;3;2;-;1;-;1;2;3;2;2;3;18;19;19;20;16;14;-;126
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5;10;31;62;234;-;344
"G21   Parkinsonismo secund";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;3
"G23   Outr doenc degenerativas dos ganglios base";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;3
"G25   Outr doenc extrapiramidais transt movimentos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;5;28;70;134;327;2107;-;2675
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;1;-;1;-;-;-;1;-;2;1;2;2;4;4;2;15;52;-;87
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;2;2;3;3;5;4;7;5;5;7;4;6;-;53
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;-;4
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;-;-;-;1;1;-;1;1;-;1;2;2;1;2;-;1;-;13
"G40   Epilepsia";-;-;-;-;6;6;4;4;8;5;7;5;5;7;7;6;10;13;8;9;31;-;141
"G41   Estado de mal epileptico";-;-;-;-;-;2;1;-;-;-;-;-;1;3;3;-;1;1;1;3;2;-;18
"G45   Acid vasc cerebr isquemicos trans sindr corr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;1;-;6
"G58   Outr mononeuropatias";-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;1;-;4
"G60   Neuropatia hereditaria e idiopatica";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2;1;1;1;1;-;8
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;2;-;1;-;2;1;1;1;3;2;1;1;3;-;18
"G62   Outr polineuropatias";-;-;2;-;1;3;-;-;-;-;-;-;2;-;3;-;-;2;2;2;8;-;25
"G70   Miastenia gravis outr transt neuromusculares";-;-;-;-;2;1;-;1;1;1;1;-;1;4;2;-;-;1;3;2;1;-;21
"G71   Transt prim dos musculos";-;-;-;-;-;2;-;1;1;1;-;1;3;1;1;1;1;1;-;-;2;-;16
"G72   Outr miopatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;4
"G80   Paralisia cerebral";-;-;2;-;8;15;12;17;19;3;9;4;6;3;2;4;1;2;-;1;3;-;111
"G82   Paraplegia e tetraplegia";-;-;-;-;-;1;-;2;-;1;-;1;-;-;1;-;1;-;2;1;2;-;12
"G83   Outr sindr paraliticas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;3
"G90   Transt do sist nervoso autonomo";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;-;1;3;2;4;-;14
"G91   Hidrocefalia";-;-;9;-;6;7;9;3;4;1;3;3;3;2;8;6;2;4;7;3;10;-;90
"G92   Encefalopatia toxica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"G93   Outr transt do encefalo";-;-;9;-;13;8;9;9;8;5;8;6;11;21;16;17;15;25;18;24;55;1;278
"G95   Outr doenc da medula espinal";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;2;-;2;-;7
"G96   Outr transt do sist nervoso central";-;-;-;-;-;1;-;1;-;-;-;1;-;-;1;-;-;-;-;1;-;-;5
"G98   Outr transt do sist nervoso NCOP";-;-;1;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;2;6;-;13
"H05   Transt da orbita";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;3
"H44   Transt do globo ocular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"H57   Outr transt do olho e anexos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"H66   Otite media supurativa e as NE";-;-;1;-;1;-;-;-;-;-;-;2;1;-;1;1;1;-;-;1;2;-;11
"H70   Mastoidite e afeccoes correlatas";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;1;-;1;1;-;6
"H81   Transt da funcao vestibular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"H83   Outr transt do ouvido interno";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I00   Febre reumatica s/mencao de compr do coracao";-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;3
"I01   Febre reumatica c/compr do coracao";-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;1;3;-;2;1;-;11
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;1;-;-;-;2;6;9;7;15;27;19;23;33;22;25;24;-;213
"I06   Doenc reumaticas da valva aortica";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;4;-;8
"I07   Doenc reumaticas da valva tricuspide";-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;2;1;1;1;1;2;-;12
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;1;-;-;1;3;3;10;7;7;7;6;6;14;-;65
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;-;-;-;-;1;1;3;3;1;-;3;1;2;1;-;16
"I10   Hipertensao essencial";-;-;-;-;-;-;1;-;1;3;3;17;26;47;67;88;123;120;178;222;769;-;1665
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;1;2;-;2;5;12;23;40;68;95;127;154;216;286;875;1;1907
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;1;3;1;3;11;21;21;35;30;33;48;69;128;-;404
"I13   Doenc cardiaca e renal hipertensiva";-;-;1;-;-;-;-;-;-;1;-;-;1;5;10;16;16;14;21;33;102;-;220
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;4;3;5;8;21;-;45
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;1;6;6;14;36;80;172;285;419;594;767;931;969;1187;2904;2;8373
"I22   Infarto do miocardio recorrente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;4;-;8
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;1;1;2;2;1;16;22;33;38;58;81;76;216;1;548
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;1;1;2;1;5;14;31;57;95;145;200;255;341;405;1131;-;2684
"I26   Embolia pulmonar";-;-;2;-;-;-;1;6;14;15;29;33;43;61;70;76;82;98;140;163;551;1;1385
"I27   Outr form de doenc cardiaca pulmonar";-;-;4;-;-;-;-;1;-;4;3;4;5;6;13;15;18;17;20;20;55;-;185
"I28   Outr doenc dos vasos pulmonares";-;-;-;-;-;-;-;-;-;-;1;2;1;-;2;-;4;-;2;3;4;-;19
"I30   Pericardite aguda";-;-;-;-;-;-;-;-;2;1;-;-;-;2;-;4;-;1;1;-;2;-;13
"I31   Outr doenc do pericardio";-;-;-;-;-;-;1;-;1;3;-;3;1;3;4;5;5;9;5;4;9;-;53
"I33   Endocardite aguda e subaguda";-;-;2;-;-;-;-;3;1;4;1;6;10;6;13;19;8;14;9;6;15;-;117
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;1;1;4;2;1;2;11;7;15;16;19;11;19;41;-;150
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;2;1;-;1;2;4;3;14;10;18;25;21;43;107;-;251
"I36   Transt nao-reumaticos da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;3
"I37   Transt da valva pulmonar";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;1;-;4
"I38   Endocardite de valva NE";-;-;-;-;1;-;-;-;1;-;2;5;3;8;12;18;14;8;10;10;30;-;122
"I40   Miocardite aguda";-;-;3;-;1;1;-;-;-;1;-;-;-;1;2;-;-;1;-;-;2;-;12
"I42   Cardiomiopatias";3;1;10;-;6;3;3;10;6;8;11;23;30;54;75;79;140;134;184;216;669;3;1668
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;1;-;-;-;-;-;-;-;1;3;3;3;6;13;21;74;-;125
"I45   Outr transt de conducao";-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;1;1;7;-;13
"I46   Parada cardiaca";-;-;-;-;-;-;-;1;1;-;1;-;1;2;2;1;5;4;7;6;35;-;66
"I47   Taquicardia paroxistica";-;-;-;-;-;-;-;-;1;-;1;2;1;3;1;3;1;5;5;5;12;-;40
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;8;11;18;43;79;236;-;401
"I49   Outr arritmias cardiacas";-;-;1;-;1;-;-;1;-;3;5;6;8;10;23;23;34;36;51;84;362;-;648
"I50   Insuf cardiaca";-;-;3;-;-;1;-;1;2;5;11;17;25;45;79;124;167;216;329;477;1877;-;3379
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;3;-;1;1;1;2;-;4;7;3;7;17;12;16;26;24;27;44;153;1;349
"I60   Hemorragia subaracnoide";-;-;-;-;-;-;4;3;6;13;25;45;87;107;124;102;93;99;76;63;101;-;948
"I61   Hemorragia intracerebral";-;-;3;-;-;1;1;5;6;9;21;36;68;146;121;163;145;159;144;195;422;2;1647
"I62   Outr hemorragias intracranianas nao-traum";-;-;2;-;1;-;-;1;1;-;-;2;1;2;5;6;13;5;7;11;31;-;88
"I63   Infarto cerebral";-;-;-;-;-;-;1;-;3;4;7;10;15;15;33;53;73;99;151;183;587;2;1236
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;-;-;-;-;2;2;5;7;11;21;41;59;111;115;196;256;391;467;1612;1;3297
"I67   Outr doenc cerebrovasculares";-;-;-;-;1;-;-;2;-;5;9;8;23;28;44;54;90;114;143;202;634;-;1357
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;-;-;-;-;-;2;2;4;9;12;20;54;86;157;183;270;996;1;1796
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;3;9;16;28;34;194;-;290
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;1;-;1;4;10;9;22;29;53;70;101;143;137;152;311;-;1043
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;-;-;1;3;-;3;5;2;3;2;7;9;-;35
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;1;1;1;9;12;7;14;19;33;102;-;199
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;2;2;3;3;12;8;10;8;12;21;18;108;-;207
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;-;1;-;-;-;-;3;2;8;8;10;8;16;40;-;96
"I78   Doenc dos capilares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"I80   Flebite e tromboflebite";-;-;-;-;-;1;-;1;2;3;5;3;8;11;11;18;21;22;32;31;124;-;293
"I81   Trombose da veia porta";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;1;4;-;8
"I82   Outr embolia e trombose venosas";-;-;-;-;-;-;-;1;-;1;-;1;2;-;2;5;2;4;3;4;11;-;36
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;6;5;6;6;9;35;-;69
"I84   Hemorroidas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;6;9;7;6;6;6;-;47
"I86   Varizes de outr localiz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;1;1;1;-;7
"I87   Outr transt das veias";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3;3;3;3;13;-;27
"I88   Linfadenite inespecifica";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;2;-;-;8
"I95   Hipotensao";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;-;4
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;1;2;1;3;2;8;-;20
"J01   Sinusite aguda";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;3
"J04   Laringite e traqueite agudas";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"J06   Infecc agudas vias aereas super loc mult NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;5;-;7
"J09   Influenza A (H1N1)";-;-;-;-;-;1;1;-;1;-;-;2;-;-;4;-;-;1;-;1;-;-;11
"J10   Influenza dev outro virus influenza ident";-;-;1;-;-;-;-;-;1;1;1;-;2;3;1;2;1;1;-;1;1;-;16
"J11   Influenza dev virus nao identificado";-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;1;1;-;1;1;3;-;11
"J12   Pneumonia viral NCOP";-;-;2;-;1;1;-;-;-;-;-;1;1;-;-;-;1;2;1;3;5;-;18
"J13   Pneumonia dev Streptococcus pneumoniae";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"J14   Pneumonia dev Haemophilus infuenzae";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"J15   Pneumonia bacter NCOP";-;1;5;-;3;2;1;2;-;2;3;5;2;4;19;6;17;36;59;75;380;-;622
"J16   Pneumonia dev out microorg infecc espec NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"J18   Pneumonia p/microorg NE";-;18;81;-;45;14;11;27;34;44;53;75;92;158;210;276;383;461;678;1079;5307;4;9050
"J20   Bronquite aguda";-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"J21   Bronquiolite aguda";-;-;20;-;4;-;1;-;-;-;-;-;-;-;-;-;-;4;2;2;1;-;34
"J22   Infecc agudas NE das vias aereas infer";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;-;-;5;-;9
"J31   Rinite nasofaringite e faringite cronicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"J32   Sinusite cronica";-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;4
