 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Sexo: Fem
Período:2017
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"D61   Outr anemias aplasticas";-;-;2;-;2;2;2;2;1;1;1;1;2;5;2;5;3;12;8;7;23;-;81
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;3;-;7
"D64   Outr anemias";-;-;1;-;-;-;1;-;-;-;2;-;2;-;5;6;5;12;13;16;99;-;162
"D65   Coagulacao intravascular disseminada";-;-;7;-;-;2;1;1;-;-;1;3;-;2;3;6;4;1;4;3;-;-;38
"D68   Outr defeitos da coagulacao";-;-;4;-;-;-;-;1;2;-;1;2;4;5;5;5;8;7;10;13;20;-;87
"D69   Purpura e outr afeccoes hemorragicas";-;-;1;-;-;-;-;-;1;1;2;1;4;1;3;2;7;3;6;4;17;-;53
"D70   Agranulocitose";-;-;1;-;-;1;-;-;-;-;1;-;-;2;1;2;5;3;1;1;7;-;25
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;-;-;2;-;-;6
"D72   Outr transt dos globulos brancos";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;3
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;2;-;1;1;-;8
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;1;2;2;-;9
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;2;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;-;7
"D80   Imunodefic c/predom defeitos anticorpos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D81   Defic imunitarias combinadas";-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;4
"D84   Outr imunodeficiencias";-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;2;2;4;1;-;5;-;17
"D86   Sarcoidose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;3;-;7
"D89   Outr transt q comprom mecanismo imunit NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E03   Outr hipotireoidismos";-;-;1;-;-;-;-;-;-;1;-;2;1;2;2;-;3;9;8;5;47;-;81
"E04   Outr bocios nao-toxicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"E05   Tireotoxicose";-;-;-;-;-;-;-;-;1;1;1;3;1;-;-;2;-;-;-;3;5;-;17
"E06   Tireoidite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"E07   Outr transt da tireoide";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;1;-;-;4
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;2;-;2;4;8;4;7;9;7;9;10;20;38;36;59;38;96;-;349
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;3;2;3;6;7;22;39;47;49;61;85;209;-;533
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;3;4;2;4;17;-;34
"E13   Outr tipos espec de diabetes mellitus";-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;4;2;7;-;2;12;-;30
"E14   Diabetes mellitus NE";-;-;-;-;2;-;2;4;10;14;19;37;57;81;153;272;407;510;591;702;1839;1;4701
"E15   Coma hipoglicemico nao-diabetico";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;3
"E16   Outr transt da secrecao pancreatica interna";-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;1;2;3;8;2;12;-;33
"E20   Hipoparatireoidismo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E21   Hiperparatireoid e out transt gland paratir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;4
"E22   Hiperfuncao da hipofise";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E23   Hipofuncao e outr transt da hipofise";-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;2;1;1;-;1;-;9
"E24   Sindr de Cushing";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2
"E26   Hiperaldosteronismo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"E27   Outr transt da gland supra-renal";-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;2;1;-;1;1;-;8
"E28   Disfuncao ovariana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E30   Transt da puberdade NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E32   Doenc do timo";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E34   Outr transt endocrinos";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;5
"E40   Kwashiorkor";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"E41   Marasmo nutricional";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;3;1;3;4;27;-;42
"E43   Desnutric proteico-calorica grave NE";-;-;3;-;-;-;-;-;1;-;1;-;2;2;2;6;4;-;5;6;50;-;82
"E44   Desnutric proteico-calorica grau moder leve";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;3;16;-;23
"E46   Desnutric proteico-calorica NE";-;-;4;-;-;-;-;1;1;1;-;4;1;2;3;2;9;16;19;31;200;-;294
"E51   Defic de tiamina";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;2
"E54   Defic de acido ascorbico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E61   Defic de outr elementos nutrientes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E63   Outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E64   Sequelas desnutric e outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;2;-;6
"E66   Obesidade";-;-;-;-;-;-;-;1;2;4;14;12;18;30;35;42;31;50;33;20;37;-;329
"E68   Sequelas de hiperalimentacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E70   Disturbios metabolism aminoacidos aromaticos";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E71   Dist metab aminoacidos cad ramif e acid grax";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"E72   Outr disturbios metabolismo de aminoacidos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;3
"E74   Outr disturbios do metabolismo carboidratos";-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;5
"E75   Disturb metab esfingolip e outr depos lipid";-;-;1;-;3;1;2;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;10
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
"E77   Disturbios do metabolismo de glicoproteinas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;-;1;2;2;4;5;12;10;10;9;68;-;123
"E79   Disturbios metabolismo purina e pirimidina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"E83   Disturbios do metabolismo de minerais";-;-;-;-;1;-;-;-;-;-;-;1;-;4;3;-;-;2;3;3;4;-;21
"E84   Fibrose cistica";-;-;1;-;1;2;4;1;3;2;1;-;1;-;-;2;2;-;5;4;4;-;33
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;4;2;1;1;2;-;15
"E86   Deplecao de volume";-;-;3;-;-;1;-;-;-;-;-;-;2;1;6;-;4;8;15;16;144;-;200
"E87   Outr transt equil hidroeletr e acido-basic";-;-;1;-;3;-;-;1;-;1;-;2;1;1;5;4;6;14;11;26;93;-;169
"E88   Outr disturbios metabolicos";-;2;1;-;2;-;-;1;-;-;-;-;3;-;2;3;6;4;7;10;43;-;84
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;3;7;55;-;71
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;9;24;52;571;-;662
"F05   Delirium nao induz alcool outr subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;4;8;-;15
"F06   Outr transt ment lesao disf cereb doenc fis";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"F09   Transt mental organico ou sintomatico NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;1;-;1;4;5;7;5;6;5;5;4;1;1;-;45
"F11   Transt mentais e comport dev uso de opiaceos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;2
"F14   Transt mentais e comport dev uso da cocaina";-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;-;-;-;1;-;5
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;-;-;-;-;3;5;11;7;7;7;2;12;-;54
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;-;-;-;-;4
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;-;-;1;-;1;2;7;1;8;6;4;8;6;-;44
"F29   Psicose nao-organica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"F31   Transt afetivo bipolar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;3;1;3;3;3;15;-;33
"F33   Transt depressivo recorrente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;2;4;-;11
"F41   Outr transt ansiosos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F43   Reacoes ao stress grave e transt adaptacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"F44   Transt dissociativos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F45   Transt somatoformes";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"F50   Transt da alimentacao";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;3
"F60   Transt especificos da personalidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"F71   Retardo mental moderado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"F72   Retardo mental grave";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"F79   Retardo mental NE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;3
"F84   Transt globais do desenvolv";-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;4
"F99   Transt mental NE em outr parte";-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;1;-;-;5
"G00   Meningite bacter NCOP";-;2;13;-;3;3;1;2;-;1;3;3;8;12;7;20;8;8;8;9;11;-;122
"G03   Meningite dev outr causas e a causas NE";-;2;2;-;1;-;1;-;1;1;1;3;1;1;5;-;2;2;2;2;4;-;31
"G04   Encefalite mielite e encefalomielite";-;-;2;-;2;1;5;3;1;2;-;-;2;2;4;3;5;4;5;-;2;-;43
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;-;1;-;1;-;-;-;-;-;-;2;1;1;2;2;2;-;-;12
"G08   Flebite tromboflebite intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;3
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;1;-;-;-;-;1;-;-;1;-;1;2;3;-;1;4;7;-;21
"G10   Doenc de Huntington";-;-;-;-;-;-;-;-;-;-;1;1;1;1;3;2;1;1;-;2;2;-;15
"G11   Ataxia hereditaria";-;-;-;-;-;-;-;1;-;-;1;1;1;4;1;3;2;-;1;-;-;-;15
"G12   Atrofia muscular espinal e sindr correlatas";-;-;1;-;1;2;1;-;-;-;3;1;5;7;10;19;23;35;25;39;25;-;197
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;7;9;17;48;64;278;-;426
"G21   Parkinsonismo secund";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;2;-;6
"G23   Outr doenc degenerativas dos ganglios base";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;3
"G25   Outr doenc extrapiramidais transt movimentos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;6;18;55;173;381;3013;-;3651
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;-;1;3;1;-;-;2;1;5;-;3;3;3;10;13;17;164;-;226
"G35   Esclerose mult";-;-;-;-;-;-;-;-;1;-;2;1;5;6;3;7;3;4;6;5;5;-;48
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;-;1;-;5
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;1;2;2;-;-;1;-;9
"G40   Epilepsia";-;-;3;-;4;1;3;7;7;3;5;10;7;11;5;9;7;11;7;8;28;-;136
"G41   Estado de mal epileptico";-;-;2;-;-;1;2;-;4;2;2;1;-;1;-;2;1;3;3;4;3;-;31
"G45   Acid vasc cerebr isquemicos trans sindr corr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;2;3;13;-;23
"G47   Disturbios do sono";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;3
"G52   Transt de outr nervos cranianos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G58   Outr mononeuropatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;3
"G60   Neuropatia hereditaria e idiopatica";-;-;-;-;-;1;2;-;-;-;1;-;-;1;-;2;-;-;2;1;4;-;14
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;-;1;1;-;1;1;1;3;2;2;3;-;2;-;17
"G62   Outr polineuropatias";-;-;3;-;3;-;-;-;-;-;-;-;2;1;1;2;2;1;2;-;9;-;26
"G64   Outr transt do sist nervoso periferico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G70   Miastenia gravis outr transt neuromusculares";-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;2;3;1;-;2;6;-;17
"G71   Transt prim dos musculos";-;-;-;-;1;1;-;1;-;-;-;1;-;-;-;2;4;4;2;1;-;-;17
"G72   Outr miopatias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;3
"G80   Paralisia cerebral";-;-;1;-;9;11;15;16;18;10;12;9;10;4;-;4;-;4;1;-;1;-;125
"G82   Paraplegia e tetraplegia";-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;3;-;1;2;2;1;-;12
"G83   Outr sindr paraliticas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;3
"G90   Transt do sist nervoso autonomo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;4
"G91   Hidrocefalia";-;-;4;-;11;2;4;5;4;1;1;2;4;1;5;2;6;4;5;4;12;-;77
"G92   Encefalopatia toxica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;3
"G93   Outr transt do encefalo";-;-;5;-;20;9;9;6;4;4;8;13;6;10;18;14;26;25;22;23;52;-;274
"G95   Outr doenc da medula espinal";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;2;-;1;1;-;8
"G96   Outr transt do sist nervoso central";-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;3;3;1;-;-;-;-;10
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;1;-;-;-;-;2;-;-;1;2;-;-;-;3;-;1;-;10
"H05   Transt da orbita";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"H26   Outr cataratas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"H60   Otite externa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"H65   Otite media nao-supurativa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"H66   Otite media supurativa e as NE";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;1;2;1;2;-;9
"H70   Mastoidite e afeccoes correlatas";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;1;-;2;-;7
"H71   Colesteatoma do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"H74   Outr transt do ouvido medio e da mastoide";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"I00   Febre reumatica s/mencao de compr do coracao";-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;1;1;2;-;7
"I01   Febre reumatica c/compr do coracao";-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;1;-;1;-;-;-;6
"I02   Coreia reumatica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;1;1;2;8;7;7;10;15;19;22;22;13;23;-;150
"I06   Doenc reumaticas da valva aortica";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;2;2;6;-;14
"I07   Doenc reumaticas da valva tricuspide";-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;1;1;-;-;1;-;6
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;1;1;3;2;1;6;7;5;9;4;8;13;-;60
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;4;1;6;-;3;2;-;19
"I10   Hipertensao essencial";-;-;-;-;-;1;-;-;1;1;-;9;26;26;74;82;123;126;171;236;976;-;1852
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;1;-;-;5;15;24;40;67;107;133;195;224;291;1053;-;2155
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;2;-;-;2;8;12;14;20;29;29;42;38;52;188;-;436
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;1;3;1;5;7;15;18;24;32;35;42;162;-;345
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;7;11;9;21;-;55
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;1;2;13;21;40;86;153;279;451;618;932;1047;1152;1308;3386;3;9492
"I22   Infarto do miocardio recorrente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;1;-;3;3;-;12
"I23   Alg complic atuais subs infarto agud miocard";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;1;-;1;-;-;1;6;9;20;33;38;61;50;185;-;405
"I25   Doenc isquemica cronica do coracao";-;-;2;-;-;-;-;-;1;1;7;9;36;54;86;140;203;288;360;375;1312;2;2876
"I26   Embolia pulmonar";-;-;-;-;2;1;2;7;11;16;31;46;56;88;72;86;123;164;202;200;731;2;1840
"I27   Outr form de doenc cardiaca pulmonar";-;-;6;-;-;2;-;-;1;1;3;2;5;9;12;11;9;10;15;19;79;-;184
"I28   Outr doenc dos vasos pulmonares";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;-;-;1;3;-;8
"I30   Pericardite aguda";-;-;-;-;-;-;-;-;1;-;-;-;-;3;-;1;2;2;4;-;4;-;17
"I31   Outr doenc do pericardio";-;2;1;-;-;-;1;-;1;1;1;1;2;3;5;4;10;9;8;12;27;-;88
"I33   Endocardite aguda e subaguda";-;-;1;-;-;-;-;-;1;1;4;3;3;1;9;11;4;12;17;13;16;-;96
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;-;-;1;-;3;8;14;20;20;20;33;33;63;-;215
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;-;1;-;-;3;1;6;10;15;19;32;35;56;174;-;352
"I36   Transt nao-reumaticos da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;1;-;4
"I37   Transt da valva pulmonar";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;3
"I38   Endocardite de valva NE";-;-;-;-;-;1;-;-;-;-;2;-;7;8;3;9;18;11;14;14;30;-;117
"I40   Miocardite aguda";-;-;-;-;2;-;-;1;-;1;-;2;-;1;-;1;-;-;-;-;3;-;11
"I42   Cardiomiopatias";1;2;11;-;3;2;5;10;4;13;19;33;47;54;76;122;163;193;178;225;744;1;1906
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;1;-;-;-;-;-;-;-;1;-;-;1;2;4;5;18;18;23;82;-;155
"I45   Outr transt de conducao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;2;-;6
"I46   Parada cardiaca";-;-;-;-;-;-;-;1;-;1;2;2;1;2;2;-;2;8;12;11;42;-;86
"I47   Taquicardia paroxistica";-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;3;1;6;4;5;26;-;48
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;-;3;5;8;12;24;37;67;108;334;-;598
"I49   Outr arritmias cardiacas";-;-;-;-;-;-;1;2;-;1;2;6;2;2;13;18;20;37;45;72;372;-;593
"I50   Insuf cardiaca";-;-;2;-;1;1;-;-;2;3;7;11;22;40;59;123;207;276;358;516;2133;-;3761
"I51   Complic cardiopatias doenc cardiacas mal def";-;-;1;-;4;1;2;3;4;2;7;9;17;10;18;23;30;28;36;46;145;-;386
"I60   Hemorragia subaracnoide";-;-;-;-;-;1;3;4;2;11;26;56;52;109;128;134;140;108;99;88;132;-;1093
"I61   Hemorragia intracerebral";-;-;6;-;1;3;8;6;8;15;18;35;61;90;143;138;165;191;189;205;456;2;1740
"I62   Outr hemorragias intracranianas nao-traum";-;-;1;-;-;1;-;-;1;-;2;4;3;3;7;4;11;11;14;17;63;-;142
"I63   Infarto cerebral";-;-;-;-;-;1;3;2;2;3;3;7;14;31;39;77;81;142;166;213;783;-;1567
"I64   Acid vasc cerebr NE como hemorrag isquemico";-;-;1;-;-;1;1;-;-;3;12;12;33;43;65;115;164;251;342;439;1562;3;3047
"I67   Outr doenc cerebrovasculares";-;-;1;-;3;-;-;1;2;3;10;9;23;37;40;62;108;142;154;192;684;1;1472
"I69   Sequelas de doenc cerebrovasculares";-;-;-;-;2;-;1;3;-;-;-;4;13;24;27;38;86;134;194;295;1047;-;1868
"I70   Aterosclerose";-;-;-;-;-;-;-;-;-;-;-;-;2;4;3;10;17;25;36;37;173;-;307
"I71   Aneurisma e disseccao da aorta";-;-;-;-;-;-;-;-;-;2;2;16;22;32;49;69;135;159;176;211;384;-;1257
"I72   Outr aneurismas";-;-;-;-;-;-;-;-;-;1;1;1;3;1;6;7;6;7;7;6;15;-;61
"I73   Outr doenc vasculares perifericas";-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;11;20;18;28;29;111;-;222
"I74   Embolia e trombose arteriais";-;-;-;-;-;-;-;-;-;-;1;2;6;5;7;12;14;15;29;38;142;-;271
"I77   Outr afeccoes das arterias e arteriolas";-;-;-;-;-;-;-;1;-;-;1;1;1;2;4;1;7;7;16;9;33;-;83
"I78   Doenc dos capilares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"I80   Flebite e tromboflebite";-;-;1;-;-;-;-;3;1;2;1;7;6;11;14;19;26;24;32;42;127;-;316
"I81   Trombose da veia porta";-;-;-;-;-;-;-;-;-;-;-;1;-;5;1;-;5;1;2;-;2;-;17
"I82   Outr embolia e trombose venosas";-;-;2;-;-;-;-;-;2;2;1;1;2;5;3;2;4;5;4;4;23;-;60
"I83   Varizes dos membros infer";-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;1;2;6;10;4;28;-;55
"I84   Hemorroidas";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2;-;-;4
"I85   Varizes esofagianas";-;-;-;-;-;-;-;-;-;1;-;-;1;1;2;6;6;11;4;6;5;-;43
"I86   Varizes de outr localiz";-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;1;-;2;2;-;8
"I87   Outr transt das veias";1;-;-;-;-;-;-;-;-;-;-;1;-;1;3;2;4;5;3;5;12;-;37
"I88   Linfadenite inespecifica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I89   Outr transt nao-infecc vasos linf gangl linf";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;2;2;-;7
"I95   Hipotensao";-;-;-;-;-;-;-;-;-;-;-;1;-;3;1;-;-;-;1;1;6;-;13
"I99   Outr transt do aparelho circulatorio e os NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;4;2;5;4;11;-;28
"J00   Nasofaringite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"J01   Sinusite aguda";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;3
"J03   Amigdalite aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"J04   Laringite e traqueite agudas";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"J06   Infecc agudas vias aereas super loc mult NE";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;7;-;10
"J09   Influenza A (H1N1)";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;3;2;-;8
