 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Período:2017
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"D37   Neopl comp incerto/desc cav oral e org dig";-;-;-;-;-;-;-;-;-;-;-;1;-;2;4;5;16;14;12;12;23;-;89
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;-;-;-;-;1;1;2;2;2;14;13;9;15;5;10;-;74
"D39   Neopl comp incerto/desconh org genitais fem";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;1;3;2;1;4;-;15
"D40   Neopl comp incerto/desconh org genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;2;3;-;10
"D41   Neopl comp incerto/desconh orgaos urinarios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;3;3;3;-;14
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-;-;-;-;2;1;3;-;2;4;3;2;5;3;7;16;4;5;12;10;1;80
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;-;-;1;2;1;1;-;1;2;4;2;-;1;5;2;1;5;-;28
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;-;5;-;10
"D46   Sindr mielodisplasicas";-;-;-;-;1;1;-;1;-;2;-;2;7;3;5;12;19;22;37;42;120;-;274
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;1;1;1;-;2;1;2;3;3;1;9;7;11;19;19;29;-;109
"D48   Neopl comp inc/desconh outr localiz e NE";-;-;-;-;-;-;-;-;-;3;4;1;2;3;6;11;6;8;7;14;16;-;81
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;1;1;3;4;3;14;-;30
"D52   Anemia p/defic de folato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"D53   Outr anemias nutricionais";-;-;-;-;-;-;1;-;-;-;-;-;2;1;1;1;4;5;10;7;25;-;57
"D55   Anemia dev transt enzimaticos";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"D56   Talassemia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;6;-;9
"D57   Transt falciformes";-;-;2;-;5;1;-;4;7;4;8;7;8;6;3;4;1;-;1;1;1;-;63
"D58   Outr anemias hemoliticas hereditarias";-;-;-;-;1;-;-;1;1;1;1;-;1;-;-;3;2;-;-;3;4;-;18
"D59   Anemia hemolitica adquir";-;-;1;-;6;1;1;-;1;-;-;-;3;1;1;2;2;4;2;5;4;-;34
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;1;1;2;-;1;-;9
"D61   Outr anemias aplasticas";-;-;5;-;2;4;3;3;7;3;5;3;5;7;12;12;5;23;12;14;38;-;163
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;-;1;3;1;4;-;14
"D64   Outr anemias";-;-;1;-;1;-;1;2;1;1;2;1;3;2;9;16;18;29;23;40;156;1;307
"D65   Coagulacao intravascular disseminada";-;-;11;-;1;3;2;2;1;1;2;5;-;4;4;6;6;5;6;4;3;-;66
"D66   Defic hereditaria do fator VIII";-;-;-;-;-;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;5
"D68   Outr defeitos da coagulacao";-;-;8;-;2;-;1;1;4;3;1;3;6;11;7;11;21;13;17;25;34;-;168
"D69   Purpura e outr afeccoes hemorragicas";-;-;1;-;1;1;1;1;2;3;2;3;7;5;7;5;9;5;10;12;25;-;100
"D70   Agranulocitose";-;-;1;-;1;1;-;1;-;-;1;-;1;4;2;5;9;4;4;2;8;-;44
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;4;1;-;2;1;-;11
"D72   Outr transt dos globulos brancos";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;1;-;6
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;2;-;1;1;2;2;-;3;2;1;2;-;16
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;4;-;3;3;6;-;18
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;7;-;3;2;-;-;1;-;-;-;-;1;1;-;1;2;-;1;-;-;19
"D80   Imunodefic c/predom defeitos anticorpos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D81   Defic imunitarias combinadas";-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;5
"D82   Imunodeficiencia assoc c/outr defeitos major";-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"D83   Imunodeficiencia comum variavel";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"D84   Outr imunodeficiencias";-;-;2;-;1;-;-;-;-;2;1;1;-;1;2;3;2;6;2;1;9;-;33
"D86   Sarcoidose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;-;-;2;3;-;10
"D89   Outr transt q comprom mecanismo imunit NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;3
"E03   Outr hipotireoidismos";-;-;1;-;-;-;-;-;-;1;1;2;1;2;2;1;4;10;10;6;65;-;106
"E04   Outr bocios nao-toxicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;3
"E05   Tireotoxicose";-;-;-;-;-;-;-;-;1;2;1;3;1;-;-;2;-;-;-;3;7;-;20
"E06   Tireoidite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"E07   Outr transt da tireoide";-;-;-;-;-;-;-;-;1;-;-;-;1;-;2;-;-;-;1;1;2;-;8
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;2;1;3;6;13;12;15;14;18;25;31;40;80;76;96;73;153;-;658
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;-;4;5;6;10;19;41;83;115;114;135;155;305;-;992
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;7;7;7;5;5;29;-;64
"E13   Outr tipos espec de diabetes mellitus";-;-;-;-;1;-;-;-;-;-;-;-;1;2;2;8;4;8;3;2;16;-;47
"E14   Diabetes mellitus NE";-;-;1;-;3;-;2;7;18;26;39;75;121;194;381;637;919;1086;1161;1263;2798;1;8732
"E15   Coma hipoglicemico nao-diabetico";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;1;1;1;-;6
"E16   Outr transt da secrecao pancreatica interna";-;-;2;-;-;-;-;-;-;-;-;1;4;7;4;4;8;9;10;5;18;-;72
"E20   Hipoparatireoidismo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E21   Hiperparatireoid e out transt gland paratir";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;3;-;6
"E22   Hiperfuncao da hipofise";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"E23   Hipofuncao e outr transt da hipofise";-;-;1;-;-;-;-;-;-;2;1;2;1;2;-;1;2;2;1;1;1;-;17
"E24   Sindr de Cushing";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2
"E25   Transt adrenogenitais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E26   Hiperaldosteronismo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"E27   Outr transt da gland supra-renal";-;-;1;-;-;-;-;-;-;-;-;-;-;2;1;-;2;2;-;3;1;-;12
"E28   Disfuncao ovariana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E30   Transt da puberdade NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E31   Disfuncao poliglandular";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"E32   Doenc do timo";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E34   Outr transt endocrinos";-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;3;-;-;2;1;-;-;9
"E40   Kwashiorkor";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"E41   Marasmo nutricional";-;-;-;-;-;1;-;-;-;-;1;-;-;3;5;6;4;5;7;12;42;-;86
"E43   Desnutric proteico-calorica grave NE";-;-;8;-;-;-;1;1;1;1;2;1;4;9;4;14;7;5;17;25;100;-;200
"E44   Desnutric proteico-calorica grau moder leve";-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;1;-;3;5;6;32;-;51
"E46   Desnutric proteico-calorica NE";-;-;7;-;1;-;-;4;2;4;1;11;11;13;18;17;24;36;52;89;335;-;625
"E51   Defic de tiamina";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;1;-;-;5
"E52   Defic de niacina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E54   Defic de acido ascorbico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E55   Defic de vitamina D";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E61   Defic de outr elementos nutrientes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E63   Outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;3
"E64   Sequelas desnutric e outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;1;1;3;5;-;15
"E66   Obesidade";-;-;-;-;-;-;-;2;6;8;25;30;41;51;60;79;57;67;49;27;44;-;546
"E68   Sequelas de hiperalimentacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E70   Disturbios metabolism aminoacidos aromaticos";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"E71   Dist metab aminoacidos cad ramif e acid grax";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"E72   Outr disturbios metabolismo de aminoacidos";1;-;1;-;-;-;1;-;-;-;-;-;1;-;-;1;-;1;-;1;2;-;9
"E74   Outr disturbios do metabolismo carboidratos";-;-;3;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;-;8
"E75   Disturb metab esfingolip e outr depos lipid";-;-;1;-;3;1;2;3;-;1;1;-;1;1;-;-;-;-;-;-;-;-;14
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;6
"E77   Disturbios do metabolismo de glicoproteinas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;3
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;-;-;2;6;6;9;12;24;43;31;43;30;119;-;325
"E79   Disturbios metabolismo purina e pirimidina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;3
"E80   Disturbios metab porfirina e bilirrubina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;-;-;1;1;-;8
"E83   Disturbios do metabolismo de minerais";-;-;1;-;1;-;-;-;-;-;-;2;1;4;6;4;5;4;6;4;7;-;45
"E84   Fibrose cistica";-;-;2;-;1;3;4;2;8;3;1;2;1;-;1;3;3;3;5;5;10;-;57
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;1;2;1;3;-;3;5;4;4;4;9;-;36
"E86   Deplecao de volume";-;-;4;-;-;1;-;-;-;-;-;1;2;1;7;3;9;20;24;33;239;1;345
"E87   Outr transt equil hidroeletr e acido-basic";1;1;6;-;4;-;-;1;-;2;-;3;4;5;15;17;11;28;21;41;155;-;315
"E88   Outr disturbios metabolicos";-;2;4;-;5;-;-;1;-;-;1;2;9;1;6;6;16;15;10;23;65;-;166
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5;6;5;13;86;-;117
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;6;6;21;44;90;822;-;992
"F05   Delirium nao induz alcool outr subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;4;18;-;27
"F06   Outr transt ment lesao disf cereb doenc fis";-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;3
"F09   Transt mental organico ou sintomatico NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;-;1;5;16;52;65;90;93;129;83;60;38;17;14;1;664
"F11   Transt mentais e comport dev uso de opiaceos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;2
"F12   Transt mentais comport dev uso canabinoides";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"F14   Transt mentais e comport dev uso da cocaina";-;-;-;-;-;-;-;1;4;3;5;2;2;4;1;1;-;1;-;-;1;-;25
"F15   Transt ment comp uso outr estim incl cafeina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;1;-;2;3;5;9;18;21;24;28;21;23;32;-;187
"F18   Transt mentais comport dev uso solv volateis";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;3;2;6;12;7;6;7;6;4;2;-;-;-;-;-;55
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;-;-;2;-;5;9;12;8;13;10;9;10;10;-;88
"F21   Transt esquizotipico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"F23   Transt psicoticos agudos e transitorios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;3
"F25   Transt esquizoafetivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"F29   Psicose nao-organica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"F31   Transt afetivo bipolar";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;-;1;1;-;2;2;2;4;5;3;4;4;20;-;48
"F33   Transt depressivo recorrente";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;5;2;3;7;-;20
"F39   Transt do humor NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"F41   Outr transt ansiosos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F43   Reacoes ao stress grave e transt adaptacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"F44   Transt dissociativos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F45   Transt somatoformes";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"F50   Transt da alimentacao";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2;-;4
"F60   Transt especificos da personalidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;3
"F70   Retardo mental leve";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"F71   Retardo mental moderado";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;4
"F72   Retardo mental grave";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;3
"F79   Retardo mental NE";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;1;-;-;-;4
"F84   Transt globais do desenvolv";-;-;-;-;-;-;1;-;-;-;-;3;-;-;-;-;1;-;-;-;1;-;6
"F89   Transt do desenvolv psicologico NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F98   Outr transt comp emoc c/inicio inf adolesc";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"F99   Transt mental NE em outr parte";-;-;-;-;-;-;-;-;-;1;-;1;2;-;2;-;-;1;2;1;-;-;10
"G00   Meningite bacter NCOP";1;4;28;-;8;8;3;5;4;1;6;7;20;21;18;31;15;16;15;14;14;1;240
"G03   Meningite dev outr causas e a causas NE";-;2;2;-;4;1;1;-;5;3;2;7;4;4;11;6;4;5;6;3;5;-;75
"G04   Encefalite mielite e encefalomielite";-;-;4;-;8;2;6;3;1;4;5;1;7;5;7;5;7;15;7;3;5;-;95
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;-;1;2;1;1;-;-;2;2;2;4;6;4;4;4;4;2;-;39
"G08   Flebite tromboflebite intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;1;-;1;-;5
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;1;-;-;-;-;1;-;-;1;1;3;4;5;1;1;5;11;-;34
"G10   Doenc de Huntington";-;-;-;-;-;-;-;-;-;-;2;2;2;3;6;2;2;2;-;2;2;-;25
"G11   Ataxia hereditaria";-;-;-;-;-;-;-;1;1;1;1;2;1;4;3;6;6;3;1;2;2;-;34
"G12   Atrofia muscular espinal e sindr correlatas";-;-;1;-;3;3;2;3;-;-;6;5;9;15;43;46;56;69;50;57;38;-;406
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;1;-;2;7;12;19;49;107;168;559;-;924
"G21   Parkinsonismo secund";-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;3;1;-;3;2;-;12
"G23   Outr doenc degenerativas dos ganglios base";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;2;2;-;8
"G24   Distonia";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"G25   Outr doenc extrapiramidais transt movimentos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;3;-;7
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;11;48;112;307;689;4296;-;5469
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;1;2;3;2;1;-;2;1;10;5;11;8;12;28;27;42;238;-;393
"G35   Esclerose mult";-;-;-;-;-;-;-;-;1;1;3;2;6;8;10;10;8;5;10;7;8;-;79
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;2;1;-;1;-;7
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;1;-;-;-;1;1;1;1;1;2;1;5;4;1;-;1;-;20
"G40   Epilepsia";-;-;6;-;9;4;9;20;22;14;20;27;40;30;35;26;23;30;23;21;55;-;414
"G41   Estado de mal epileptico";-;-;2;-;1;1;4;-;5;2;4;6;2;5;1;4;6;7;6;5;9;-;70
"G45   Acid vasc cerebr isquemicos trans sindr corr";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;4;5;4;9;19;-;46
"G47   Disturbios do sono";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;1;2;-;6
"G52   Transt de outr nervos cranianos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"G58   Outr mononeuropatias";-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;1;-;2;-;-;2;-;8
"G60   Neuropatia hereditaria e idiopatica";-;-;1;-;-;1;3;-;-;-;2;-;-;2;-;2;-;1;2;1;4;-;19
"G61   Polineuropatia inflam";-;-;-;-;1;-;-;1;-;1;3;1;4;2;2;7;6;5;7;1;3;-;44
"G62   Outr polineuropatias";-;-;4;-;3;-;1;1;-;-;1;-;4;5;6;5;4;9;5;1;17;-;66
"G64   Outr transt do sist nervoso periferico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G70   Miastenia gravis outr transt neuromusculares";-;-;1;-;-;-;-;1;-;-;-;-;-;2;1;3;8;1;2;3;11;-;33
"G71   Transt prim dos musculos";-;-;-;-;3;1;4;21;19;8;8;3;1;1;1;6;4;8;3;2;3;-;96
"G72   Outr miopatias";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;2;2;-;7
"G80   Paralisia cerebral";-;-;2;-;26;26;30;46;43;23;30;24;19;7;2;8;7;4;2;1;3;-;303
"G82   Paraplegia e tetraplegia";-;-;-;-;-;-;-;1;2;1;4;-;-;1;2;3;1;2;2;2;2;-;23
"G83   Outr sindr paraliticas";-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;-;5;-;9
"G90   Transt do sist nervoso autonomo";-;-;-;-;-;-;-;1;-;1;-;-;-;2;-;4;3;1;2;-;1;-;15
"G91   Hidrocefalia";-;-;13;-;17;7;5;6;8;3;2;2;6;7;8;10;11;11;19;10;26;-;171
"G92   Encefalopatia toxica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;2;3;-;-;9
"G93   Outr transt do encefalo";-;-;13;-;36;22;19;20;24;10;24;25;20;41;52;48;67;43;48;46;101;-;659
"G95   Outr doenc da medula espinal";-;-;-;-;-;-;-;-;-;1;-;1;-;2;1;4;3;5;4;2;6;-;29
"G96   Outr transt do sist nervoso central";-;-;-;-;-;2;-;-;-;-;1;1;-;2;1;3;3;1;-;4;1;-;19
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;1;-;-;2;1;2;-;1;3;3;1;2;1;4;-;2;-;23
"H05   Transt da orbita";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"H26   Outr cataratas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"H44   Transt do globo ocular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"H60   Otite externa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"H65   Otite media nao-supurativa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"H66   Otite media supurativa e as NE";-;-;-;-;-;1;-;-;-;-;-;-;3;-;2;2;2;2;2;1;3;-;18
"H70   Mastoidite e afeccoes correlatas";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;1;2;1;3;3;-;13
"H71   Colesteatoma do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"H74   Outr transt do ouvido medio e da mastoide";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"I00   Febre reumatica s/mencao de compr do coracao";-;-;-;-;-;-;-;1;-;-;2;-;3;1;-;-;-;-;2;1;2;-;12
"I01   Febre reumatica c/compr do coracao";-;-;-;-;-;-;-;-;-;2;-;1;-;1;1;-;2;-;2;1;-;-;10
"I02   Coreia reumatica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;1;1;3;10;9;8;18;18;31;36;31;15;31;-;212
"I06   Doenc reumaticas da valva aortica";-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;3;2;3;3;4;11;-;30
"I07   Doenc reumaticas da valva tricuspide";-;-;-;-;-;-;-;1;-;-;-;-;-;2;2;-;2;1;-;-;5;-;13
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;1;2;2;3;5;1;9;10;10;13;9;15;18;-;98
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;-;-;1;-;1;-;3;1;5;1;6;-;3;2;-;23
"I10   Hipertensao essencial";-;-;-;-;-;1;-;-;2;2;6;21;45;77;163;222;286;283;353;452;1464;-;3377
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;2;7;7;12;33;61;110;180;251;339;396;415;507;1536;-;3856
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;2;3;4;6;17;23;35;49;65;79;104;102;113;340;-;942
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;1;1;1;7;5;12;20;31;38;52;74;85;94;285;-;706
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;-;1;-;1;6;5;13;12;19;14;39;-;110
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;3;28;75;98;157;295;585;979;1596;2161;2801;2910;2807;2747;5868;28;23138
"I22   Infarto do miocardio recorrente";-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;5;8;2;4;6;7;-;35
"I23   Alg complic atuais subs infarto agud miocard";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;1;2;3;2;2;6;18;28;59;95;115;135;119;306;-;891
"I25   Doenc isquemica cronica do coracao";-;-;2;-;-;-;1;2;8;7;18;37;96;148;299;437;632;780;847;871;2280;8;6473
"I26   Embolia pulmonar";-;-;-;-;3;2;4;10;19;35;58;82;113;159;156;195;236;312;333;335;1038;10;3100
"I27   Outr form de doenc cardiaca pulmonar";-;-;9;-;2;3;2;1;1;1;7;3;7;13;18;16;17;23;26;36;124;-;309
"I28   Outr doenc dos vasos pulmonares";-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;4;-;-;3;4;-;15
"I30   Pericardite aguda";-;-;-;-;-;-;-;-;2;1;3;1;1;5;3;2;6;4;7;3;7;-;45
"I31   Outr doenc do pericardio";-;3;1;-;-;-;1;-;1;5;3;6;4;5;10;12;14;13;19;18;40;-;155
"I33   Endocardite aguda e subaguda";-;1;1;-;-;-;-;-;3;3;7;5;14;6;22;27;23;36;30;24;32;-;234
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;1;2;1;-;1;3;3;17;24;36;34;45;58;53;95;-;373
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;-;1;2;1;3;10;7;11;22;33;53;71;90;107;279;-;690
"I36   Transt nao-reumaticos da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;1;-;4
"I37   Transt da valva pulmonar";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;3;-;-;1;-;-;6
"I38   Endocardite de valva NE";-;-;-;-;-;2;-;1;1;2;3;2;14;14;15;23;30;22;28;26;49;-;232
"I40   Miocardite aguda";-;-;1;-;4;-;1;1;-;3;1;3;3;2;1;1;3;2;-;1;5;-;32
