 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Período:2010
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;-;4
"D37   Neopl comp incerto/desc cav oral e org dig";1;-;-;-;-;-;-;-;-;-;-;-;2;1;8;8;10;10;10;6;13;-;69
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;-;-;-;1;-;-;1;2;5;7;10;10;7;6;13;-;62
"D39   Neopl comp incerto/desconh org genitais fem";-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;2;3;-;-;2;-;11
"D40   Neopl comp incerto/desconh org genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4;1;3;10;-;22
"D41   Neopl comp incerto/desconh orgaos urinarios";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2;2;1;1;4;-;12
"D42   Neopl comp incerto/desconhecido meninges";-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;1;1;-;-;5
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-;-;-;1;1;-;5;3;1;7;4;6;5;10;9;12;8;10;6;12;-;100
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;-;1;2;-;-;1;1;-;-;1;1;3;-;2;1;1;2;-;16
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;5;-;8;-;15
"D46   Sindr mielodisplasicas";-;-;-;-;1;1;-;2;-;1;2;3;1;1;9;7;8;16;26;29;67;-;174
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;1;-;1;-;2;2;1;1;2;3;7;8;4;20;20;18;17;-;107
"D48   Neopl comp inc/desconh outr localiz e NE";1;1;-;-;1;-;-;-;-;2;1;4;2;3;3;5;8;12;5;14;13;-;75
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;1;1;1;-;-;2;1;-;2;1;1;2;4;13;-;29
"D51   Anemia p/defic de vitamina B12";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;3
"D52   Anemia p/defic de folato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;1;-;1;1;3;-;1;3;7;6;4;5;2;28;-;62
"D55   Anemia dev transt enzimaticos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;3
"D56   Talassemia";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"D57   Transt falciformes";-;-;4;-;2;4;3;5;15;13;10;6;5;4;4;2;1;2;-;-;2;-;82
"D58   Outr anemias hemoliticas hereditarias";-;-;-;-;-;-;-;1;-;2;-;-;-;-;1;1;1;-;1;1;1;-;9
"D59   Anemia hemolitica adquir";-;-;-;-;1;-;-;1;1;-;-;1;-;1;1;1;2;3;6;1;4;-;23
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;2;-;1;-;6
"D61   Outr anemias aplasticas";-;-;-;-;-;6;9;4;7;9;6;2;3;10;7;9;19;11;23;22;32;-;179
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;1;-;5;4;3;2;1;3;2;2;-;2;2;5;3;35
"D64   Outr anemias";-;-;2;-;-;-;-;2;3;6;5;11;12;9;11;23;19;19;38;44;150;1;355
"D65   Coagulacao intravascular disseminada";-;-;5;-;2;1;1;-;-;1;2;4;2;1;4;2;1;5;1;5;6;-;43
"D66   Defic hereditaria do fator VIII";-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;4
"D68   Outr defeitos da coagulacao";-;1;2;-;3;1;-;1;3;1;2;10;4;8;13;12;15;10;19;15;32;-;152
"D69   Purpura e outr afeccoes hemorragicas";-;-;2;-;1;1;2;3;4;4;4;5;7;7;7;9;4;2;9;5;17;-;93
"D70   Agranulocitose";-;-;1;-;-;1;-;-;3;-;2;1;1;1;4;6;4;4;6;5;12;-;51
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;3
"D72   Outr transt dos globulos brancos";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;1;-;-;4
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;-;-;2;1;1;2;3;2;2;3;1;6;-;23
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;1;-;-;-;-;-;-;-;2;-;1;2;2;2;4;4;2;4;6;-;30
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;1;-;1;1;-;-;-;1;-;1;1;2;-;-;1;-;1;-;-;-;10
"D80   Imunodefic c/predom defeitos anticorpos";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"D83   Imunodeficiencia comum variavel";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"D84   Outr imunodeficiencias";-;-;-;-;2;-;-;2;-;1;2;3;4;1;1;4;4;5;4;5;6;-;44
"D86   Sarcoidose";-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;-;1;1;-;-;1;-;7
"D89   Outr transt q comprom mecanismo imunit NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;3
"E00   Sindr de defic congen de iodo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"E01   Transt tireoid e afecc assoc rel defic iodo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E02   Hipotireoidismo subclinico p/defic de iodo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"E03   Outr hipotireoidismos";-;-;1;-;-;-;-;-;1;2;1;2;1;4;5;2;7;9;8;14;33;-;90
"E04   Outr bocios nao-toxicos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;4;-;8
"E05   Tireotoxicose";-;-;-;-;-;-;-;-;-;2;1;1;2;2;3;-;-;2;5;5;10;-;33
"E06   Tireoidite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;1;2;11;6;2;5;12;12;14;21;41;47;37;33;67;-;311
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;2;5;-;1;3;24;37;48;55;81;95;107;200;-;658
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;3;2;5;15;8;28;-;65
"E13   Outr tipos espec de diabetes mellitus";-;-;-;-;-;-;-;-;-;-;1;-;1;3;1;1;-;5;5;5;6;-;28
"E14   Diabetes mellitus NE";-;-;-;-;3;5;2;6;17;27;49;65;132;240;480;679;918;1087;1274;1280;2497;2;8763
"E15   Coma hipoglicemico nao-diabetico";-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;-;-;-;-;1;-;6
"E16   Outr transt da secrecao pancreatica interna";-;-;2;-;-;-;-;-;-;-;-;-;4;4;6;8;6;2;4;6;20;-;62
"E20   Hipoparatireoidismo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E21   Hiperparatireoid e out transt gland paratir";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2
"E22   Hiperfuncao da hipofise";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"E23   Hipofuncao e outr transt da hipofise";-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;2;-;1;1;2;1;-;11
"E24   Sindr de Cushing";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;3
"E25   Transt adrenogenitais";-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"E26   Hiperaldosteronismo";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"E27   Outr transt da gland supra-renal";-;-;-;-;1;-;-;-;-;1;-;1;-;1;1;2;2;1;-;1;3;-;14
"E28   Disfuncao ovariana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"E30   Transt da puberdade NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E32   Doenc do timo";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"E34   Outr transt endocrinos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;2;1;2;1;3;-;12
"E40   Kwashiorkor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;4
"E41   Marasmo nutricional";-;-;1;-;-;-;-;-;-;1;-;-;2;1;3;7;4;11;9;13;62;4;118
"E43   Desnutric proteico-calorica grave NE";-;-;4;-;3;-;2;1;-;2;3;3;3;7;8;10;9;8;19;30;103;-;215
"E44   Desnutric proteico-calorica grau moder leve";-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;2;3;1;7;12;-;29
"E46   Desnutric proteico-calorica NE";-;-;17;-;9;1;2;3;6;5;8;10;12;20;23;23;34;45;79;103;468;2;870
"E50   Defic de vitamina A";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"E51   Defic de tiamina";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;4
"E53   Defic de outr vitaminas do grupo B";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E56   Outr defic vitaminicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E63   Outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;3
"E64   Sequelas desnutric e outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;3;-;7
"E66   Obesidade";-;-;-;-;-;-;-;1;9;20;28;28;47;59;56;71;66;58;54;37;39;-;573
"E67   Outr form de hiperalimentacao";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;3
"E70   Disturbios metabolism aminoacidos aromaticos";-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;4
"E71   Dist metab aminoacidos cad ramif e acid grax";-;-;-;-;2;1;2;-;1;-;-;1;1;-;1;-;-;-;-;-;-;-;9
"E72   Outr disturbios metabolismo de aminoacidos";-;1;5;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;3;2;-;14
"E74   Outr disturbios do metabolismo carboidratos";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;3;-;1;1;-;-;8
"E75   Disturb metab esfingolip e outr depos lipid";-;-;-;-;4;2;3;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;11
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"E77   Disturbios do metabolismo de glicoproteinas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;6;1;11
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;1;-;-;-;-;2;-;-;1;7;5;10;18;23;32;42;35;43;88;-;307
"E79   Disturbios metabolismo purina e pirimidina";-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;3
"E80   Disturbios metab porfirina e bilirrubina";-;-;-;-;-;-;-;-;-;-;2;-;1;-;2;-;-;-;-;-;-;-;5
"E83   Disturbios do metabolismo de minerais";-;-;-;-;-;-;2;-;3;1;-;-;1;-;1;1;3;3;7;5;3;-;30
"E84   Fibrose cistica";1;2;3;-;1;3;3;2;1;1;1;2;-;1;-;-;1;4;3;5;1;-;35
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;1;2;2;1;1;4;3;6;2;4;-;26
"E86   Deplecao de volume";-;-;2;-;1;2;-;-;1;-;1;1;2;5;3;11;8;19;35;58;279;2;430
"E87   Outr transt equil hidroeletr e acido-basic";1;1;6;-;3;-;-;1;4;1;1;3;3;6;8;10;15;18;23;33;118;-;255
"E88   Outr disturbios metabolicos";-;3;3;-;2;-;1;1;1;3;-;3;2;4;7;7;7;10;10;10;62;-;136
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;4;13;14;70;-;107
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;7;12;15;56;94;808;-;998
"F05   Delirium nao induz alcool outr subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;5;10;-;19
"F06   Outr transt ment lesao disf cereb doenc fis";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;1;1;-;-;5
"F07   Transt pers comport dev doen lesao disf cer";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"F09   Transt mental organico ou sintomatico NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;1;-;3;26;40;90;128;169;169;155;92;60;26;15;15;4;993
"F11   Transt mentais e comport dev uso de opiaceos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"F13   Transt mentais comport dev uso sedat hipnot";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F14   Transt mentais e comport dev uso da cocaina";-;-;-;-;-;-;-;1;1;4;1;2;-;4;1;-;-;-;-;1;-;-;15
"F15   Transt ment comp uso outr estim incl cafeina";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"F16   Transt mentais comport dev uso alucinogenos";-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;3
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;4;2;3;5;8;10;20;14;15;11;9;18;1;120
"F18   Transt mentais comport dev uso solv volateis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;2;3;3;4;6;7;2;2;1;-;-;-;-;-;1;31
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;2;1;-;3;4;6;7;5;3;1;1;4;5;-;42
"F21   Transt esquizotipico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F23   Transt psicoticos agudos e transitorios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;3
"F29   Psicose nao-organica NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2
"F31   Transt afetivo bipolar";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;1;-;2;-;1;-;8
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;-;-;1;-;1;3;7;6;5;6;3;5;15;-;52
"F33   Transt depressivo recorrente";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;1;-;-;-;5
"F34   Transt de humor persistentes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F40   Transt fobico-ansiosos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"F41   Outr transt ansiosos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;1;1;-;1;1;7
"F43   Reacoes ao stress grave e transt adaptacao";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2
"F44   Transt dissociativos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2
"F48   Outr transt neuroticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F50   Transt da alimentacao";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;3
"F51   Transt nao-organicos sono dev fat emocionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F60   Transt especificos da personalidade";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;4
"F63   Transt dos habitos e dos impulsos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F70   Retardo mental leve";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"F72   Retardo mental grave";-;-;-;-;-;-;-;-;-;1;2;1;1;1;-;1;-;-;-;-;-;-;7
"F73   Retardo mental profundo";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"F79   Retardo mental NE";-;-;-;-;-;2;-;-;2;2;1;2;2;1;1;1;1;-;1;1;1;-;18
"F80   Transt especificos desenvolv fala linguagem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F84   Transt globais do desenvolv";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"F88   Outr transt do desenvolv psicologico";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"F89   Transt do desenvolv psicologico NE";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"F90   Transt hipercineticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F91   Disturbios de conduta";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"F99   Transt mental NE em outr parte";-;-;-;-;-;-;-;-;-;2;3;2;2;1;2;3;1;4;1;-;3;-;24
"G00   Meningite bacter NCOP";-;4;26;-;16;11;7;9;3;11;15;19;27;20;25;28;16;18;9;4;14;1;283
"G03   Meningite dev outr causas e a causas NE";-;9;9;-;7;2;3;2;2;1;5;4;4;6;4;8;2;8;2;2;3;-;83
"G04   Encefalite mielite e encefalomielite";-;-;4;-;5;3;2;6;6;6;7;5;2;4;6;2;3;4;5;2;5;-;77
"G06   Abscesso granuloma intracran intra-raquid";-;1;1;-;-;1;-;1;1;3;1;2;4;8;2;4;2;2;3;2;5;-;43
"G08   Flebite tromboflebite intracran intra-raquid";-;-;-;-;-;-;-;-;-;1;-;1;1;2;1;1;-;-;-;1;-;-;8
"G09   Sequelas doenc inflam sist nerv centr";-;-;1;-;1;1;3;3;2;-;3;-;1;1;1;-;1;2;2;1;1;1;25
"G10   Doenc de Huntington";-;-;-;-;-;-;-;-;-;-;-;1;-;4;2;4;5;1;1;-;2;-;20
"G11   Ataxia hereditaria";-;-;-;-;-;-;2;3;-;-;-;-;1;1;-;4;1;-;-;-;-;-;12
"G12   Atrofia muscular espinal e sindr correlatas";-;-;3;-;4;1;3;3;-;1;3;3;5;19;26;45;25;36;30;26;20;-;253
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;7;16;45;75;140;418;-;703
"G21   Parkinsonismo secund";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;3
"G23   Outr doenc degenerativas dos ganglios base";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"G25   Outr doenc extrapiramidais transt movimentos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;18;42;93;250;531;2562;-;3501
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;2;-;2;1;1;-;3;2;5;5;7;10;4;6;8;10;8;18;46;-;138
"G35   Esclerose mult";-;-;-;-;-;-;-;1;-;3;2;4;7;13;10;7;6;4;7;10;5;-;79
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;-;-;-;-;1;-;1;1;1;1;1;-;2;-;1;-;-;-;-;9
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;2;1;1;3;2;3;-;15
"G40   Epilepsia";-;-;2;-;9;5;6;14;17;20;16;23;39;30;35;22;28;17;20;20;28;1;352
"G41   Estado de mal epileptico";-;-;-;-;4;2;1;2;-;-;2;2;5;5;3;2;1;5;2;2;3;-;41
"G45   Acid vasc cerebr isquemicos trans sindr corr";-;-;-;-;-;-;-;-;-;-;-;2;1;1;4;4;3;3;8;8;13;-;47
"G47   Disturbios do sono";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2
"G52   Transt de outr nervos cranianos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G58   Outr mononeuropatias";-;-;-;-;1;-;-;1;1;-;-;1;-;1;-;-;1;-;2;-;3;-;11
"G60   Neuropatia hereditaria e idiopatica";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;-;5
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;1;2;-;1;3;1;4;5;-;2;3;1;5;-;28
"G62   Outr polineuropatias";-;-;2;-;5;1;2;-;3;-;-;-;3;4;2;6;3;7;4;4;10;-;56
"G64   Outr transt do sist nervoso periferico";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"G70   Miastenia gravis outr transt neuromusculares";-;-;-;-;-;-;1;1;-;2;1;-;-;1;1;1;6;3;6;4;5;-;32
"G71   Transt prim dos musculos";-;-;2;-;2;1;4;12;10;3;2;3;3;4;3;3;3;4;2;2;1;-;64
"G72   Outr miopatias";-;-;-;-;-;-;1;1;-;-;-;-;1;2;1;-;1;-;1;1;3;-;12
"G80   Paralisia cerebral";1;-;3;-;28;25;33;40;45;30;11;9;4;9;7;3;3;4;2;1;2;-;260
"G82   Paraplegia e tetraplegia";-;-;1;-;-;-;1;1;2;5;2;5;3;2;3;5;2;-;3;4;7;-;46
"G83   Outr sindr paraliticas";-;-;1;-;-;-;1;-;-;-;-;-;-;1;2;-;-;1;-;3;6;-;15
"G90   Transt do sist nervoso autonomo";-;-;1;-;1;-;-;-;-;1;1;-;1;2;-;2;1;3;-;2;4;-;19
"G91   Hidrocefalia";-;-;8;-;15;7;12;7;2;5;8;8;15;2;6;5;10;10;7;15;15;-;157
"G92   Encefalopatia toxica";-;-;-;-;-;-;-;-;-;1;-;1;1;2;3;2;-;-;1;1;-;-;12
"G93   Outr transt do encefalo";1;-;20;-;26;19;20;24;26;22;23;19;40;43;56;60;56;59;37;52;98;-;701
"G95   Outr doenc da medula espinal";-;-;-;-;-;-;-;2;-;1;-;-;1;2;1;3;1;4;2;4;4;-;25
"G96   Outr transt do sist nervoso central";-;-;-;-;-;-;-;-;1;-;-;-;-;1;3;2;3;3;1;1;1;-;16
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;1;1;1;-;-;-;-;-;3;1;2;1;5;2;1;6;-;24
"H34   Oclusoes vasculares da retina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"H43   Transt do humor vitreo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"H57   Outr transt do olho e anexos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2
"H66   Otite media supurativa e as NE";-;-;-;-;-;1;-;-;-;-;-;1;1;2;-;-;-;-;1;1;2;-;9
"H70   Mastoidite e afeccoes correlatas";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"H71   Colesteatoma do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"H74   Outr transt do ouvido medio e da mastoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"H83   Outr transt do ouvido interno";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"I00   Febre reumatica s/mencao de compr do coracao";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;1;-;-;-;-;-;5
"I01   Febre reumatica c/compr do coracao";-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;-;2;3;1;-;-;-;11
"I05   Doenc reumaticas da valva mitral";-;-;-;-;1;-;-;1;7;5;10;16;19;28;30;55;53;40;43;33;54;-;395
"I06   Doenc reumaticas da valva aortica";-;-;-;-;-;-;1;1;1;1;-;1;1;-;3;2;2;4;3;6;12;-;38
"I07   Doenc reumaticas da valva tricuspide";-;-;-;-;-;-;-;-;-;-;2;-;-;3;-;1;2;3;2;-;3;-;16
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;-;-;3;2;5;7;14;16;14;16;12;19;17;22;-;147
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;1;-;2;2;1;2;2;3;5;1;3;2;1;2;-;27
"I10   Hipertensao essencial";-;-;-;-;-;-;1;-;3;5;12;24;58;131;172;244;274;306;376;440;1120;-;3166
"I11   Doenc cardiaca hipertensiva";-;-;-;-;1;-;-;3;5;5;15;40;72;117;193;257;338;359;438;491;1267;2;3603
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;1;6;5;6;15;17;41;62;71;76;91;97;115;281;1;885
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;1;1;2;3;5;6;8;21;18;51;49;66;78;150;-;459
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;1;-;-;1;7;6;9;12;16;21;16;38;-;127
"I21   Infarto agudo do miocardio";-;-;1;-;-;-;1;15;27;60;134;279;573;1116;1567;1986;2276;2372;2466;2491;4739;31;20134
"I22   Infarto do miocardio recorrente";-;-;-;-;-;-;-;-;-;-;1;-;-;3;2;-;7;4;8;6;9;-;40
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;3;2;4;8;9;23;70;99;140;145;190;206;383;-;1282
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;1;-;7;12;32;100;171;305;419;520;567;740;829;1937;5;5645
"I26   Embolia pulmonar";-;-;-;-;1;-;1;9;14;31;43;51;79;103;110;118;135;193;221;239;648;6;2002
"I27   Outr form de doenc cardiaca pulmonar";4;-;10;-;3;1;2;3;1;5;7;10;7;11;16;14;33;33;38;45;84;-;327
"I28   Outr doenc dos vasos pulmonares";-;-;-;-;1;-;-;-;-;-;-;1;3;1;5;5;6;1;2;2;3;-;30
"I30   Pericardite aguda";-;-;-;-;-;-;-;1;-;1;1;-;4;-;2;2;6;6;5;6;5;-;39
"I31   Outr doenc do pericardio";1;1;3;-;-;1;-;-;1;3;-;5;4;7;11;11;10;10;14;12;14;-;108
"I33   Endocardite aguda e subaguda";-;-;4;-;4;-;3;-;2;6;4;8;11;8;22;24;18;25;24;20;25;-;208
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;-;2;3;4;5;5;7;9;23;27;29;32;32;66;-;244
