 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Período:2020
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;1;-;4
"D37   Neopl comp incerto/desc cav oral e org dig";-;-;-;-;-;-;-;-;-;-;-;2;-;2;3;5;8;19;10;9;28;-;86
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;-;-;1;-;1;-;2;2;13;7;11;14;16;15;23;-;105
"D39   Neopl comp incerto/desconh org genitais fem";-;-;-;-;-;-;-;-;-;-;-;1;2;4;-;3;3;3;3;4;4;-;27
"D40   Neopl comp incerto/desconh org genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;5;8;-;18
"D41   Neopl comp incerto/desconh orgaos urinarios";-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;-;1;1;5;3;9;-;23
"D42   Neopl comp incerto/desconhecido meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;3
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-;-;-;2;-;1;-;-;1;2;4;3;6;8;11;8;10;13;10;3;-;82
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;1;2;2;-;1;-;9
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;6;-;11
"D46   Sindr mielodisplasicas";-;-;-;-;1;1;-;1;-;2;2;-;4;3;4;5;14;19;29;45;120;-;250
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;1;-;-;-;4;2;4;1;2;7;3;10;10;12;15;20;32;-;123
"D48   Neopl comp inc/desconh outr localiz e NE";-;-;-;-;1;-;-;-;2;-;2;-;3;2;6;7;10;17;12;10;26;-;98
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;2;3;7;9;5;31;-;61
"D51   Anemia p/defic de vitamina B12";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;3;-;5
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;3;1;1;1;4;25;-;39
"D55   Anemia dev transt enzimaticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"D56   Talassemia";-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;-;1;-;-;-;3;-;8
"D57   Transt falciformes";-;-;1;-;1;2;1;8;10;9;3;8;9;2;5;5;3;4;3;-;1;-;75
"D58   Outr anemias hemoliticas hereditarias";-;-;-;-;-;-;-;-;-;2;-;2;-;-;2;1;1;-;2;4;-;-;14
"D59   Anemia hemolitica adquir";-;-;1;-;1;-;1;-;-;-;-;1;-;3;2;2;2;6;3;9;7;-;38
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;3;1;1;-;7
"D61   Outr anemias aplasticas";-;-;2;-;1;3;3;1;5;3;4;12;4;3;10;14;15;22;19;25;37;-;183
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;2;3;-;9
"D64   Outr anemias";-;-;-;-;1;-;-;1;2;2;2;6;8;8;11;17;20;22;31;27;141;1;300
"D65   Coagulacao intravascular disseminada";-;-;9;-;1;2;1;-;2;-;3;1;1;2;2;4;3;6;4;5;6;-;52
"D66   Defic hereditaria do fator VIII";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"D68   Outr defeitos da coagulacao";-;-;4;-;-;-;-;1;1;4;5;2;11;10;5;16;19;18;16;24;52;-;188
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;1;-;-;2;4;7;2;6;5;9;5;5;14;13;13;24;-;110
"D70   Agranulocitose";-;-;-;-;-;1;-;-;1;1;-;1;2;2;2;1;3;2;3;5;7;-;31
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;5
"D72   Outr transt dos globulos brancos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;3;2;1;1;-;12
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;1;-;-;1;3;2;-;1;4;1;4;1;-;18
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;-;-;2;-;1;-;1;1;3;4;5;5;5;12;-;39
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;1;-;1;1;2;2;3;-;-;-;-;-;-;2;-;-;-;1;1;-;14
"D80   Imunodefic c/predom defeitos anticorpos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"D81   Defic imunitarias combinadas";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"D82   Imunodeficiencia assoc c/outr defeitos major";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;4
"D84   Outr imunodeficiencias";-;-;1;-;-;-;1;-;-;1;2;1;1;-;2;1;1;1;3;1;3;-;19
"D86   Sarcoidose";-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;2;4;2;-;-;-;12
"D89   Outr transt q comprom mecanismo imunit NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;-;1;-;-;-;2;13;4;6;11;18;13;25;101;-;194
"E04   Outr bocios nao-toxicos";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;4;4;-;10
"E05   Tireotoxicose";-;-;-;-;-;-;-;1;-;1;2;4;1;1;2;1;7;2;1;2;10;-;35
"E06   Tireoidite";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2
"E07   Outr transt da tireoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;2;7;-;13
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;1;2;6;17;18;23;19;35;45;72;82;136;169;181;164;299;-;1269
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;1;-;-;-;1;1;1;4;3;14;24;48;71;114;176;240;268;297;676;-;1939
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;1;-;-;-;-;1;-;-;-;6;-;3;5;3;5;8;27;-;59
"E13   Outr tipos espec de diabetes mellitus";-;-;-;-;-;-;-;1;2;-;1;-;2;2;2;2;3;5;6;4;15;-;45
"E14   Diabetes mellitus NE";-;-;-;-;-;-;-;10;28;45;69;90;164;293;476;800;1062;1380;1505;1518;3499;1;10940
"E15   Coma hipoglicemico nao-diabetico";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;1;-;-;5
"E16   Outr transt da secrecao pancreatica interna";-;-;1;-;-;-;-;-;3;-;1;2;5;5;5;8;11;10;5;5;25;-;86
"E21   Hiperparatireoid e out transt gland paratir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E22   Hiperfuncao da hipofise";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E23   Hipofuncao e outr transt da hipofise";-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;1;-;2;1;1;-;-;8
"E24   Sindr de Cushing";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;3
"E26   Hiperaldosteronismo";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;-;4
"E27   Outr transt da gland supra-renal";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;5;5;-;1;-;13
"E31   Disfuncao poliglandular";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"E32   Doenc do timo";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;3
"E34   Outr transt endocrinos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;3
"E40   Kwashiorkor";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;3
"E41   Marasmo nutricional";-;-;-;-;1;-;-;-;-;1;-;1;2;3;1;5;3;2;3;11;34;-;67
"E42   Kwashiorkor marasmatico";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"E43   Desnutric proteico-calorica grave NE";-;-;1;-;-;2;-;1;-;1;-;2;4;5;7;7;8;17;16;24;95;-;190
"E44   Desnutric proteico-calorica grau moder leve";-;-;-;-;-;-;-;1;-;-;-;1;2;4;1;3;3;5;9;9;50;-;88
"E45   Atraso desenv dev desnutric proteico-caloric";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"E46   Desnutric proteico-calorica NE";-;-;3;-;2;-;1;2;1;-;1;2;3;6;12;5;16;18;24;38;193;1;328
"E50   Defic de vitamina A";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"E51   Defic de tiamina";-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;-;-;-;1;-;-;-;7
"E52   Defic de niacina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E53   Defic de outr vitaminas do grupo B";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"E55   Defic de vitamina D";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E56   Outr defic vitaminicas";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E63   Outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;4
"E64   Sequelas desnutric e outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;3;3;2;-;1;4;-;18
"E66   Obesidade";-;-;-;-;-;-;-;2;14;25;50;84;80;92;93;110;119;100;79;57;94;-;999
"E67   Outr form de hiperalimentacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E70   Disturbios metabolism aminoacidos aromaticos";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2
"E71   Dist metab aminoacidos cad ramif e acid grax";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"E72   Outr disturbios metabolismo de aminoacidos";-;-;1;-;3;-;-;2;-;1;-;1;-;1;1;-;-;2;-;1;5;-;18
"E73   Intolerancia a lactose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"E74   Outr disturbios do metabolismo carboidratos";-;-;1;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"E75   Disturb metab esfingolip e outr depos lipid";-;-;1;-;2;1;4;2;1;1;-;1;1;-;-;-;2;-;-;-;-;-;16
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"E77   Disturbios do metabolismo de glicoproteinas";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;3
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;3;4;4;5;7;16;20;20;40;43;52;48;157;-;419
"E79   Disturbios metabolismo purina e pirimidina";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;4
"E80   Disturbios metab porfirina e bilirrubina";-;-;1;-;-;-;-;-;-;1;-;-;2;2;-;1;-;-;-;1;-;-;8
"E83   Disturbios do metabolismo de minerais";1;-;-;-;1;-;-;-;2;-;-;-;2;1;1;5;4;4;3;10;8;-;42
"E84   Fibrose cistica";-;-;-;-;1;1;3;-;1;-;1;1;-;-;-;1;2;5;6;11;6;-;39
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;7;6;7;7;6;11;-;47
"E86   Deplecao de volume";-;-;1;-;-;-;1;-;1;2;-;-;1;5;7;6;11;13;22;27;211;1;309
"E87   Outr transt equil hidroeletr e acido-basic";2;-;3;-;2;-;-;-;1;3;3;7;9;12;18;24;31;40;53;60;261;-;529
"E88   Outr disturbios metabolicos";-;1;6;-;1;-;-;-;-;-;-;1;7;6;9;14;13;11;21;18;72;-;180
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;4;7;13;96;-;123
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;7;13;35;42;72;840;-;1011
"F05   Delirium nao induz alcool outr subst psicoat";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;6;-;2;18;-;30
"F06   Outr transt ment lesao disf cereb doenc fis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"F09   Transt mental organico ou sintomatico NE";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;3
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;2;5;14;38;61;109;168;204;202;158;103;76;30;28;1;1199
"F11   Transt mentais e comport dev uso de opiaceos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"F12   Transt mentais comport dev uso canabinoides";-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;1;-;-;-;-;4
"F13   Transt mentais comport dev uso sedat hipnot";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"F14   Transt mentais e comport dev uso da cocaina";-;-;-;-;-;-;-;1;5;9;9;7;6;2;4;4;2;3;-;-;-;-;52
"F15   Transt ment comp uso outr estim incl cafeina";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;1;2;5;3;14;21;32;40;69;49;40;25;45;-;346
"F18   Transt mentais comport dev uso solv volateis";-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;10;14;15;23;22;24;11;10;7;3;2;-;-;-;-;141
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;1;2;3;6;8;10;17;30;24;25;13;15;26;-;180
"F23   Transt psicoticos agudos e transitorios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2
"F25   Transt esquizoafetivos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F29   Psicose nao-organica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"F31   Transt afetivo bipolar";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;3;2;3;2;1;-;13
"F32   Episodios depressivos";-;-;-;-;-;-;-;1;1;2;-;1;7;9;6;6;8;10;8;13;26;-;98
"F33   Transt depressivo recorrente";-;-;-;-;-;-;-;-;-;-;1;2;-;2;1;1;2;3;-;2;3;-;17
"F34   Transt de humor persistentes";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"F40   Transt fobico-ansiosos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F41   Outr transt ansiosos";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;3;-;4;-;-;4;-;13
"F42   Transt obsessivo-compulsivo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;-;4
"F44   Transt dissociativos";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2
"F45   Transt somatoformes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"F50   Transt da alimentacao";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;3
"F54   Fat psicolog comport assoc doenc transt COP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"F60   Transt especificos da personalidade";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;2
"F70   Retardo mental leve";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"F71   Retardo mental moderado";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;3
"F72   Retardo mental grave";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;2;-;1;-;-;-;-;5
"F79   Retardo mental NE";-;-;-;-;-;-;-;-;-;-;-;3;1;-;2;1;-;-;-;2;-;-;9
"F80   Transt especificos desenvolv fala linguagem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"F84   Transt globais do desenvolv";-;-;-;-;-;-;1;-;1;1;3;1;-;-;-;1;-;1;-;-;-;-;9
"F89   Transt do desenvolv psicologico NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"F90   Transt hipercineticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"F99   Transt mental NE em outr parte";-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;-;4;1;2;1;-;-;12
"G00   Meningite bacter NCOP";-;1;16;-;4;-;5;2;4;7;5;4;10;8;12;7;11;9;17;6;9;3;140
"G03   Meningite dev outr causas e a causas NE";1;-;2;-;2;1;2;1;-;2;2;1;3;2;4;2;2;6;3;2;1;-;39
"G04   Encefalite mielite e encefalomielite";-;-;2;-;3;3;3;-;6;5;1;7;3;7;7;8;11;7;7;5;14;-;99
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;-;-;1;-;-;1;1;1;3;6;-;3;3;6;9;2;4;-;40
"G08   Flebite tromboflebite intracran intra-raquid";-;-;1;-;-;-;1;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;5
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;1;1;2;-;-;1;1;2;1;2;3;3;1;1;2;3;8;-;32
"G10   Doenc de Huntington";-;-;-;-;-;-;-;-;1;-;1;3;5;3;7;5;4;7;4;2;6;-;48
"G11   Ataxia hereditaria";-;-;-;-;-;-;-;-;-;1;-;2;2;1;1;3;3;2;2;1;1;-;19
"G12   Atrofia muscular espinal e sindr correlatas";-;-;-;-;3;3;1;-;2;1;3;7;9;15;29;55;68;77;83;52;47;-;455
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;12;31;49;117;187;696;-;1098
"G21   Parkinsonismo secund";-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;3;1;1;1;3;3;-;16
"G23   Outr doenc degenerativas dos ganglios base";-;-;-;-;-;-;-;-;-;-;2;2;1;-;-;-;1;4;2;4;4;-;20
"G24   Distonia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"G25   Outr doenc extrapiramidais transt movimentos";-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;1;-;1;-;1;1;-;7
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;1;-;5;31;59;170;393;751;5043;-;6453
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;1;-;-;-;-;1;4;-;-;3;5;4;9;13;16;31;46;72;459;-;664
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;3;2;2;6;9;6;9;13;9;3;7;4;-;73
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;-;3;1;-;-;8
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;2;-;-;-;-;1;-;1;2;2;1;6;2;-;3;4;-;24
"G40   Epilepsia";-;-;4;-;10;4;11;15;19;21;26;39;47;50;49;68;55;43;53;47;74;-;635
"G41   Estado de mal epileptico";-;-;3;-;2;2;1;6;3;1;2;5;2;7;3;14;7;6;7;5;15;-;91
"G45   Acid vasc cerebr isquemicos trans sindr corr";-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;2;5;4;2;19;-;36
"G47   Disturbios do sono";-;-;-;-;-;-;-;-;-;1;-;1;-;2;1;-;-;-;-;-;1;-;6
"G58   Outr mononeuropatias";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;3
"G60   Neuropatia hereditaria e idiopatica";-;-;-;-;-;2;1;-;-;-;-;-;2;-;-;-;-;1;-;-;2;-;8
"G61   Polineuropatia inflam";-;-;-;-;-;1;-;2;2;1;-;7;3;3;4;4;7;6;7;4;8;-;59
"G62   Outr polineuropatias";-;-;-;-;-;-;1;-;-;-;-;2;2;3;1;4;5;4;9;5;8;-;44
"G64   Outr transt do sist nervoso periferico";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;2
"G70   Miastenia gravis outr transt neuromusculares";-;-;-;-;-;-;-;-;2;1;1;-;-;1;1;-;3;4;8;5;12;-;38
"G71   Transt prim dos musculos";-;-;-;-;2;1;5;15;12;11;3;6;-;5;4;6;4;3;2;1;2;-;82
"G72   Outr miopatias";-;-;-;-;-;-;1;-;-;-;1;1;-;2;-;-;1;2;1;1;-;-;10
"G80   Paralisia cerebral";-;-;5;-;12;10;24;28;35;16;22;20;23;12;8;12;8;5;2;3;2;-;247
"G81   Hemiplegia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G82   Paraplegia e tetraplegia";-;-;-;-;-;-;-;1;-;1;3;3;4;3;2;5;4;3;4;1;3;-;37
"G83   Outr sindr paraliticas";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;3;-;1;-;-;-;-;7
"G90   Transt do sist nervoso autonomo";-;-;1;-;-;-;-;-;-;-;1;3;2;4;4;2;5;3;2;1;16;-;44
"G91   Hidrocefalia";-;-;8;-;14;4;8;6;4;8;-;3;6;7;17;9;13;10;12;16;31;-;176
"G92   Encefalopatia toxica";-;-;1;-;-;-;-;-;-;-;-;-;1;2;2;1;5;2;2;1;1;-;18
"G93   Outr transt do encefalo";-;1;15;-;15;2;5;19;21;14;16;18;27;27;27;42;45;67;46;43;89;-;539
"G95   Outr doenc da medula espinal";-;-;-;-;-;-;-;-;-;-;-;1;5;1;2;-;3;4;4;5;5;-;30
"G96   Outr transt do sist nervoso central";-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;3;1;-;2;3;4;-;17
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;1;1;1;8;-;15
"H05   Transt da orbita";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"H44   Transt do globo ocular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"H60   Otite externa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2
"H65   Otite media nao-supurativa";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;1;2;-;6
"H66   Otite media supurativa e as NE";-;-;1;-;-;-;-;-;1;-;1;-;-;2;1;-;-;1;-;-;2;-;9
"H70   Mastoidite e afeccoes correlatas";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;3;3;1;4;-;14
"H74   Outr transt do ouvido medio e da mastoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"I00   Febre reumatica s/mencao de compr do coracao";-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;1;3;-;-;-;-;8
"I01   Febre reumatica c/compr do coracao";-;-;-;-;-;-;1;1;-;-;-;3;4;1;2;1;3;4;1;3;3;-;27
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;-;-;1;6;3;6;12;8;16;29;26;17;24;27;-;175
"I06   Doenc reumaticas da valva aortica";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;5;2;3;1;3;-;17
"I07   Doenc reumaticas da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2;4;-;8
"I08   Doenc de mult valvas";-;-;-;-;-;1;-;-;-;-;-;3;7;-;9;9;14;14;15;11;14;-;97
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;1;1;1;1;-;-;-;8
"I10   Hipertensao essencial";-;-;-;-;-;1;-;3;1;5;14;49;94;177;269;363;531;629;718;720;2492;-;6066
"I11   Doenc cardiaca hipertensiva";-;-;1;-;-;1;-;-;2;5;8;24;65;101;140;232;342;416;509;575;1979;-;4400
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;1;3;6;9;13;16;38;60;67;78;92;144;132;416;-;1075
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;1;-;-;1;9;2;18;23;28;60;61;93;98;338;-;732
"I15   Hipertensao secund";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;1;-;3;4;5;8;12;9;16;13;28;-;99
"I21   Infarto agudo do miocardio";-;-;-;-;-;-;2;58;88;117;165;317;586;919;1428;1978;2672;2804;2843;2516;5760;18;22271
"I22   Infarto do miocardio recorrente";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;3;3;3;6;2;4;-;23
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;1;1;3;1;7;11;19;48;68;99;122;122;113;312;-;927
"I25   Doenc isquemica cronica do coracao";-;-;1;-;-;-;-;11;11;20;18;42;83;117;163;290;430;504;543;537;1412;5;4187
"I26   Embolia pulmonar";-;-;-;-;-;1;3;8;16;33;47;72;89;71;90;127;131;185;205;216;622;3;1919
"I27   Outr form de doenc cardiaca pulmonar";-;-;11;-;-;-;-;-;2;7;2;8;5;13;9;14;19;28;29;31;90;-;268
"I28   Outr doenc dos vasos pulmonares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;2;-;6
"I30   Pericardite aguda";-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;3;2;4;1;1;2;-;16
"I31   Outr doenc do pericardio";1;-;1;-;-;-;-;1;-;3;3;4;4;5;5;13;8;15;13;22;26;-;124
"I33   Endocardite aguda e subaguda";-;-;4;-;1;-;-;2;1;4;6;4;3;10;12;12;31;34;24;24;32;-;204
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;2;-;-;-;1;-;-;4;13;12;11;22;29;41;35;32;80;-;282
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;-;-;1;1;1;1;6;6;9;10;14;34;54;67;74;90;268;-;636
"I36   Transt nao-reumaticos da valva tricuspide";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;2;1;-;1;4;-;11
"I37   Transt da valva pulmonar";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
