 Mortalidade - Brasil;;;;;;;;;;;;;;;;;;;;;;;
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det;;;;;;;;;;;;;;;;;;;;;;;
Unidade da Federação: São Paulo;;;;;;;;;;;;;;;;;;;;;;;
Período:2016;;;;;;;;;;;;;;;;;;;;;;;
Categoria CID-10;0 a 6 dias;7 a 27 dias;28 a 364 dias;Menor 1 ano (ign);1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos e mais;Idade ignorada;Total
D41   Neopl comp incerto/desconh orgaos urinarios;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;2;1;5;7;-;17
D42   Neopl comp incerto/desconhecido meninges;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;3
D43   Neopl comp inc/desc encefalo sist nerv centr;-;-;-;-;1;3;-;-;-;3;4;1;2;6;6;9;9;8;8;8;7;-;75
D44   Neopl comp incerto/desconh gland endocrinas;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;2;1;2;1;2;3;-;15
D45   Policitemia vera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;2;8;-;13
D46   Sindr mielodisplasicas;-;-;-;-;2;1;-;-;-;-;-;4;1;1;7;11;12;29;34;43;125;-;270
D47   Out neop comp inc/des tec linf hemat tec cor;-;-;-;-;-;-;-;-;-;-;1;5;4;4;4;13;15;18;16;18;30;-;128
D48   Neopl comp inc/desconh outr localiz e NE;-;-;-;-;1;-;1;-;-;2;1;4;3;8;5;9;5;5;8;4;17;-;73
D50   Anemia p/defic de ferro;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;2;1;6;3;13;-;28
D51   Anemia p/defic de vitamina B12;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;1;-;5
D53   Outr anemias nutricionais;-;-;-;-;-;-;-;-;1;-;-;-;1;3;3;3;3;3;7;9;24;-;57
D56   Talassemia;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;2;-;4
D57   Transt falciformes;-;-;1;-;3;2;3;3;7;5;11;10;5;7;1;2;2;5;3;1;1;-;72
D58   Outr anemias hemoliticas hereditarias;-;-;-;-;-;-;-;-;-;-;3;3;-;-;1;1;2;1;3;3;1;-;18
D59   Anemia hemolitica adquir;-;-;1;-;1;-;1;1;2;-;1;-;1;2;6;-;2;1;1;4;6;-;30
D60   Aplasia pura da serie vermelha adquir;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;3;-;1;1;3;3;-;13
D61   Outr anemias aplasticas;-;1;2;-;5;1;2;3;5;4;6;8;10;15;8;16;9;19;15;17;30;-;176
D62   Anemia aguda pos-hemorragica;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;2;3;3;-;6;-;18
D64   Outr anemias;-;-;-;-;-;1;1;4;1;2;2;2;7;6;23;18;19;23;30;47;156;-;342
D65   Coagulacao intravascular disseminada;-;-;7;-;5;2;1;-;-;2;1;1;5;1;5;6;4;2;8;4;10;-;64
D66   Defic hereditaria do fator VIII;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;3
D68   Outr defeitos da coagulacao;1;2;3;-;1;-;-;1;2;2;4;5;4;8;8;13;13;15;16;23;47;-;168
D69   Purpura e outr afeccoes hemorragicas;-;-;1;-;-;2;1;1;-;6;4;9;4;7;7;7;9;14;14;8;28;-;122
D70   Agranulocitose;-;-;2;-;1;1;-;1;1;1;-;-;3;3;3;8;2;6;5;6;5;-;48
D71   Transt func neutrofilos polimorfonucleares;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;4;-;-;-;7
D72   Outr transt dos globulos brancos;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;1;-;-;1;-;-;-;6
D73   Doenc do baco;-;-;-;-;-;-;-;-;1;2;1;-;2;-;2;-;1;1;3;4;3;-;20
D75   Outr doenc sangue e orgaos hematopoeticos;-;-;-;-;1;-;1;1;-;2;1;-;-;-;-;-;2;4;3;3;7;-;25
D76   Alg doenc q env tec linforr e sist reticuloh;-;-;6;-;5;1;3;-;-;1;1;1;-;2;2;2;1;-;-;-;1;-;26
D80   Imunodefic c/predom defeitos anticorpos;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
D81   Defic imunitarias combinadas;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
D82   Imunodeficiencia assoc c/outr defeitos major;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
D83   Imunodeficiencia comum variavel;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
D84   Outr imunodeficiencias;-;-;1;-;-;-;1;-;1;1;1;1;-;2;5;2;3;4;2;2;13;-;39
D86   Sarcoidose;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;2;-;-;-;6
D89   Outr transt q comprom mecanismo imunit NCOP;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
E00   Sindr de defic congen de iodo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
E03   Outr hipotireoidismos;-;-;1;-;-;-;-;1;-;-;-;1;-;2;4;6;7;6;7;8;66;-;109
E04   Outr bocios nao-toxicos;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;1;-;2;3;-;9
E05   Tireotoxicose;-;-;-;-;-;-;-;-;1;-;1;5;2;1;-;3;4;2;2;2;6;-;29
E06   Tireoidite;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
E07   Outr transt da tireoide;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;2
E10   Diabetes mellitus insulino-dependente;-;-;-;-;-;1;2;3;6;16;14;18;12;14;20;45;62;52;72;64;127;-;528
E11   Diabetes mellitus nao-insulino-dependemte;-;-;-;-;-;-;-;-;2;3;3;2;9;18;29;69;81;87;95;127;285;-;810
E12   Diabetes mellitus relac c/a desnutr;-;-;-;-;-;-;-;-;-;-;-;1;3;1;1;5;2;4;5;7;25;-;54
E13   Outr tipos espec de diabetes mellitus;-;-;-;-;-;-;-;-;-;-;-;1;-;-;6;4;5;7;13;4;10;-;50
E14   Diabetes mellitus NE;-;-;-;-;2;2;2;9;16;27;44;66;127;231;427;690;951;1070;1254;1311;2788;1;9018
E15   Coma hipoglicemico nao-diabetico;-;-;-;-;-;-;-;-;-;1;-;1;2;1;1;3;-;-;-;1;2;-;12
E16   Outr transt da secrecao pancreatica interna;-;-;1;-;2;-;-;-;1;1;4;1;1;3;7;9;4;4;3;7;24;-;72
E21   Hiperparatireoid e out transt gland paratir;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;3
E22   Hiperfuncao da hipofise;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
E23   Hipofuncao e outr transt da hipofise;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;1;-;1;-;2;-;7
E24   Sindr de Cushing;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;-;-;-;-;4
E25   Transt adrenogenitais;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;3
E26   Hiperaldosteronismo;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;3
E27   Outr transt da gland supra-renal;-;-;3;-;-;-;-;-;1;-;-;-;1;1;-;1;1;-;-;1;-;-;9
E31   Disfuncao poliglandular;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
E34   Outr transt endocrinos;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;3
E40   Kwashiorkor;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;4;-;6
E41   Marasmo nutricional;-;-;-;-;-;-;-;-;1;-;2;-;-;1;4;4;5;4;3;10;48;1;83
E43   Desnutric proteico-calorica grave NE;-;-;2;-;3;-;3;-;-;-;1;-;9;6;10;10;9;15;17;24;139;2;250
E44   Desnutric proteico-calorica grau moder leve;-;-;1;-;-;-;-;1;-;-;-;-;-;3;1;7;3;3;3;5;40;-;67
E46   Desnutric proteico-calorica NE;-;2;7;-;4;2;3;1;4;1;5;9;6;15;20;18;31;32;50;75;378;-;663
E51   Defic de tiamina;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;3
E53   Defic de outr vitaminas do grupo B;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
E54   Defic de acido ascorbico;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
E55   Defic de vitamina D;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
E59   Defic de selenio da dieta;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
E61   Defic de outr elementos nutrientes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
E63   Outr defic nutricionais;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;3
E64   Sequelas desnutric e outr defic nutricionais;-;-;-;-;-;-;-;-;1;-;1;-;-;1;1;-;1;-;2;3;9;-;19
E66   Obesidade;-;-;-;-;-;1;1;4;7;14;31;43;61;47;83;82;73;71;61;41;43;-;663
E67   Outr form de hiperalimentacao;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
E70   Disturbios metabolism aminoacidos aromaticos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;5
E71   Dist metab aminoacidos cad ramif e acid grax;-;-;1;-;1;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;6
E72   Outr disturbios metabolismo de aminoacidos;-;1;1;-;1;1;1;-;2;1;-;-;-;-;-;1;-;-;-;1;2;-;12
E73   Intolerancia a lactose;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
E74   Outr disturbios do metabolismo carboidratos;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;2;-;7
E75   Disturb metab esfingolip e outr depos lipid;-;-;-;-;8;-;-;2;-;-;-;1;-;-;-;-;1;-;-;-;2;-;14
E76   Disturbios metabolismo do glicosaminoglicano;-;-;-;-;2;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;1;-;7
E77   Disturbios do metabolismo de glicoproteinas;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;2;-;6;-;11
E78   Disturbios metab lipoproteinas e out lipidem;1;-;-;-;-;-;-;-;1;2;2;5;6;11;15;29;32;37;45;46;131;-;363
E79   Disturbios metabolismo purina e pirimidina;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
E80   Disturbios metab porfirina e bilirrubina;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;1;-;-;-;-;4
E83   Disturbios do metabolismo de minerais;-;-;-;-;1;-;-;-;1;2;1;-;-;2;3;3;3;5;7;1;15;-;44
E84   Fibrose cistica;1;-;2;-;1;1;4;2;4;1;1;2;1;1;1;5;2;4;4;2;5;-;44
E85   Amiloidose;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;4;2;4;2;11;5;-;33
E86   Deplecao de volume;-;-;5;-;3;-;-;-;-;1;1;1;1;3;7;16;14;19;26;44;268;1;410
E87   Outr transt equil hidroeletr e acido-basic;-;1;4;-;1;-;1;2;-;1;2;3;12;5;8;12;26;31;41;40;160;1;351
E88   Outr disturbios metabolicos;1;-;3;-;4;-;-;-;2;-;1;1;-;4;7;2;12;9;10;13;64;-;133
F01   Demencia vascular;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;6;8;21;90;-;129
F03   Demencia NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;9;21;34;96;885;-;1051
F05   Delirium nao induz alcool outr subst psicoat;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;15
F06   Outr transt ment lesao disf cereb doenc fis;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;2
F10   Transt mentais comport dev uso alcool;-;-;-;-;-;-;-;1;2;6;23;52;78;108;133;107;89;49;30;16;21;-;715
F11   Transt mentais e comport dev uso de opiaceos;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-;-;-;4
F12   Transt mentais comport dev uso canabinoides;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;4
F14   Transt mentais e comport dev uso da cocaina;-;-;-;-;-;-;-;-;1;4;4;4;1;1;2;1;-;1;-;-;-;-;19
F16   Transt mentais comport dev uso alucinogenos;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
F17   Transt mentais e comport dev uso de fumo;-;-;-;-;-;-;-;-;1;-;2;5;6;7;21;24;28;19;33;29;45;-;220
F18   Transt mentais comport dev uso solv volateis;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
F19   Transt ment comp mult drog out subst psicoat;-;-;-;-;-;-;1;1;7;8;10;6;9;6;3;1;1;2;-;-;-;-;55
F20   Esquizofrenia;-;-;-;-;-;-;-;-;1;2;5;3;3;12;13;11;9;4;6;6;12;-;87
F22   Transt delirantes persistentes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
F23   Transt psicoticos agudos e transitorios;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;2
F25   Transt esquizoafetivos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
F29   Psicose nao-organica NE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;4
F31   Transt afetivo bipolar;-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;-;1;-;2;1;-;-;11
F32   Episodios depressivos;-;-;-;-;-;-;-;-;-;-;2;1;2;6;4;6;6;7;2;12;13;-;61
F33   Transt depressivo recorrente;-;-;-;-;-;-;-;-;1;-;1;1;-;-;1;1;-;2;1;3;2;-;13
F41   Outr transt ansiosos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;1;-;5
F42   Transt obsessivo-compulsivo;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
F43   Reacoes ao stress grave e transt adaptacao;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
F44   Transt dissociativos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
F48   Outr transt neuroticos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
F50   Transt da alimentacao;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;4
F71   Retardo mental moderado;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
F72   Retardo mental grave;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;3
F73   Retardo mental profundo;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
F79   Retardo mental NE;-;-;-;-;-;-;-;-;1;1;-;1;-;-;2;1;-;-;-;-;-;-;6
F83   Transt especificos misto do desenvolv;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
F84   Transt globais do desenvolv;-;-;-;-;-;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
F89   Transt do desenvolv psicologico NE;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
F99   Transt mental NE em outr parte;-;-;-;-;-;1;-;-;1;1;-;-;2;1;-;-;1;-;-;1;2;-;10
G00   Meningite bacter NCOP;-;4;18;-;6;4;6;5;5;3;6;6;12;18;28;26;21;17;10;14;21;3;233
G03   Meningite dev outr causas e a causas NE;-;1;7;-;5;-;2;2;2;3;5;8;6;8;5;7;5;2;8;7;6;2;91
G04   Encefalite mielite e encefalomielite;-;-;1;-;5;3;1;7;8;2;8;7;4;2;10;7;8;5;6;3;12;-;99
G06   Abscesso granuloma intracran intra-raquid;-;-;-;-;-;-;-;-;1;-;3;1;4;6;4;5;7;2;9;5;6;-;53
G08   Flebite tromboflebite intracran intra-raquid;-;-;-;-;4;-;-;-;-;2;1;2;-;-;1;-;-;-;-;-;1;-;11
G09   Sequelas doenc inflam sist nerv centr;-;-;-;-;-;-;1;-;3;2;1;-;2;-;-;-;2;4;3;2;5;-;25
G10   Doenc de Huntington;-;-;-;-;-;-;-;-;-;-;2;6;4;3;8;3;6;2;2;3;3;-;42
G11   Ataxia hereditaria;-;-;-;-;-;-;-;1;-;1;3;-;2;-;1;3;4;5;3;1;1;-;25
G12   Atrofia muscular espinal e sindr correlatas;-;-;1;-;3;1;2;2;2;-;1;7;18;22;39;38;56;50;39;43;33;-;357
G20   Doenc de Parkinson;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;6;25;61;101;166;539;-;902
G21   Parkinsonismo secund;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;1;3;-;2;-;-;-;11
G23   Outr doenc degenerativas dos ganglios base;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;4;-;2;2;-;11
G24   Distonia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
G25   Outr doenc extrapiramidais transt movimentos;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;1;-;5
G30   Doenc de Alzheimer;-;-;-;-;-;-;-;-;-;-;-;-;2;2;4;11;52;123;283;657;4188;-;5322
G31   Outr doenc degenerativas sist nervoso NCOP;-;-;-;-;2;2;3;2;4;1;4;6;5;2;10;15;18;16;28;33;202;-;353
G35   Esclerose mult;-;-;-;-;-;-;-;1;1;-;3;3;8;7;5;8;11;7;3;7;7;-;71
G36   Outr desmielinizacoes disseminadas agudas;-;-;-;-;-;-;-;-;-;1;1;-;-;2;2;1;1;-;-;-;1;-;9
G37   Outr doenc desmielinizantes sist nerv centr;-;-;-;-;-;-;-;1;-;-;-;1;3;2;2;2;1;2;-;2;4;-;20
G40   Epilepsia;-;-;2;-;8;12;7;16;12;19;22;18;25;31;39;26;29;30;22;34;58;-;410
G41   Estado de mal epileptico;-;-;-;-;4;-;-;2;2;2;2;5;2;4;5;9;7;6;3;9;12;-;74
G45   Acid vasc cerebr isquemicos trans sindr corr;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;3;10;-;17
G47   Disturbios do sono;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;3
G58   Outr mononeuropatias;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;1;1;-;-;5
G60   Neuropatia hereditaria e idiopatica;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;1;4;-;8
G61   Polineuropatia inflam;-;-;-;-;-;-;1;2;1;-;1;1;4;5;5;5;3;8;7;6;2;-;51
G62   Outr polineuropatias;-;-;-;-;2;2;2;1;-;1;4;1;-;2;3;3;2;3;3;3;10;-;42
G64   Outr transt do sist nervoso periferico;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;3
G70   Miastenia gravis outr transt neuromusculares;-;-;-;-;-;1;1;1;1;-;-;-;7;2;2;3;4;5;6;8;11;-;52
G71   Transt prim dos musculos;-;-;2;-;3;1;4;20;6;10;5;4;8;3;5;8;4;8;1;2;5;-;99
G72   Outr miopatias;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;1;1;2;-;7
G80   Paralisia cerebral;-;-;8;-;25;22;36;54;38;30;23;18;18;14;6;7;9;3;6;3;6;-;326
G81   Hemiplegia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
G82   Paraplegia e tetraplegia;-;-;-;-;-;-;-;1;-;1;2;3;2;3;2;4;4;5;2;1;2;-;32
G83   Outr sindr paraliticas;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;2;-;6
G90   Transt do sist nervoso autonomo;-;-;1;-;1;-;-;-;-;-;-;1;-;-;3;1;2;1;2;2;4;-;18
G91   Hidrocefalia;-;-;16;-;21;8;9;8;4;5;2;5;3;4;10;7;13;14;14;15;36;-;194
G92   Encefalopatia toxica;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;4;1;1;1;2;-;13
G93   Outr transt do encefalo;-;2;23;-;36;18;21;22;12;10;16;25;28;32;43;63;49;49;66;59;93;-;667
G95   Outr doenc da medula espinal;-;-;-;-;-;-;1;-;-;-;1;-;1;-;2;-;5;3;3;4;8;-;28
G96   Outr transt do sist nervoso central;-;-;-;-;-;-;-;2;-;-;-;1;-;1;1;-;2;1;1;2;2;-;13
G98   Outr transt do sist nervoso NCOP;-;-;-;-;-;-;1;1;2;1;1;-;1;-;-;1;1;3;4;5;5;-;26
H05   Transt da orbita;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
H44   Transt do globo ocular;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;3
H60   Otite externa;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
H65   Otite media nao-supurativa;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
H66   Otite media supurativa e as NE;-;-;1;-;1;2;1;1;-;1;-;2;2;-;2;2;5;3;2;1;-;-;26
H70   Mastoidite e afeccoes correlatas;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;1;1;-;2;3;2;-;13
H81   Transt da funcao vestibular;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2
H83   Outr transt do ouvido interno;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
I00   Febre reumatica s/mencao de compr do coracao;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;1;-;1;-;-;1;-;7
I01   Febre reumatica c/compr do coracao;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;3;1;2;-;1;-;11
I05   Doenc reumaticas da valva mitral;-;-;-;-;-;1;-;-;1;3;3;10;15;15;25;33;34;39;35;32;34;-;280
I06   Doenc reumaticas da valva aortica;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;5;4;4;1;4;6;-;28
I07   Doenc reumaticas da valva tricuspide;-;-;-;-;-;-;-;-;2;-;1;1;1;1;-;2;1;1;1;2;6;-;19
I08   Doenc de mult valvas;-;-;-;-;-;-;1;1;-;-;5;1;3;5;9;6;7;16;12;9;16;-;91
I09   Outr doenc reumaticas do coracao;-;-;-;-;-;-;-;-;1;-;1;1;1;2;-;4;3;1;1;2;3;-;20
I10   Hipertensao essencial;-;-;-;-;-;-;-;-;2;10;14;26;60;124;174;231;302;369;426;493;1475;-;3706
I11   Doenc cardiaca hipertensiva;-;-;2;-;-;-;-;-;6;6;16;25;56;104;171;235;362;373;434;458;1380;1;3629
I12   Doenc renal hipertensiva;-;-;-;-;-;-;-;-;3;3;6;12;28;27;42;69;87;107;98;103;328;1;914
I13   Doenc cardiaca e renal hipertensiva;-;-;-;-;-;-;-;-;-;1;3;4;7;8;19;30;41;48;70;71;235;-;537
I20   Angina pectoris;-;-;-;-;-;-;-;-;-;-;-;1;-;1;5;7;11;12;11;8;46;-;102
I21   Infarto agudo do miocardio;-;-;1;-;1;-;4;58;81;127;182;310;580;1019;1637;2288;2749;3026;2764;2794;6015;34;23670
I22   Infarto do miocardio recorrente;-;-;-;-;-;-;-;-;-;-;-;1;1;3;3;4;7;5;7;9;9;-;49
I24   Outr doenc isquemicas agudas do coracao;-;-;-;-;1;-;-;1;-;1;2;6;13;16;46;76;85;103;142;144;329;-;965
I25   Doenc isquemica cronica do coracao;-;-;-;-;-;1;1;3;13;12;20;36;81;150;286;468;671;750;793;829;2196;3;6313
I26   Embolia pulmonar;-;-;2;-;3;2;1;12;25;35;67;102;126;145;164;210;227;294;292;357;1138;10;3212
I27   Outr form de doenc cardiaca pulmonar;-;-;7;-;2;2;1;4;5;6;3;8;5;3;22;16;26;31;28;35;98;-;302
I28   Outr doenc dos vasos pulmonares;-;1;-;-;-;-;-;-;1;1;-;-;-;1;-;2;-;1;1;2;5;-;15
I30   Pericardite aguda;-;-;2;-;-;-;-;1;-;1;1;-;2;4;3;6;10;6;1;2;8;-;47
I31   Outr doenc do pericardio;-;1;2;-;1;-;-;3;-;4;4;3;10;6;7;13;16;15;19;8;29;1;142
I33   Endocardite aguda e subaguda;-;-;5;-;-;1;2;2;4;5;9;12;15;16;20;28;35;27;38;30;31;-;280
I34   Transt nao-reumaticos da valva mitral;-;-;-;-;1;-;-;-;-;-;2;3;8;9;12;27;32;54;55;60;87;-;350
I35   Transt nao-reumaticos da valva aortica;-;-;-;-;3;-;-;1;1;3;8;7;9;14;27;38;58;80;87;90;247;1;674
I36   Transt nao-reumaticos da valva tricuspide;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;1;1;-;-;6
I37   Transt da valva pulmonar;-;-;-;-;-;-;-;1;1;-;1;1;-;-;-;1;-;-;1;1;-;-;7
I38   Endocardite de valva NE;-;-;-;-;2;-;-;-;2;3;4;8;4;8;16;21;21;32;31;29;45;1;227
I40   Miocardite aguda;-;-;4;-;6;1;-;1;1;1;3;5;5;3;2;7;2;1;4;1;4;-;51
I42   Cardiomiopatias;4;4;13;-;14;6;12;24;41;55;92;130;162;261;355;426;481;470;469;530;1303;21;4873
I44   Bloqueio atrioventricular e do ramo esquerdo;-;-;1;-;1;-;-;-;-;-;3;-;-;1;3;6;7;15;18;45;126;-;226
I45   Outr transt de conducao;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;1;-;5;-;9
I46   Parada cardiaca;-;-;-;-;-;-;1;2;2;-;2;3;3;10;8;17;19;17;18;26;68;-;196
I47   Taquicardia paroxistica;-;-;-;-;-;-;-;-;1;-;-;3;-;-;4;4;6;17;6;7;39;-;87
I48   Flutter e fibrilacao atrial;-;-;-;-;-;-;-;-;-;-;-;2;1;5;28;23;57;61;76;136;482;-;871
I49   Outr arritmias cardiacas;-;-;-;-;1;-;-;3;5;7;5;12;20;24;36;50;71;94;100;150;536;-;1114
I50   Insuf cardiaca;-;-;7;-;2;1;-;6;5;10;24;41;58;117;210;304;484;627;800;957;3225;3;6881
I51   Complic cardiopatias doenc cardiacas mal def;-;-;5;-;5;1;1;9;13;15;18;18;41;44;54;60;75;96;80;94;255;2;886
I60   Hemorragia subaracnoide;-;-;4;-;2;2;6;10;2;31;47;83;105;141;193;222;216;152;114;98;188;3;1619
I61   Hemorragia intracerebral;-;-;1;-;6;4;4;5;17;34;55;105;172;260;361;415;438;469;416;430;835;10;4037
I62   Outr hemorragias intracranianas nao-traum;-;-;4;-;1;-;1;-;2;3;2;6;8;12;19;19;29;22;29;28;125;1;311
