 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Período:2012
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"D42   Neopl comp incerto/desconhecido meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-;1;-;1;3;1;1;1;2;4;1;4;10;4;8;12;8;11;9;10;-;91
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;1;-;-;3;2;1;2;1;-;-;1;-;2;1;2;3;3;1;1;-;24
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;-;4;-;9
"D46   Sindr mielodisplasicas";-;-;-;-;2;-;-;1;1;1;3;-;2;4;6;8;12;17;27;29;71;-;184
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;-;-;-;1;1;1;5;2;3;3;2;11;12;11;14;14;29;-;109
"D48   Neopl comp inc/desconh outr localiz e NE";1;1;1;-;-;1;-;-;-;3;-;2;4;7;7;7;8;8;6;7;22;-;85
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;2;3;3;3;4;4;1;1;-;2;-;1;2;8;-;34
"D51   Anemia p/defic de vitamina B12";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;3
"D52   Anemia p/defic de folato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;3
"D53   Outr anemias nutricionais";-;-;-;-;-;1;-;-;-;1;-;-;-;-;2;5;2;2;4;6;28;-;51
"D56   Talassemia";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2
"D57   Transt falciformes";-;-;1;-;5;2;2;9;7;19;9;5;7;4;3;4;1;1;1;-;1;-;81
"D58   Outr anemias hemoliticas hereditarias";-;-;-;-;-;-;-;-;1;2;-;-;1;-;2;-;2;-;2;1;2;-;13
"D59   Anemia hemolitica adquir";1;-;1;-;1;1;-;1;-;-;2;2;-;3;4;3;2;3;3;1;5;-;33
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;1;1;4;-;10
"D61   Outr anemias aplasticas";-;-;2;-;2;2;7;10;9;6;6;7;7;7;13;18;18;15;10;10;33;-;182
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;5;3;3;2;3;4;2;2;2;2;-;3;1;4;-;36
"D64   Outr anemias";1;-;2;-;1;1;2;4;3;2;6;2;13;12;17;11;22;24;24;34;153;-;334
"D65   Coagulacao intravascular disseminada";-;-;2;-;2;1;3;-;-;2;-;-;3;2;-;5;1;4;1;2;7;-;35
"D66   Defic hereditaria do fator VIII";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"D68   Outr defeitos da coagulacao";2;3;2;-;2;-;1;-;-;2;5;6;6;8;9;9;13;14;20;22;31;-;155
"D69   Purpura e outr afeccoes hemorragicas";-;-;2;-;1;-;-;2;5;2;2;3;6;3;4;4;7;13;10;8;16;-;88
"D70   Agranulocitose";-;-;1;-;1;-;1;-;-;-;1;1;2;2;2;5;1;3;8;4;6;-;38
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;-;-;-;-;-;6
"D72   Outr transt dos globulos brancos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;3
"D73   Doenc do baco";-;-;-;-;-;-;-;-;-;1;1;1;5;3;4;2;5;2;3;-;3;-;30
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;1;1;-;1;1;-;2;-;-;2;1;4;3;5;-;21
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;2;1;-;-;-;-;7
"D80   Imunodefic c/predom defeitos anticorpos";-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;-;-;-;-;-;-;5
"D81   Defic imunitarias combinadas";-;-;1;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;5
"D82   Imunodeficiencia assoc c/outr defeitos major";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"D84   Outr imunodeficiencias";-;-;4;-;2;-;-;1;1;3;3;1;3;1;3;2;4;2;2;-;4;-;36
"D86   Sarcoidose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4;-;3;-;8
"E00   Sindr de defic congen de iodo";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E01   Transt tireoid e afecc assoc rel defic iodo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E03   Outr hipotireoidismos";-;-;2;-;-;-;-;1;-;-;-;1;1;2;4;5;4;9;11;11;48;-;99
"E04   Outr bocios nao-toxicos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;2;1;-;7
"E05   Tireotoxicose";-;-;-;-;-;-;-;-;-;1;6;-;1;3;5;5;2;-;1;4;4;-;32
"E06   Tireoidite";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;1;1;-;-;5
"E07   Outr transt da tireoide";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;3;-;5
"E10   Diabetes mellitus insulino-dependente";-;-;-;-;-;-;-;2;6;5;9;9;10;13;20;28;23;44;38;40;67;-;314
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;1;-;-;-;-;-;3;1;2;8;2;15;27;37;53;60;75;87;187;-;558
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;2;1;-;1;2;5;4;6;5;2;10;15;-;53
"E13   Outr tipos espec de diabetes mellitus";-;-;-;-;-;-;2;-;-;1;-;-;1;1;4;2;8;5;5;3;12;-;44
"E14   Diabetes mellitus NE";-;-;-;-;-;-;2;3;14;29;41;62;132;221;419;700;895;1090;1217;1261;2644;2;8732
"E15   Coma hipoglicemico nao-diabetico";-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;1;-;1;-;2;-;10
"E16   Outr transt da secrecao pancreatica interna";-;-;-;-;-;-;-;-;-;-;2;-;2;6;5;4;3;8;5;4;17;-;56
"E21   Hiperparatireoid e out transt gland paratir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"E22   Hiperfuncao da hipofise";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E23   Hipofuncao e outr transt da hipofise";-;-;1;-;-;-;-;-;-;-;-;1;1;3;1;1;-;-;-;-;1;-;9
"E24   Sindr de Cushing";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;3
"E25   Transt adrenogenitais";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"E26   Hiperaldosteronismo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"E27   Outr transt da gland supra-renal";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;2;-;2;1;-;9
"E30   Transt da puberdade NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E32   Doenc do timo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"E34   Outr transt endocrinos";-;-;-;-;-;1;-;-;-;-;-;1;-;-;2;-;-;-;1;-;3;-;8
"E40   Kwashiorkor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;-;5
"E41   Marasmo nutricional";-;-;-;-;-;-;-;-;-;-;-;3;-;3;1;5;8;8;8;15;68;-;119
"E42   Kwashiorkor marasmatico";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E43   Desnutric proteico-calorica grave NE";-;-;4;-;2;-;-;1;1;1;3;2;2;8;9;9;5;17;13;14;104;-;195
"E44   Desnutric proteico-calorica grau moder leve";-;-;1;-;-;-;-;-;-;-;-;1;-;3;-;-;1;4;2;2;18;-;32
"E45   Atraso desenv dev desnutric proteico-caloric";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"E46   Desnutric proteico-calorica NE";-;2;8;-;3;4;-;1;1;2;6;10;10;14;36;30;49;31;61;86;412;8;774
"E51   Defic de tiamina";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2
"E52   Defic de niacina";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2
"E54   Defic de acido ascorbico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E59   Defic de selenio da dieta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2
"E61   Defic de outr elementos nutrientes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E63   Outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"E64   Sequelas desnutric e outr defic nutricionais";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;1;1;9;-;14
"E66   Obesidade";-;-;-;-;-;1;-;5;12;23;37;40;35;67;54;81;70;62;55;42;46;-;630
"E68   Sequelas de hiperalimentacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
"E70   Disturbios metabolism aminoacidos aromaticos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3
"E71   Dist metab aminoacidos cad ramif e acid grax";-;-;1;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;4
"E72   Outr disturbios metabolismo de aminoacidos";1;-;1;-;-;-;1;1;-;-;1;-;-;-;-;1;-;-;-;2;3;-;11
"E74   Outr disturbios do metabolismo carboidratos";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;2;-;5
"E75   Disturb metab esfingolip e outr depos lipid";-;-;2;-;5;2;-;1;-;-;-;1;-;-;-;-;1;-;1;1;-;-;14
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"E77   Disturbios do metabolismo de glicoproteinas";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;5;-;8
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;1;-;4;5;6;13;17;25;39;36;34;38;78;-;296
"E79   Disturbios metabolismo purina e pirimidina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;4
"E80   Disturbios metab porfirina e bilirrubina";-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;2;-;1;2;-;9
"E83   Disturbios do metabolismo de minerais";-;-;2;-;-;-;-;-;1;1;1;2;1;1;1;4;1;-;2;1;1;-;19
"E84   Fibrose cistica";1;-;3;-;2;1;3;2;2;2;-;-;2;-;-;3;1;2;1;3;3;-;31
"E85   Amiloidose";-;-;-;-;-;-;-;1;-;-;1;1;2;2;-;3;2;2;5;2;2;-;23
"E86   Deplecao de volume";-;-;2;-;2;-;1;-;1;4;1;3;3;3;4;7;19;29;45;53;298;-;475
"E87   Outr transt equil hidroeletr e acido-basic";1;-;2;-;-;-;2;-;4;1;1;5;2;8;10;15;13;29;21;26;130;-;270
"E88   Outr disturbios metabolicos";2;-;5;-;-;-;1;-;-;2;-;2;3;1;6;7;12;8;18;28;57;-;152
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;6;6;17;75;-;106
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;6;9;16;47;110;707;-;899
"F05   Delirium nao induz alcool outr subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;11;-;15
"F06   Outr transt ment lesao disf cereb doenc fis";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;1;3;11;38;63;106;161;148;128;97;91;38;29;22;3;939
"F12   Transt mentais comport dev uso canabinoides";-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;3
"F14   Transt mentais e comport dev uso da cocaina";-;-;-;-;-;-;-;-;2;3;1;2;1;1;-;-;-;-;-;1;1;1;13
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;1;2;5;13;23;18;18;12;17;13;10;25;-;157
"F18   Transt mentais comport dev uso solv volateis";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;1;-;-;4
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;5;2;5;6;8;8;2;4;2;1;-;-;-;1;-;44
"F20   Esquizofrenia";-;-;-;-;-;-;-;-;-;-;1;7;6;6;8;9;8;7;6;8;6;-;72
"F23   Transt psicoticos agudos e transitorios";-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;1;-;-;-;-;-;-;5
"F28   Outr transt psicoticos nao-organicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"F29   Psicose nao-organica NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;1;-;4
"F31   Transt afetivo bipolar";-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;3;1;2;-;-;-;-;10
"F32   Episodios depressivos";-;-;-;-;-;-;-;-;2;1;1;-;-;-;5;7;3;4;3;6;15;-;47
"F33   Transt depressivo recorrente";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;2;-;6
"F34   Transt de humor persistentes";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"F41   Outr transt ansiosos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;3;-;-;5;-;10
"F42   Transt obsessivo-compulsivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"F44   Transt dissociativos";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;3
"F45   Transt somatoformes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"F50   Transt da alimentacao";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;3
"F54   Fat psicolog comport assoc doenc transt COP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;5
"F55   Abuso de subst que nao produzem dependencia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"F60   Transt especificos da personalidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F70   Retardo mental leve";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"F72   Retardo mental grave";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-;-;-;-;4
"F73   Retardo mental profundo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"F79   Retardo mental NE";-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;2;-;-;1;-;-;-;6
"F84   Transt globais do desenvolv";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"F88   Outr transt do desenvolv psicologico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"F89   Transt do desenvolv psicologico NE";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"F91   Disturbios de conduta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"F99   Transt mental NE em outr parte";-;-;-;-;-;-;-;-;-;-;-;1;-;2;3;1;5;1;1;-;3;-;17
"G00   Meningite bacter NCOP";2;1;19;-;4;4;1;6;7;8;16;10;22;22;13;26;12;26;14;12;17;2;244
"G03   Meningite dev outr causas e a causas NE";1;3;6;-;7;2;1;4;2;1;7;7;10;7;5;11;8;6;6;2;7;2;105
"G04   Encefalite mielite e encefalomielite";-;-;3;-;4;4;1;1;2;4;2;3;4;3;5;7;2;2;1;3;9;-;60
"G06   Abscesso granuloma intracran intra-raquid";-;-;1;-;2;1;1;3;-;-;4;7;6;3;9;1;2;3;5;2;6;1;57
"G08   Flebite tromboflebite intracran intra-raquid";-;-;-;-;-;-;-;1;-;-;1;1;1;3;-;-;1;1;-;-;-;-;9
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;1;1;5;4;-;-;2;4;3;1;4;-;3;-;2;1;3;-;34
"G10   Doenc de Huntington";-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;3;1;3;1;2;1;-;15
"G11   Ataxia hereditaria";-;-;-;-;-;-;-;1;2;-;-;-;1;-;1;4;3;-;1;-;-;-;13
"G12   Atrofia muscular espinal e sindr correlatas";-;-;2;-;4;3;-;1;1;2;4;7;7;11;19;53;40;44;38;33;27;-;296
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6;14;30;91;159;481;-;782
"G21   Parkinsonismo secund";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2;2;-;6
"G23   Outr doenc degenerativas dos ganglios base";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;3
"G24   Distonia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2
"G25   Outr doenc extrapiramidais transt movimentos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;2;-;5
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;10;53;136;248;572;3054;-;4079
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;-;-;1;-;1;-;-;-;3;5;3;9;7;7;9;8;7;20;89;-;169
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;2;2;3;7;6;10;10;9;8;7;6;7;-;77
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;1;-;-;-;5
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;1;-;1;-;-;-;1;1;-;1;2;1;2;4;6;1;3;1;3;-;28
"G40   Epilepsia";-;-;4;-;14;8;7;16;12;17;21;29;23;32;33;25;22;28;12;20;46;-;369
"G41   Estado de mal epileptico";-;-;-;-;2;2;1;2;-;-;1;2;1;4;5;4;5;3;3;3;6;-;44
"G45   Acid vasc cerebr isquemicos trans sindr corr";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;5;4;-;14
"G47   Disturbios do sono";-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;1;-;4
"G52   Transt de outr nervos cranianos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"G58   Outr mononeuropatias";-;-;-;-;-;1;-;-;1;-;1;1;-;2;-;-;-;1;-;-;1;-;8
"G60   Neuropatia hereditaria e idiopatica";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;2;1;2;2;1;-;11
"G61   Polineuropatia inflam";-;-;-;-;-;-;-;-;2;-;1;3;3;2;2;2;7;2;2;4;4;-;34
"G62   Outr polineuropatias";-;-;5;-;4;3;-;-;1;-;1;1;4;3;6;4;2;8;3;5;13;-;63
"G64   Outr transt do sist nervoso periferico";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"G70   Miastenia gravis outr transt neuromusculares";-;-;-;-;3;1;-;1;1;1;1;-;1;4;2;1;1;3;5;4;4;-;33
"G71   Transt prim dos musculos";-;-;-;-;-;4;5;15;17;7;1;1;9;1;5;6;4;1;-;-;3;-;79
"G72   Outr miopatias";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;4;1;-;9
"G80   Paralisia cerebral";-;-;5;-;15;31;28;40;43;13;21;12;11;5;8;8;4;3;-;1;3;-;251
"G82   Paraplegia e tetraplegia";-;-;-;-;-;1;-;2;1;2;1;3;-;6;5;3;3;3;2;3;4;-;39
"G83   Outr sindr paraliticas";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;2;2;-;3;-;10
"G90   Transt do sist nervoso autonomo";-;-;-;-;-;-;3;-;-;1;1;-;2;1;-;2;3;2;3;2;4;-;24
"G91   Hidrocefalia";-;-;22;-;14;14;12;8;5;5;8;7;3;5;11;11;9;7;11;10;15;-;177
"G92   Encefalopatia toxica";-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;3;-;2;1;-;2;-;12
"G93   Outr transt do encefalo";-;-;19;-;29;21;14;31;23;24;25;24;31;39;42;52;40;57;44;53;94;1;663
"G95   Outr doenc da medula espinal";-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;2;2;1;3;3;4;-;20
"G96   Outr transt do sist nervoso central";-;-;-;-;-;1;-;1;-;-;-;1;-;1;2;1;1;-;-;3;-;-;11
"G98   Outr transt do sist nervoso NCOP";-;-;1;-;-;-;1;2;2;-;-;2;1;2;3;1;1;-;-;5;7;-;28
"H05   Transt da orbita";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;1;-;-;4
"H26   Outr cataratas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"H44   Transt do globo ocular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"H54   Cegueira e visao subnormal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"H57   Outr transt do olho e anexos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;2
"H60   Otite externa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"H66   Otite media supurativa e as NE";-;-;1;-;2;-;1;-;-;-;1;3;2;1;1;1;1;-;-;1;2;-;17
"H70   Mastoidite e afeccoes correlatas";-;-;-;-;-;1;2;-;-;-;-;1;1;-;1;1;1;2;-;1;1;-;12
"H71   Colesteatoma do ouvido medio";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2
"H81   Transt da funcao vestibular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"H83   Outr transt do ouvido interno";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"I00   Febre reumatica s/mencao de compr do coracao";-;-;-;-;-;-;1;-;1;-;-;1;2;1;-;2;-;-;-;1;-;-;9
"I01   Febre reumatica c/compr do coracao";-;-;-;-;-;-;-;-;-;-;2;1;1;2;1;1;1;5;-;2;1;-;17
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;1;1;-;1;4;6;10;12;18;35;23;35;43;35;38;39;-;301
"I06   Doenc reumaticas da valva aortica";-;-;-;-;-;-;-;-;1;-;2;-;-;1;2;1;3;2;5;1;5;-;23
"I07   Doenc reumaticas da valva tricuspide";-;-;-;-;-;-;-;-;1;-;2;-;1;2;1;2;2;1;2;2;3;-;19
"I08   Doenc de mult valvas";-;-;-;-;-;1;-;-;1;-;4;2;7;5;12;12;13;17;13;13;21;-;121
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;1;-;-;1;2;2;3;3;1;2;4;2;3;1;-;25
"I10   Hipertensao essencial";-;-;-;-;1;-;1;-;1;8;11;29;53;97;160;204;261;265;337;377;1107;2;2914
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;1;2;3;9;14;37;68;104;177;255;311;321;426;479;1259;2;3468
"I12   Doenc renal hipertensiva";-;-;-;-;-;-;-;-;2;5;6;11;23;34;43;70;71;78;97;121;262;-;823
"I13   Doenc cardiaca e renal hipertensiva";-;-;1;-;-;-;-;-;-;1;-;-;3;9;21;35;39;29;38;65;176;-;417
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;1;1;2;5;6;3;10;12;16;16;33;-;105
"I21   Infarto agudo do miocardio";-;-;-;-;2;1;1;30;38;77;144;320;587;998;1530;2088;2382;2538;2366;2577;5020;23;20722
"I22   Infarto do miocardio recorrente";-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;1;3;7;5;3;8;-;32
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;2;3;6;8;9;34;61;84;110;145;173;181;398;1;1215
"I25   Doenc isquemica cronica do coracao";-;-;1;-;-;1;1;3;7;6;16;47;106;186;285;451;544;663;783;846;1936;9;5891
"I26   Embolia pulmonar";-;-;2;-;-;1;3;14;26;28;49;56;93;123;144;170;186;178;224;284;788;9;2378
"I27   Outr form de doenc cardiaca pulmonar";-;-;9;-;3;-;1;3;-;5;4;7;10;11;20;24;27;29;37;34;93;-;317
"I28   Outr doenc dos vasos pulmonares";-;-;-;-;-;-;-;1;1;-;1;3;2;1;2;1;5;2;3;5;7;-;34
"I30   Pericardite aguda";-;1;-;-;-;-;-;-;4;1;2;-;2;2;3;7;4;3;1;1;5;1;37
"I31   Outr doenc do pericardio";-;1;2;-;-;1;1;2;1;4;-;3;1;7;14;12;19;12;12;7;16;1;116
"I33   Endocardite aguda e subaguda";-;-;4;-;-;1;1;6;2;12;5;11;17;11;24;35;23;31;25;22;36;-;266
"I34   Transt nao-reumaticos da valva mitral";-;-;-;-;-;-;-;1;2;4;3;3;6;14;14;26;32;29;18;29;68;-;249
"I35   Transt nao-reumaticos da valva aortica";-;-;-;-;1;1;1;5;2;5;3;7;10;12;29;33;50;62;62;84;186;-;553
"I36   Transt nao-reumaticos da valva tricuspide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;4;1;-;7
"I37   Transt da valva pulmonar";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;1;-;5
"I38   Endocardite de valva NE";-;-;-;-;2;-;-;-;2;1;4;9;7;15;17;31;21;17;20;19;50;-;215
"I40   Miocardite aguda";-;-;6;-;3;2;1;-;1;1;1;3;2;2;3;1;4;2;-;2;5;-;39
"I42   Cardiomiopatias";3;1;22;-;8;9;12;27;26;37;64;104;139;211;269;295;368;398;405;445;1134;16;3993
"I44   Bloqueio atrioventricular e do ramo esquerdo";-;-;-;-;-;1;-;-;-;-;-;-;1;1;7;4;7;8;28;32;102;-;191
"I45   Outr transt de conducao";-;-;1;-;-;-;-;1;-;-;1;-;-;1;-;-;2;-;1;3;11;-;21
"I46   Parada cardiaca";-;-;-;-;-;-;-;1;1;1;2;1;6;6;6;11;12;14;14;14;53;-;142
"I47   Taquicardia paroxistica";-;-;1;-;-;-;-;-;1;-;1;2;3;6;3;6;5;9;7;11;24;-;79
"I48   Flutter e fibrilacao atrial";-;-;-;-;-;-;-;-;-;-;-;2;2;1;8;16;34;57;84;139;331;-;674
