 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Unidade da Federação: São Paulo
Período:2011
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"Menor 1 ano (ign)";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"D27   Neopl benig do ovario";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"D29   Neopl benig dos orgaos genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6;-;7
"D30   Neopl benig dos orgaos urinarios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"D31   Neopl benig do olho e anexos";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D32   Neopl benig das meninges";-;-;-;-;-;-;-;-;-;1;1;2;2;6;4;4;7;9;7;12;13;-;68
"D33   Neopl benig encef e out part sist nerv centr";-;-;-;-;1;-;-;-;-;-;-;1;2;4;1;3;4;1;1;-;4;-;22
"D35   Neopl benig de outr gland endocrinas e NE";-;-;-;-;-;-;-;-;-;1;1;-;1;-;3;2;1;-;1;1;-;-;11
"D36   Neopl benig de outr localiz e de localiz NE";-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;1;1;-;-;-;-;-;5
"D37   Neopl comp incerto/desc cav oral e org dig";1;-;-;-;-;-;1;-;-;-;-;1;-;4;6;8;9;5;12;19;19;-;85
"D38   Neopl comp inc/desc ouv med org resp intrat";-;-;-;-;-;-;1;-;-;2;-;-;-;6;5;7;8;10;13;11;17;-;80
"D39   Neopl comp incerto/desconh org genitais fem";-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;2;1;3;1;2;2;-;15
"D40   Neopl comp incerto/desconh org genitais masc";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4;3;8;-;19
"D41   Neopl comp incerto/desconh orgaos urinarios";-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;2;-;2;5;8;-;21
"D42   Neopl comp incerto/desconhecido meninges";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;1;-;4
"D43   Neopl comp inc/desc encefalo sist nerv centr";-;-;1;-;-;2;1;2;1;1;1;4;4;3;9;10;8;12;11;9;8;-;87
"D44   Neopl comp incerto/desconh gland endocrinas";-;-;-;-;-;1;3;2;1;-;1;1;-;3;-;1;1;1;1;-;1;-;17
"D45   Policitemia vera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;7;-;11
"D46   Sindr mielodisplasicas";-;1;-;-;-;-;-;-;1;1;-;2;5;5;4;5;10;17;24;38;81;-;194
"D47   Out neop comp inc/des tec linf hemat tec cor";-;-;-;-;1;-;-;2;-;4;3;2;4;5;3;8;10;12;8;19;21;-;102
"D48   Neopl comp inc/desconh outr localiz e NE";-;-;1;-;-;1;-;-;-;3;-;-;1;1;4;8;9;9;8;9;16;-;70
"D50   Anemia p/defic de ferro";-;-;-;-;-;-;-;1;1;2;1;1;-;-;2;-;-;-;2;2;6;-;18
"D52   Anemia p/defic de folato";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;4
"D53   Outr anemias nutricionais";-;-;-;-;-;-;-;-;1;-;-;1;2;2;-;2;3;2;4;7;30;-;54
"D55   Anemia dev transt enzimaticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"D56   Talassemia";-;-;-;-;-;-;-;-;2;-;1;-;-;1;-;1;-;1;-;1;3;-;10
"D57   Transt falciformes";-;-;3;-;5;1;2;6;7;9;5;5;6;8;4;3;4;-;1;-;2;-;71
"D58   Outr anemias hemoliticas hereditarias";-;-;-;-;-;-;-;-;-;-;1;2;2;1;1;2;1;1;2;2;2;-;17
"D59   Anemia hemolitica adquir";1;-;-;-;-;-;-;-;1;-;-;-;2;3;4;7;-;2;3;2;4;-;29
"D60   Aplasia pura da serie vermelha adquir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;4
"D61   Outr anemias aplasticas";-;-;2;-;5;5;2;4;7;4;5;4;9;6;10;10;9;20;15;14;34;-;165
"D62   Anemia aguda pos-hemorragica";-;-;-;-;-;-;-;2;3;8;6;2;5;2;3;4;1;2;1;1;4;-;44
"D64   Outr anemias";-;-;1;-;1;-;-;3;4;6;3;6;8;14;19;10;19;27;35;47;171;2;376
"D65   Coagulacao intravascular disseminada";-;-;6;-;4;3;2;-;1;-;-;3;2;4;2;3;4;4;5;6;8;-;57
"D66   Defic hereditaria do fator VIII";-;-;1;-;-;-;-;-;-;-;-;-;2;1;-;1;1;-;-;-;-;-;6
"D68   Outr defeitos da coagulacao";1;-;6;-;2;1;-;-;2;1;2;3;6;8;7;15;11;13;18;23;30;-;149
"D69   Purpura e outr afeccoes hemorragicas";-;-;-;-;-;2;2;1;1;2;3;8;3;3;7;7;3;4;4;8;19;-;77
"D70   Agranulocitose";-;-;-;-;2;-;3;-;1;-;1;5;1;3;-;3;5;2;3;4;5;-;38
"D71   Transt func neutrofilos polimorfonucleares";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;3
"D72   Outr transt dos globulos brancos";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;1;-;6
"D73   Doenc do baco";-;-;-;-;-;-;-;1;1;-;-;2;2;-;2;-;1;1;2;5;-;-;17
"D75   Outr doenc sangue e orgaos hematopoeticos";-;-;-;-;-;-;-;2;1;-;1;-;-;-;2;3;-;1;4;4;1;-;19
"D76   Alg doenc q env tec linforr e sist reticuloh";-;-;2;-;1;1;-;-;1;1;-;1;1;-;-;-;-;-;-;-;1;-;9
"D80   Imunodefic c/predom defeitos anticorpos";-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;3
"D81   Defic imunitarias combinadas";-;-;1;-;1;-;-;-;-;-;2;2;-;-;-;-;-;-;-;1;-;-;7
"D82   Imunodeficiencia assoc c/outr defeitos major";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2
"D83   Imunodeficiencia comum variavel";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"D84   Outr imunodeficiencias";-;-;6;-;2;1;-;1;2;2;-;-;2;8;4;5;4;1;5;1;7;-;51
"D86   Sarcoidose";-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;1;-;1;1;1;-;10
"D89   Outr transt q comprom mecanismo imunit NCOP";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;1;1;-;-;5
"E00   Sindr de defic congen de iodo";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"E03   Outr hipotireoidismos";-;-;-;-;-;-;-;2;2;-;-;2;1;6;4;3;6;6;9;8;47;-;96
"E04   Outr bocios nao-toxicos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;4;-;8
"E05   Tireotoxicose";-;-;-;-;-;-;-;1;1;-;2;2;1;4;3;3;-;1;1;3;4;-;26
"E06   Tireoidite";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E07   Outr transt da tireoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;-;4
"E10   Diabetes mellitus insulino-dependente";-;-;1;-;-;-;1;2;4;11;8;10;13;16;18;25;39;35;33;38;82;-;336
"E11   Diabetes mellitus nao-insulino-dependemte";-;-;-;-;-;-;-;-;1;-;1;2;7;15;30;46;76;70;88;86;234;-;656
"E12   Diabetes mellitus relac c/a desnutr";-;-;-;-;-;-;-;-;-;-;-;-;1;3;6;5;4;1;4;7;31;-;62
"E13   Outr tipos espec de diabetes mellitus";-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;4;4;6;6;8;-;32
"E14   Diabetes mellitus NE";-;-;-;-;3;-;-;13;22;28;44;72;170;234;446;663;966;1080;1285;1304;2700;2;9032
"E15   Coma hipoglicemico nao-diabetico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;2;3;-;9
"E16   Outr transt da secrecao pancreatica interna";-;-;2;-;-;-;-;-;-;1;-;1;1;3;2;3;4;7;6;8;16;-;54
"E21   Hiperparatireoid e out transt gland paratir";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2
"E22   Hiperfuncao da hipofise";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"E23   Hipofuncao e outr transt da hipofise";-;-;1;-;-;-;-;-;-;-;-;1;-;2;1;-;1;-;-;-;3;-;9
"E24   Sindr de Cushing";-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;1;-;1;-;-;-;-;5
"E25   Transt adrenogenitais";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"E27   Outr transt da gland supra-renal";-;-;-;-;-;-;1;1;-;1;-;-;-;-;2;1;-;3;-;2;-;-;11
"E30   Transt da puberdade NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"E34   Outr transt endocrinos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;3;1;1;-;7
"E40   Kwashiorkor";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;6
"E41   Marasmo nutricional";-;-;1;-;-;-;-;-;-;-;-;1;1;3;2;7;8;7;8;14;53;-;105
"E43   Desnutric proteico-calorica grave NE";-;1;3;-;1;-;2;3;6;2;4;1;5;5;8;9;13;13;23;26;92;3;220
"E44   Desnutric proteico-calorica grau moder leve";-;-;1;-;-;-;-;-;-;-;-;-;-;2;2;1;1;1;4;5;11;-;28
"E45   Atraso desenv dev desnutric proteico-caloric";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"E46   Desnutric proteico-calorica NE";-;2;10;-;3;5;3;-;3;8;14;10;15;10;23;20;40;42;61;87;472;8;836
"E51   Defic de tiamina";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2
"E52   Defic de niacina";-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;3
"E53   Defic de outr vitaminas do grupo B";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"E54   Defic de acido ascorbico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E58   Defic de calcio da dieta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"E59   Defic de selenio da dieta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E61   Defic de outr elementos nutrientes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E63   Outr defic nutricionais";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;4
"E64   Sequelas desnutric e outr defic nutricionais";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;3;-;5
"E65   Adiposidade localizada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"E66   Obesidade";-;-;-;-;1;-;-;4;8;22;36;44;40;61;87;82;73;63;54;43;57;-;675
"E68   Sequelas de hiperalimentacao";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"E70   Disturbios metabolism aminoacidos aromaticos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;3;-;5
"E71   Dist metab aminoacidos cad ramif e acid grax";-;-;1;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;6
"E72   Outr disturbios metabolismo de aminoacidos";-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;1;-;-;7
"E73   Intolerancia a lactose";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"E74   Outr disturbios do metabolismo carboidratos";-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;1;1;1;-;4;1;-;11
"E75   Disturb metab esfingolip e outr depos lipid";-;-;3;-;4;3;2;1;1;-;-;-;-;-;-;1;-;-;-;-;1;-;16
"E76   Disturbios metabolismo do glicosaminoglicano";-;-;-;-;-;2;1;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;6
"E77   Disturbios do metabolismo de glicoproteinas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;3
"E78   Disturbios metab lipoproteinas e out lipidem";-;-;-;-;-;-;-;-;3;3;3;5;8;10;21;25;27;34;45;43;95;-;322
"E79   Disturbios metabolismo purina e pirimidina";-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3
"E80   Disturbios metab porfirina e bilirrubina";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;1;-;-;2;-;7
"E83   Disturbios do metabolismo de minerais";-;-;1;-;-;-;1;2;1;2;-;-;-;4;3;5;3;1;-;2;4;-;29
"E84   Fibrose cistica";-;-;4;-;1;2;3;3;2;1;-;-;1;1;-;-;-;-;1;3;6;-;28
"E85   Amiloidose";-;-;-;-;-;-;-;-;-;-;-;-;2;6;1;3;2;2;1;4;4;-;25
"E86   Deplecao de volume";-;-;4;-;3;1;2;1;2;2;-;3;3;3;11;11;16;23;30;39;295;-;449
"E87   Outr transt equil hidroeletr e acido-basic";2;-;1;-;1;1;-;-;1;1;1;2;-;3;13;9;14;12;26;32;91;-;210
"E88   Outr disturbios metabolicos";1;1;4;-;1;-;-;2;2;-;-;4;3;4;4;7;10;5;12;21;76;1;158
"F01   Demencia vascular";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;5;10;24;95;-;139
"F03   Demencia NE";-;-;-;-;-;-;-;-;-;-;-;-;1;2;3;8;15;27;60;121;897;1;1135
"F05   Delirium nao induz alcool outr subst psicoat";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;1;5;14;-;24
"F06   Outr transt ment lesao disf cereb doenc fis";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;3
"F07   Transt pers comport dev doen lesao disf cer";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;1;-;4
"F09   Transt mental organico ou sintomatico NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"F10   Transt mentais comport dev uso alcool";-;-;-;-;-;-;-;1;8;16;41;107;144;149;167;144;102;65;31;20;13;5;1013
"F13   Transt mentais comport dev uso sedat hipnot";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2
"F14   Transt mentais e comport dev uso da cocaina";-;-;-;-;-;-;-;2;-;4;4;1;1;2;1;-;-;-;-;-;-;-;15
"F16   Transt mentais comport dev uso alucinogenos";-;-;-;-;-;-;-;2;-;1;-;1;-;-;-;-;-;-;-;-;1;-;5
"F17   Transt mentais e comport dev uso de fumo";-;-;-;-;-;-;-;-;-;1;3;5;5;15;18;17;21;20;21;12;28;-;166
"F18   Transt mentais comport dev uso solv volateis";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"F19   Transt ment comp mult drog out subst psicoat";-;-;-;-;-;-;-;5;4;10;5;7;3;1;6;2;4;1;-;-;-;-;48
"F20   Esquizofrenia";-;-;-;-;1;-;-;2;1;-;1;3;4;7;5;8;5;-;6;4;11;-;58
"F23   Transt psicoticos agudos e transitorios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2
"F29   Psicose nao-organica NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"F31   Transt afetivo bipolar";-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;3;-;-;-;-;1;-;7
"F32   Episodios depressivos";-;-;-;-;-;-;-;1;1;1;-;3;2;3;7;2;-;4;6;10;22;-;62
"F33   Transt depressivo recorrente";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;1;1;1;3;-;10
"F41   Outr transt ansiosos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;2;3;-;8
"F42   Transt obsessivo-compulsivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"F43   Reacoes ao stress grave e transt adaptacao";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"F44   Transt dissociativos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;4
"F48   Outr transt neuroticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;3
"F50   Transt da alimentacao";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;1;-;4
"F70   Retardo mental leve";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F71   Retardo mental moderado";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;-;4
"F72   Retardo mental grave";-;-;-;-;1;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;4
"F73   Retardo mental profundo";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2
"F79   Retardo mental NE";-;-;-;-;-;-;2;-;1;2;1;2;-;2;-;-;-;1;1;1;-;-;13
"F84   Transt globais do desenvolv";-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;3
"F91   Disturbios de conduta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"F93   Transt emocionais c/inicio especif infancia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"F99   Transt mental NE em outr parte";-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;3;2;-;1;-;4;-;14
"G00   Meningite bacter NCOP";-;5;28;-;14;3;9;7;6;12;12;19;10;25;22;33;19;15;12;10;18;1;280
"G03   Meningite dev outr causas e a causas NE";1;5;8;-;6;1;1;3;5;1;8;3;10;7;9;9;2;4;5;3;4;1;96
"G04   Encefalite mielite e encefalomielite";-;-;4;-;5;5;3;2;6;4;4;2;5;5;9;11;6;7;4;3;3;-;88
"G06   Abscesso granuloma intracran intra-raquid";-;-;-;-;2;-;-;1;-;1;1;3;3;6;5;5;1;3;4;2;6;-;43
"G08   Flebite tromboflebite intracran intra-raquid";-;-;-;-;-;-;-;-;-;-;1;-;2;2;-;-;-;-;1;-;-;-;6
"G09   Sequelas doenc inflam sist nerv centr";-;-;-;-;-;1;3;3;2;-;1;2;1;2;2;-;-;3;2;2;1;-;25
"G10   Doenc de Huntington";-;-;-;-;-;-;-;-;-;-;-;-;1;3;3;-;-;1;1;3;-;-;12
"G11   Ataxia hereditaria";-;-;-;-;-;-;-;1;-;-;-;1;-;2;-;-;2;1;-;2;1;-;10
"G12   Atrofia muscular espinal e sindr correlatas";-;-;1;-;6;1;2;1;1;1;1;5;8;11;31;29;44;48;46;35;20;-;291
"G20   Doenc de Parkinson";-;-;-;-;-;-;-;-;-;-;-;-;-;3;7;4;19;31;88;157;420;-;729
"G21   Parkinsonismo secund";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;2;-;5
"G23   Outr doenc degenerativas dos ganglios base";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"G24   Distonia";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"G25   Outr doenc extrapiramidais transt movimentos";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;2
"G30   Doenc de Alzheimer";-;-;-;-;-;-;-;-;-;-;-;1;-;2;2;7;39;94;242;583;2871;-;3841
"G31   Outr doenc degenerativas sist nervoso NCOP";-;-;1;-;-;-;2;1;2;1;4;4;2;7;7;9;5;14;14;14;46;-;133
"G35   Esclerose mult";-;-;-;-;-;-;-;-;-;4;3;6;4;11;11;14;15;8;6;5;10;-;97
"G36   Outr desmielinizacoes disseminadas agudas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2
"G37   Outr doenc desmielinizantes sist nerv centr";-;-;-;-;-;-;-;1;-;1;2;1;1;1;1;2;3;3;2;-;2;-;20
"G40   Epilepsia";-;-;4;-;13;5;5;12;15;12;26;30;32;22;24;25;19;17;17;28;32;-;338
"G41   Estado de mal epileptico";-;-;1;-;4;1;2;1;1;2;5;4;3;2;2;3;4;2;-;4;9;-;50
"G45   Acid vasc cerebr isquemicos trans sindr corr";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;2;4;1;8;6;22;-;47
"G47   Disturbios do sono";-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;-;-;-;1;1;2;-;8
"G50   Transt do nervo trigemeo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"G52   Transt de outr nervos cranianos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;3
"G54   Transt das raizes e dos plexos nervosos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"G58   Outr mononeuropatias";-;-;-;-;2;-;-;1;-;1;-;-;2;1;-;2;1;-;1;1;1;-;13
"G60   Neuropatia hereditaria e idiopatica";-;-;-;-;2;-;-;1;-;-;-;2;-;-;1;-;2;1;-;-;-;-;9
"G61   Polineuropatia inflam";-;-;-;-;-;-;2;3;-;4;1;4;-;5;1;4;7;3;4;3;5;-;46
"G62   Outr polineuropatias";-;-;-;-;2;2;2;2;2;-;4;2;2;5;3;3;3;10;3;6;7;-;58
"G64   Outr transt do sist nervoso periferico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"G70   Miastenia gravis outr transt neuromusculares";-;-;-;-;-;-;-;-;-;1;-;1;2;2;1;3;3;9;7;10;9;-;48
"G71   Transt prim dos musculos";-;-;2;-;1;1;4;11;6;3;8;1;2;3;4;9;4;3;3;2;1;-;68
"G72   Outr miopatias";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;1;-;-;1;1;-;7
"G80   Paralisia cerebral";-;-;6;-;28;26;28;42;35;19;18;8;10;12;5;6;2;-;3;-;2;-;250
"G81   Hemiplegia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;3
"G82   Paraplegia e tetraplegia";-;-;-;-;-;-;-;1;1;2;3;3;3;7;3;7;3;4;1;7;6;-;51
"G83   Outr sindr paraliticas";-;-;-;-;-;2;-;3;2;1;-;-;1;-;1;-;1;1;1;-;3;-;16
"G90   Transt do sist nervoso autonomo";-;-;-;-;1;-;-;1;-;-;1;-;1;2;2;4;1;2;3;3;10;-;31
"G91   Hidrocefalia";-;-;22;-;13;11;9;7;8;5;6;5;3;9;6;9;8;12;10;14;16;-;173
"G92   Encefalopatia toxica";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;1;-;4
"G93   Outr transt do encefalo";-;-;16;-;27;8;13;12;23;22;18;23;37;40;40;55;59;55;47;47;95;2;639
"G95   Outr doenc da medula espinal";-;-;-;-;1;-;1;1;-;1;-;-;1;1;-;3;2;-;2;1;5;-;19
"G96   Outr transt do sist nervoso central";-;-;-;-;2;-;-;1;-;-;2;-;2;1;-;2;4;-;2;-;3;-;19
"G98   Outr transt do sist nervoso NCOP";-;-;-;-;-;1;-;-;-;2;-;-;4;5;2;-;1;1;2;2;10;-;30
"H00   Hordeolo e calazio";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"H05   Transt da orbita";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"H44   Transt do globo ocular";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"H57   Outr transt do olho e anexos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"H60   Otite externa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"H66   Otite media supurativa e as NE";-;-;-;-;1;-;2;-;-;-;-;1;-;-;-;2;-;1;1;-;1;-;9
"H70   Mastoidite e afeccoes correlatas";-;-;1;-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;2;-;1;-;9
"H71   Colesteatoma do ouvido medio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"H74   Outr transt do ouvido medio e da mastoide";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"H83   Outr transt do ouvido interno";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"I00   Febre reumatica s/mencao de compr do coracao";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;2;-;1;-;-;-;6
"I01   Febre reumatica c/compr do coracao";-;-;-;-;-;-;1;-;-;-;1;-;1;4;2;1;1;1;-;-;-;-;12
"I02   Coreia reumatica";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;2
"I05   Doenc reumaticas da valva mitral";-;-;-;-;-;-;-;2;6;7;8;12;12;23;33;37;38;43;31;43;44;-;339
"I06   Doenc reumaticas da valva aortica";-;-;-;-;1;-;-;-;-;-;1;-;1;-;1;4;4;2;5;2;4;-;25
"I07   Doenc reumaticas da valva tricuspide";-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;2;6;1;-;1;-;13
"I08   Doenc de mult valvas";-;-;-;-;-;-;-;2;-;2;2;1;6;13;4;10;20;8;23;14;14;-;119
"I09   Outr doenc reumaticas do coracao";-;-;-;-;-;-;-;-;-;-;-;-;4;-;5;4;2;2;2;1;1;-;21
"I10   Hipertensao essencial";-;-;-;-;-;-;-;-;3;5;13;33;59;102;171;218;266;287;356;385;1152;-;3050
"I11   Doenc cardiaca hipertensiva";-;-;-;-;-;-;-;1;2;5;18;28;77;143;192;245;317;362;437;467;1422;1;3717
"I12   Doenc renal hipertensiva";-;-;-;-;-;1;1;1;1;3;11;14;25;49;56;90;80;101;84;117;232;-;866
"I13   Doenc cardiaca e renal hipertensiva";-;-;-;-;-;-;-;-;-;2;2;8;10;8;14;30;33;43;56;71;176;-;453
"I20   Angina pectoris";-;-;-;-;-;-;-;-;-;-;-;-;1;1;8;7;10;17;20;20;43;-;127
"I21   Infarto agudo do miocardio";-;-;-;-;1;-;2;15;38;81;132;303;598;980;1590;1982;2327;2346;2447;2507;4957;43;20349
"I22   Infarto do miocardio recorrente";-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;3;5;7;6;2;9;-;38
"I24   Outr doenc isquemicas agudas do coracao";-;-;-;-;-;-;-;-;-;-;3;5;14;28;47;86;107;151;205;204;373;-;1223
"I25   Doenc isquemica cronica do coracao";-;-;-;-;-;-;-;3;5;13;18;38;106;175;337;503;598;692;756;836;2053;11;6144
