 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Masc
Período:2012
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"K92   Outr doenc do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;2;3;1;11
"L03   Celulite";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;1;-;1;6
"L08   Outr infecc localiz pele e tec subcutaneo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"L10   Penfigo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"L89   Ulcera de decubito";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
"L97   Ulcera dos membros infer NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"M00   Artrite piogenica";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"M13   Outr artrites";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"M16   Coxartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"M19   Outr artroses";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"M32   Lupus eritematoso disseminado";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"M46   Outr espondilopatias inflam";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"M51   Outr transt de discos intervertebrais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"M80   Osteoporose c/frat patologica";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"M86   Osteomielite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3
"N01   Sindr nefritica rapidamente progressiva";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"N02   Hematuria recidivante e persistente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"N04   Sindr nefrotica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2
"N10   Nefrite tubulo-intersticial aguda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"N12   Nefrite tubulo-intersticial NE aguda cronica";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;4
"N13   Uropatia obstrutiva e p/refluxo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"N15   Outr doenc renais tubulo-intersticiais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"N17   Insuf renal aguda";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;6;7
"N18   Insuf renal cronica";-;-;-;-;-;-;-;-;1;-;1;1;2;2;1;2;3;2;4;7;26
"N19   Insuf renal NE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;3;6
"N20   Calculose do rim e do ureter";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"N28   Outr transt do rim e do ureter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"N31   Disfuncoes neuromusculares da bexiga NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"N39   Outr transt do trato urinario";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;3;9;7;23;45
"N40   Hiperplasia da prostata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"N49   Transt inflam orgaos genitais masc NCOP";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;1;4
"P00   Fet rec-nasc afet afec mat n obr rel grav at";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P02   Fet rec-nasc afet compl plac cord umb membr";7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"P03   Fet rec-nasc afet out compl trab parto parto";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P07   Transt rel gest curt dur peso baix nasc NCOP";3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"P21   Asfixia ao nascer";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"P22   Desconforto respirat do recem-nascido";11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"P23   Pneumonia congen";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P24   Sindr de aspiracao neonatal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P28   Outr afeccoes respirat orig per perinatal";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P36   Septicemia bacter do recem-nascido";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P39   Outr infecc especificas do periodo perinatal";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P60   Coagulacao intravasc dissem feto rec-nasc";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P76   Outr obstrucoes intestinais do recem-nascido";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P77   Enterocolite necrotizante do feto e rec-nasc";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P96   Outr afeccoes originadas periodo perinatal";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"Q00   Anencefalia e malformacoes similares";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q04   Outr malformacoes congen do cerebro";-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"Q21   Malformacoes congen dos septos cardiacos";2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"Q22   Malform congen valvas pulmonar tricuspide";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q24   Outr malformacoes congen do coracao";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"Q27   Outr malformacoes congen sist vasc perif";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q28   Outr malform congen aparelho circulatorio";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"Q31   Malformacoes congen da laringe";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q33   Malformacoes congen do pulmao";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q60   Agenesia renal e outr defeitos reducao rim";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q74   Outr malformacoes congen dos membros";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q76   Malform congen coluna vertebral ossos torax";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q91   Sindr de Edwards e sindr de Patau";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"R04   Hemorragia das vias respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"R10   Dor abdominal e pelvica";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;3
"R17   Ictericia NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"R54   Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;6
"R64   Caquexia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"R68   Outr sint e sinais gerais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"R98   Morte s/assist";-;-;-;-;-;-;-;1;3;5;3;2;4;6;5;5;4;1;1;-;40
"R99   Outr causas mal definidas e NE mortalidade";-;-;2;2;-;-;-;2;3;2;1;2;1;2;2;-;1;1;-;1;22
"V02   Pedestre traum colis veic motor 2 3 rodas";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;3
"V03   Pedestre traum colis automov pickup caminhon";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V04   Pedestre traum colis veic transp pesado onib";-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;4
"V05   Pedestre traum colis trem veic ferroviario";-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;3
"V06   Pedestre traum colis outr veic nao-motoriz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"V09   Pedestre traum outr acid transp e NE";-;-;-;-;-;-;2;2;2;3;7;1;5;4;5;2;2;1;4;3;43
"V19   Ciclista traum acid transp e NE";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"V23   Motocicl traum colis automov pickup caminhon";-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;3
"V24   Motocicl traum colis veic transp pesado onib";-;-;-;-;-;-;2;-;1;-;1;1;-;-;-;-;-;-;-;-;5
"V27   Motocicl traum colis objeto fixo parado";-;-;-;-;-;-;1;-;1;-;-;1;1;-;-;-;-;-;-;-;4
"V29   Motociclista traum outr acid transp e NE";-;-;-;-;-;-;3;8;9;7;7;-;2;1;1;-;-;-;-;-;38
"V43   Ocup automov traum col auto pickup caminhon";-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"V44   Ocup autom traum colis veic trans pesad onib";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"V47   Ocup automovel traum colis obj fixo parado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2
"V48   Ocup automovel traum acid transp s/colis";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;3
"V49   Ocup automovel traum outr acid transp e NE";-;-;-;-;1;-;2;2;4;2;-;-;-;1;2;2;-;-;-;-;16
"V64   Ocup v tr pes tr col outr veic tr pes onib";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"V67   Ocup veic tr pesado traum col obj fixo parad";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;2
"V68   Ocup veic tr pesado traum ac transp s/colis";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"V69   Ocup veic tr pesado traum outr ac transp NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"V87   Acid trans tipo espec desconh mod transp vit";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"V89   Acid veic mot n-mot tipos de veic NE";-;-;-;-;-;-;2;-;3;1;1;-;2;1;-;1;-;-;-;-;11
"V95   Acid de aeronave mot causando traum ao ocup";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;2
"V99   Acid transp NE";-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;3
"W12   Queda em ou de um andaime";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"W13   Queda de ou p/fora edificios outr estruturas";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;3
"W16   Merg pulo agua caus out traum n afog submers";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"W17   Outr quedas de um nivel a outr";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"W18   Outr quedas no mesmo nivel";-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;1;1;-;1;2;9
"W19   Queda s/especificacao";-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;2;3;2;8;26;45
"W20   Impacto caus objeto lanc projetado em queda";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"W22   Impacto acid ativo passivo caus outr objetos";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"W25   Contato c/vidro cortante";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"W69   Afogamento e submersao em aguas naturais";-;-;-;-;-;-;2;2;-;-;1;2;-;-;-;-;-;-;-;-;7
"W74   Afogamento e submersao NE";-;-;-;-;1;1;3;-;-;-;-;-;-;-;-;-;-;-;-;1;6
"W77   Risco resp dev desmor queda terra outr subst";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"W78   Inalacao do conteudo gastrico";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"W79   Inalacao ingest aliment caus obstr trat resp";-;-;5;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2;10
"W87   Exposicao a corrente eletrica NE";-;-;-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;-;-;4
"X04   Exposicao combustao subst muito inflamavel";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"X09   Exposicao a tipo NE de fumaca fogo chamas";-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;4
"X59   Exposicao a fatores NE";-;-;-;1;-;-;1;-;-;-;-;2;-;1;-;-;-;1;-;1;7
"X68   Auto-intox intenc a pesticidas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"X69   Auto-int intenc outr prod quim subst noc NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"X70   Lesao autoprov intenc enforc estrang sufoc";-;-;-;-;-;-;3;2;-;-;1;3;4;1;4;-;-;1;1;1;21
"X72   Lesao autoprov intenc disp arma fogo de mao";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"X74   Lesao autopr intenc disp outr arma fogo e NE";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;1;2;-;6
"X80   Lesao autoprov intenc precip lugar elevado";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2
"X81   Lesao autoprov intenc precip perm obj movim";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"X91   Agressao enforc estrangulamento sufocacao";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2
"X92   Agressao p/meio de afogamento e submersao";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2
"X95   Agressao disparo outr arma de fogo ou NE";-;-;-;-;-;1;21;16;16;13;9;4;7;2;-;-;1;-;-;1;91
"X99   Agressao objeto cortante ou penetrante";-;-;-;-;-;-;3;2;1;4;1;1;-;1;1;1;-;1;-;-;16
"Y00   Agressao p/meio de um objeto contundente";-;-;-;-;-;-;1;4;3;1;2;2;1;3;-;-;1;-;-;-;18
"Y04   Agressao p/meio de forca corporal";-;-;-;-;-;1;-;1;1;-;1;2;-;-;-;-;-;-;-;-;6
"Y09   Agressao p/meios NE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"Y12   Envenen narcot psicodislept NCOP int n det";-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"Y19   Env out prod quim subst noc e NE int n det";-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;3
"Y20   Enforc estrang sufoc intenc nao determinada";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;1;-;-;-;4
"Y21   Afogamento submersao intenc nao determinada";-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;3
"Y24   Disparo outr arma fogo e NE intenc nao det";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"Y26   Exposicao fumaca fogo chamas intenc n det";-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;-;-;-;-;4
"Y28   Contato obj cortante penetrante intenc n det";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;2
"Y29   Contato obj contundente intenc n det";-;-;-;-;-;-;-;1;3;3;2;2;1;1;3;-;3;-;-;1;20
"Y33   Outr fatos ou eventos espec intenc n det";-;-;-;-;-;-;-;1;1;3;-;-;-;-;-;-;-;-;-;1;6
"Y34   Fatos ou eventos NE e intenc nao determinada";-;-;-;-;-;-;-;2;1;1;-;-;-;1;1;-;1;1;-;-;8
"Y35   Intervencao legal";-;-;-;-;-;-;1;1;1;1;1;-;-;-;-;-;-;-;-;-;5
"Y83   Reac anorm compl tard interv cirurg s/acid";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2
"Y85   Sequelas de acid transp";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;3
"Y86   Sequelas de outr acid";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2
"Total";43;7;24;17;9;9;59;66;84;96;110;128;202;252;293;312;333;381;400;864;3689
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
