 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Fem
Período:2018
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"K81   Colecistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;2;2;8
"K83   Outr doenc das vias biliares";-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;1;5
"K85   Pancreatite aguda";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;1;3;8
"K86   Outr doenc do pancreas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"K92   Outr doenc do aparelho digestivo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4;7;12
"L02   Abscesso cutaneo furunculo e antraz";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2
"L03   Celulite";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;2;3;9
"L08   Outr infecc localiz pele e tec subcutaneo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;5;8
"L10   Penfigo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;3
"L89   Ulcera de decubito";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;5
"M00   Artrite piogenica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"M06   Outr artrites reumatoides";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"M15   Poliartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"M16   Coxartrose";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;3
"M32   Lupus eritematoso disseminado";-;-;-;-;-;-;1;1;3;1;-;1;-;-;1;1;-;-;-;-;9
"M34   Esclerose sistemica";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2
"M35   Outr afeccoes sistemicas do tec conjuntivo";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
"M46   Outr espondilopatias inflam";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"M60   Miosite";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;2
"M62   Outr transt musculares";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;6;8
"M81   Osteoporose s/frat patologica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
"M86   Osteomielite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;3
"M91   Osteocondrose juvenil do quadril e da pelve";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"N02   Hematuria recidivante e persistente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"N12   Nefrite tubulo-intersticial NE aguda cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;4;1;4;12
"N15   Outr doenc renais tubulo-intersticiais";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"N17   Insuf renal aguda";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;1;-;-;5;10
"N18   Insuf renal cronica";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;4;8
"N19   Insuf renal NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5
"N20   Calculose do rim e do ureter";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;3
"N28   Outr transt do rim e do ureter NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;2;6
"N30   Cistite";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3
"N32   Outr transt da bexiga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"N39   Outr transt do trato urinario";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;3;8;11;83;110
"N82   Fistulas do trato genital femin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2
"O23   Infecc do trato geniturinario na gravidez";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2
"O85   Infecc puerperal";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"O90   Complic do puerperio NCOP";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O97   Morte p/sequelas causas obstetricas diretas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"O99   Outr doenc mat COP compl grav parto puerp";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"P00   Fet rec-nasc afet afec mat n obr rel grav at";1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P01   Fet rec-nasc afet complic maternas gravidez";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P02   Fet rec-nasc afet compl plac cord umb membr";3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"P03   Fet rec-nasc afet out compl trab parto parto";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P05   Crescimento fetal retard e desnutric fetal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P22   Desconforto respirat do recem-nascido";3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"P27   Doenc respirat cron orig periodo perinatal";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P28   Outr afeccoes respirat orig per perinatal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P29   Transt cardiovasc orig periodo perinatal";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P36   Septicemia bacter do recem-nascido";3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"P83   Outr afecc compr tegum espec feto rec-nasc";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P96   Outr afeccoes originadas periodo perinatal";3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"Q04   Outr malformacoes congen do cerebro";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q21   Malformacoes congen dos septos cardiacos";-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;4
"Q23   Malformacoes congen valvas aortica e mitral";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q24   Outr malformacoes congen do coracao";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q25   Malformacoes congen das grandes arterias";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q33   Malformacoes congen do pulmao";3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"Q40   Outr malform congen trato digestivo super";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"Q61   Doenc cisticas do rim";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"Q75   Outr malformacoes congen ossos cranio e face";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q78   Outr osteocondrodisplasias";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q79   Malformacoes congen sist osteomuscular NCOP";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"Q90   Sindr de Down";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2
"Q91   Sindr de Edwards e sindr de Patau";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q93   Monossomias e delecoes dos autossomos NCOP";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q99   Outr anomalias dos cromossomos NCOP";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R09   Outr sint sinais relat ap circulat respirat";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"R10   Dor abdominal e pelvica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"R19   Outr sint e sinais relat ap digest abdome";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2
"R54   Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;9
"R57   Choque NCOP";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"R96   Outr mortes subitas de causa desconhecida";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2
"R98   Morte s/assist";-;-;-;-;-;-;-;-;1;1;2;-;2;1;2;1;1;1;-;4;16
"R99   Outr causas mal definidas e NE mortalidade";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4;-;-;1;6
"V02   Pedestre traum colis veic motor 2 3 rodas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"V09   Pedestre traum outr acid transp e NE";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;2;4
"V29   Motociclista traum outr acid transp e NE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"V44   Ocup autom traum colis veic trans pesad onib";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"V48   Ocup automovel traum acid transp s/colis";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;3
"V49   Ocup automovel traum outr acid transp e NE";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;2
"V78   Ocup onibus traum acid transp s/colis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"V95   Acid de aeronave mot causando traum ao ocup";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"W08   Queda de outr tipo de mobilia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"W10   Queda em ou de escadas ou degraus";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"W17   Outr quedas de um nivel a outr";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
"W18   Outr quedas no mesmo nivel";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5;1;2;13;23
"W19   Queda s/especificacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;6;8;53;70
"W69   Afogamento e submersao em aguas naturais";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"W78   Inalacao do conteudo gastrico";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"W79   Inalacao ingest aliment caus obstr trat resp";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"W80   Inalac ingest outr obj caus obstr trat resp";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"X09   Exposicao a tipo NE de fumaca fogo chamas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"X69   Auto-int intenc outr prod quim subst noc NE";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
"X70   Lesao autoprov intenc enforc estrang sufoc";-;-;-;-;-;-;-;2;-;1;1;-;-;1;1;-;1;-;-;-;7
"X76   Lesao autoprov intenc fumaca fogo e chamas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"X79   Lesao autoprov intenc p/objeto contundente";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"X80   Lesao autoprov intenc precip lugar elevado";-;-;-;-;-;-;-;-;1;-;1;-;1;1;1;-;-;-;-;-;5
"X84   Lesao autoprov intenc p/meios NE";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
"X91   Agressao enforc estrangulamento sufocacao";-;-;-;-;-;-;-;1;3;1;1;-;-;-;-;-;-;-;-;-;6
"X95   Agressao disparo outr arma de fogo ou NE";-;-;-;-;-;1;-;-;-;-;-;1;1;2;-;-;1;-;-;-;6
"X97   Agressao p/meio de fumaca fogo e chamas";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"X99   Agressao objeto cortante ou penetrante";-;-;-;-;-;-;-;1;1;-;2;2;-;-;-;1;-;-;-;-;7
"Y00   Agressao p/meio de um objeto contundente";-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;3
"Y04   Agressao p/meio de forca corporal";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"Y09   Agressao p/meios NE";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"Y12   Envenen narcot psicodislept NCOP int n det";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"Y26   Exposicao fumaca fogo chamas intenc n det";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"Y34   Fatos ou eventos NE e intenc nao determinada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"Y83   Reac anorm compl tard interv cirurg s/acid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"Y86   Sequelas de outr acid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"Y87   Seq lesao autopr inten agress fato int indet";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Total";25;8;19;10;4;4;9;10;24;29;50;48;86;114;165;223;302;338;372;1593;3433
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
