 Mortalidade - Brasil
Óbitos p/Residênc por Categoria CID-10 e Faixa Etária det
Município: 350950 CAMPINAS
Sexo: Fem
Período:2012
"Categoria CID-10";"0 a 6 dias";"7 a 27 dias";"28 a 364 dias";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"N39   Outr transt do trato urinario";-;-;-;-;1;-;-;-;-;1;-;2;-;-;1;1;3;3;5;48;65
"N73   Outr doenc inflam pelvicas femin";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"N82   Fistulas do trato genital femin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
"O23   Infecc do trato geniturinario na gravidez";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"O88   Embolia orig obstetrica";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"O95   Morte obstetrica de causa NE";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"O97   Morte p/sequelas causas obstetricas diretas";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"O99   Outr doenc mat COP compl grav parto puerp";-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;3
"P00   Fet rec-nasc afet afec mat n obr rel grav at";3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"P01   Fet rec-nasc afet complic maternas gravidez";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P02   Fet rec-nasc afet compl plac cord umb membr";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P04   Fet rec-nasc infl af noc trans plac leit mat";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P07   Transt rel gest curt dur peso baix nasc NCOP";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"P20   Hipoxia intra-uterina";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P21   Asfixia ao nascer";3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"P22   Desconforto respirat do recem-nascido";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"P23   Pneumonia congen";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P24   Sindr de aspiracao neonatal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P27   Doenc respirat cron orig periodo perinatal";-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"P28   Outr afeccoes respirat orig per perinatal";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"P29   Transt cardiovasc orig periodo perinatal";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P35   Doenc virais congen";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P36   Septicemia bacter do recem-nascido";-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P39   Outr infecc especificas do periodo perinatal";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"P60   Coagulacao intravasc dissem feto rec-nasc";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P77   Enterocolite necrotizante do feto e rec-nasc";1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"P83   Outr afecc compr tegum espec feto rec-nasc";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"P96   Outr afeccoes originadas periodo perinatal";1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"Q00   Anencefalia e malformacoes similares";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"Q20   Malform congen camaras e comunicacoes card";1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"Q21   Malformacoes congen dos septos cardiacos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"Q22   Malform congen valvas pulmonar tricuspide";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q23   Malformacoes congen valvas aortica e mitral";1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"Q24   Outr malformacoes congen do coracao";-;-;5;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"Q25   Malformacoes congen das grandes arterias";1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"Q33   Malformacoes congen do pulmao";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q40   Outr malform congen trato digestivo super";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q44   Malform congen vesic biliar via biliar figad";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q61   Doenc cisticas do rim";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"Q79   Malformacoes congen sist osteomuscular NCOP";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q90   Sindr de Down";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Q91   Sindr de Edwards e sindr de Patau";1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"Q99   Outr anomalias dos cromossomos NCOP";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"R06   Anormalidades da respiracao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"R09   Outr sint sinais relat ap circulat respirat";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"R10   Dor abdominal e pelvica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"R54   Senilidade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;27;30
"R68   Outr sint e sinais gerais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4
"R98   Morte s/assist";-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;3;2;8
"R99   Outr causas mal definidas e NE mortalidade";-;-;1;1;-;1;1;1;1;1;1;1;1;2;-;1;-;2;2;3;20
"V02   Pedestre traum colis veic motor 2 3 rodas";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"V09   Pedestre traum outr acid transp e NE";-;-;-;-;-;-;-;-;1;1;-;1;1;1;1;1;1;-;1;1;10
"V29   Motociclista traum outr acid transp e NE";-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;3
"V43   Ocup automov traum col auto pickup caminhon";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;3
"V44   Ocup autom traum colis veic trans pesad onib";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2
"V49   Ocup automovel traum outr acid transp e NE";-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;4
"V68   Ocup veic tr pesado traum ac transp s/colis";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V73   Ocup onibus traum colis automovel caminhonet";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"V78   Ocup onibus traum acid transp s/colis";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"V89   Acid veic mot n-mot tipos de veic NE";-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;4
"W17   Outr quedas de um nivel a outr";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
"W18   Outr quedas no mesmo nivel";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5
"W19   Queda s/especificacao";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;5;43;53
"W78   Inalacao do conteudo gastrico";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4;6
"W79   Inalacao ingest aliment caus obstr trat resp";-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3
"X09   Exposicao a tipo NE de fumaca fogo chamas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
"X64   Auto-int intenc out drog med subst biolog NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"X68   Auto-intox intenc a pesticidas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"X70   Lesao autoprov intenc enforc estrang sufoc";-;-;-;-;-;-;-;-;-;3;-;1;-;2;-;-;-;-;-;-;6
"X79   Lesao autoprov intenc p/objeto contundente";-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"X80   Lesao autoprov intenc precip lugar elevado";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;3
"X91   Agressao enforc estrangulamento sufocacao";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;2
"X95   Agressao disparo outr arma de fogo ou NE";-;-;-;-;-;-;-;-;2;-;2;-;1;-;-;-;-;-;-;-;5
"X99   Agressao objeto cortante ou penetrante";-;-;-;-;-;-;-;1;1;1;-;1;-;-;1;-;-;-;-;-;5
"Y00   Agressao p/meio de um objeto contundente";-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;4
"Y04   Agressao p/meio de forca corporal";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"Y09   Agressao p/meios NE";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"Y29   Contato obj contundente intenc n det";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;3
"Y34   Fatos ou eventos NE e intenc nao determinada";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;-;-;4
"Y57   Outr drogas e medicamentos e as NE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"Y83   Reac anorm compl tard interv cirurg s/acid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3
"Y86   Sequelas de outr acid";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"Total";36;18;21;10;6;5;17;22;32;31;41;53;81;116;149;169;193;302;393;1340;3035
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
 Nota:
 
 Em 2011, houve uma mudança no conteúdo da Declaração de Óbito, com maior detalhamento das informações coletadas. Para este ano, foram
 utilizados simultaneamente os dois formulários. Para mais detalhes sobre as mudanças ocorridas e os seus efeitos, veja o documento
 "Sistema de Informações sobre Mortalidade - SIM. Consolidação da base de dados de 2011".
 No dia 13/06/2019, os arquivos do SIM referentes ao ano de notificação 2017 foram atualizados, com alteração das causas básicas de 2 registros e exclusão de 1 registro.
 No dia 01/04/2020, os arquivos do SIM referentes ao ano de notificação 2019 foram atualizados, com alteração das causas básicas de 4 registros e exclusão de 1 registro.
 
